step_factor,source_formal_exact_objective,source_root_relative_mismatch,secant_parameter_ratio,secant_tangential_fraction,candidate_formal_exact_objective,formal_exact_relative_decrease,maximum_displacement_ratio,condition_number,condition_number_ratio,root_relative_mismatch,curvature_energy,curvature_energy_ratio,maximum_turning_angle_deg,accepted,rejection_reason
1.0,0.04561967601638494,5.942337835915035e-10,1.0,0.7356375183429655,0.04979322043468892,-0.09148562161653662,14.510641763756105,257168.33503360118,1.0397879564844705,1.7192669826267965e-07,215.12777014919348,9.126473328548826,32.13946488361141,False,insufficient_objective_decrease
0.75,0.04561967601638494,5.942337835915035e-10,1.0,0.7356375183429655,0.02478807093220202,0.4566364100591368,10.979638060549037,254997.3272061268,1.0310100958969826,3.6059640362871056e-08,151.88818115908853,6.443628515783279,27.577953489598908,False,displacement_limit
0.5,0.04561967601638494,5.942337835915035e-10,1.0,0.7356375183429655,0.01980974134401715,0.565763217237619,7.393911927422227,253779.93683163653,1.0260879197294939,4.323834716231062e-09,97.22938007084838,4.124810773395455,17.542565373511604,False,displacement_limit
0.25,0.04561967601638494,5.942337835915035e-10,1.0,0.7356375183429655,0.027571327507182643,0.39562640696352125,3.7341826940065,253394.57276746666,1.0245298083362955,1.2452126642199112e-10,45.95303817755528,1.94948879450753,11.83209893955924,False,displacement_limit
0.125,0.04561967601638494,5.942337835915035e-10,1.0,0.7356375183429655,0.0354931389934867,0.2219773989464798,1.8761167665256424,253366.55785021806,1.0244165378842658,2.378881110777205e-07,31.005400628992305,1.3153576671446299,9.315547192734707,False,displacement_limit
0.0625,0.04561967601638494,5.942337835915035e-10,1.0,0.7356375183429655,0.040232099110830075,0.11809765820388207,0.9415908677194691,253357.6641303344,1.0243805786250428,2.989162639912525e-08,25.903922192559214,1.0989350878840132,8.359851734438097,False,displacement_limit
0.03125,0.04561967601638494,5.942337835915035e-10,1.0,0.7356375183429655,0.04280255025670835,0.06175242802392501,0.5325069564356945,253355.70646345735,1.0243726633486878,3.7862116110272006e-09,24.330047797673906,1.032165824773792,7.624670370317154,False,displacement_limit
