run,pseudo_cfl,accepted_steps,added_pseudo_time,root_relative_mismatch,kinematic_rms,kinematic_convergence_integral,root_body_eta,interface_s_lambda,measured_s_lambda,solved_dipole_coefficient,body_vertical_force_coefficient,computed_pressure_peak,computed_peak_eta,free_surface_nrmse,pressure_nrmse
self_similar_wedge_20deg_n600_far30_v292_forced_cfl025_steps1_v293,0.25,1,0.00018557448644310063,5.80925057769419e-06,0.004933889457826069,0.000779672407694259,0.5565321478755207,2.1164253602683,2.116437655113547,8.144845449208987,42.60930426098201,17.782875854226877,0.5078905182544108,0.10844580696475438,0.01709586088362139
self_similar_wedge_20deg_n600_far30_v292_forced_cfl0125_steps2_v294,0.125,2,0.00018557590248120085,0.0008324836554318689,0.004932428255606904,0.0007790802844905938,0.5565321436966086,2.1150826439211916,2.1168434156521436,8.144839023592883,42.608658759290606,17.782861552610527,0.5078905142060897,0.10844579420754291,0.017132404741143456
self_similar_wedge_20deg_n600_far30_v292_forced_cfl00625_steps4_v295,0.0625,4,0.00018557661042382202,0.000420600097124795,0.004933472008719002,0.0007794334976712165,0.5565321475009826,2.1157513746914915,2.1166412599251787,8.144842398376865,42.60898040104524,17.782868781619705,0.5078905178915769,0.10844578722602781,0.017114194812749485
