coarse_cfl,fine_cfl,pseudo_time_relative_difference,kinematic_rms_relative_change,kinematic_convergence_integral_relative_change,root_body_eta_relative_change,interface_s_lambda_relative_change,measured_s_lambda_relative_change,solved_dipole_coefficient_relative_change,body_vertical_force_coefficient_relative_change,computed_pressure_peak_relative_change,computed_peak_eta_relative_change,free_surface_nrmse_relative_change,pressure_nrmse_relative_change,kinematic_rms_trajectory_relative_l2,kinematic_convergence_integral_trajectory_relative_l2,root_body_eta_trajectory_relative_l2,free_surface_eta_relative_l2,pressure_curve_relative_l2
0.25,0.125,7.63050633888169e-06,0.0002961562539362589,0.0007594512744350609,7.508842249631747e-09,0.0006344265062757791,0.0001916818861501626,7.889181130901172e-07,1.5149313104200524e-05,8.042352916980513e-07,7.970853909003054e-09,1.1763674248750141e-07,0.0021330255777991976,0.0008543875229715582,0.0018503018891729733,3.3564509523185665e-07,6.089914880442398e-08,4.171698731713035e-05
0.125,0.0625,3.814826769106792e-06,0.00021156562969309802,0.0004531665391313468,6.8358565521857865e-09,0.00031607247349535683,9.549866819158918e-05,4.143461366214701e-07,7.548684610705678e-06,4.0651535287745857e-07,7.256460041854208e-09,6.437792404178845e-08,0.0010628938942961043,0.00010328483508302833,0.00021565387713236327,8.065381543846805e-08,2.6459554651810302e-08,2.0770085320468792e-05
