iteration,step_factor,exact_objective,exact_relative_decrease,low_mode_objective_at_source,projected_integral_at_source,unresolved_integral_at_source,jacobian_condition_number,source_curvature_energy,source_maximum_turning_angle_deg,candidate_curvature_energy,candidate_curvature_energy_ratio,candidate_maximum_turning_angle_deg,source_root_relative_mismatch,root_gate_limit,root_feasibility_repair,candidate_root_relative_mismatch,candidate_hard_root_pass
1,0.5,0.060427361832142715,0.018373584768398742,0.061558410505778524,0.05942970454927688,0.0021287059565016433,216.98357354009318,21.404836819140677,20.66767209361857,21.642023512257897,1.0110809858127543,21.498677996544345,0.0029174397659835418,0.0029174397659835418,True,0.0018667225978733963,False
2,1.0,0.059275643020983815,0.01905955805845348,0.0604273618321427,0.05826348013295197,0.0021638816991907464,217.23212556653402,21.642023512257897,21.498677996544345,21.952845188386696,1.014361950764574,22.597199983181675,0.0018667225978733963,0.0018667225978733963,True,0.0005067085854475086,True
3,1.0,0.05903971238984804,0.003980228962716734,0.059275643020983815,0.057072473629410245,0.00220316939157357,217.30054791109978,21.952845188386696,22.597199983181675,22.006873918755325,1.002461126560361,22.758548524232154,0.0005067085854475086,0.001,False,0.00013887093445496838,True
4,1.0,0.058161917323702135,0.014867875038917703,0.05903971238984804,0.05684124525548801,0.0021984671343600257,220.51562714645556,22.006873918755325,22.758548524232154,22.672245550569876,1.0302347182189966,24.224470893359737,0.00013887093445496838,0.001,False,0.0006493790150291439,True
