iteration,step_factor,exact_objective,exact_relative_decrease,low_mode_objective,predicted_low_mode_objective,trust_ratio,maximum_displacement_ratio,condition_number,condition_number_ratio,dipole_coefficient,root_relative_mismatch,curvature_energy,curvature_energy_ratio,maximum_turning_angle_deg,accepted,rejection_reason
1,1.0,0.05958491856864322,0.03205885143753099,0.059606197396597935,0.06020597723489493,1.4434820195639952,0.2794378008881474,33001.655396230315,1.222893239907191,2.801107441578308,0.001054705233185238,21.83253600403052,1.0199814270252874,22.332788483137698,False,displacement_limit
1,0.5,0.060427361832142715,0.018373584768398742,0.0604389650624958,0.060659625719696325,1.2455100048615497,0.1402320795675524,43553.34590753339,1.6138915350211784,2.801203266925845,0.0018667225978733963,21.642023512257897,1.0110809858127543,21.498677996544345,True,
1,0.25,0.06095575554100356,0.009789969556124111,0.06096254750412184,0.06105337607507732,1.1798462944979202,0.07052059796335916,27042.45517030023,1.002072024000072,2.8012365467950664,0.00236161566848866,21.529149161537276,1.0058076753140877,21.085580337961837,True,
1,0.125,0.06124762175555036,0.005048680556802059,0.06125192148184972,0.061291982781012895,1.150364603377578,0.03568647667728369,27013.762803670703,1.001008813662078,2.8012510311229777,0.002631292659493098,21.46841538662611,1.0029702897537895,20.88030933580073,True,
2,1.0,0.059275643020983815,0.01905955805845348,0.05929014033478468,0.05977845961451867,1.7525313775656155,0.18732564061560322,30721.142953260078,0.7053681482585306,2.801166710491843,0.0005067085854475086,21.952845188386696,1.014361950764574,22.597199983181675,True,
2,0.5,0.05979086961639525,0.010533178951540774,0.05979934755581602,0.05999256927733883,1.4443997933910484,0.09413755886522363,35903.218649862276,0.8243504121609202,2.8011928328198197,0.001138065003187804,21.80920463143927,1.0077248377022916,22.052330651442386,True,
2,0.25,0.06009356958647649,0.005523859317132575,0.06009900029158502,0.0601823801932428,1.3403516362785282,0.047509426078456846,39375.08123901782,0.9040655871219102,2.801199895414443,0.0014894755579300725,21.7284980139814,1.003995675435549,21.779571244931677,True,
2,0.125,0.060256450427775075,0.0028283777279968494,0.06026031508391638,0.06029797467231826,1.2910612494545588,0.024192360887494845,41420.495442500556,0.9510290100429709,2.801201912692918,0.0016741068657560108,21.68607835024499,1.0020356154757035,21.643187707135716,True,
3,1.0,0.05903971238984804,0.003980228962716734,0.05904483439522444,0.05917864154862952,2.3794342514343993,0.027060146509035186,29651.889151107014,0.9651948560709523,2.80131017343254,0.00013887093445496838,22.006873918755325,1.002461126560361,22.758548524232154,True,
3,0.5,0.05915490496928612,0.002036891470834912,0.059159170931868926,0.05921682258283313,1.9801295736103774,0.014142554516359703,30221.80299143967,0.9837460486877029,2.801238729828358,0.00032060665836835454,21.980043742187494,1.0012389534735655,22.683195882969684,True,
3,0.25,0.059214348360429186,0.0010340615036926674,0.05921818073962109,0.059243652876415094,1.7962495055090006,0.007720112499322752,30517.346905614486,0.9933662608856821,2.8012026656537192,0.00041186875056537566,21.96670253369866,1.0006312323160413,22.645516726099455,True,
3,0.125,0.059244532124984595,0.0005248512612205108,0.059248146241564145,0.059259002967326106,1.6524453577667162,0.0045467874516301535,30667.871065675914,0.9982659535921169,2.8011845480043425,0.00045759791214044983,21.960051574349308,1.0003282666051152,22.626676226792394,True,
4,1.0,0.058161917323702135,0.014867875038917703,0.058180367142638335,0.058378727132944216,1.3000974503350295,0.24593528253590374,27072.75060518965,0.9130194190065264,2.8047098992663066,0.0006493790150291439,22.672245550569876,1.0302347182189966,24.224470893359737,True,
4,0.5,0.05844043980293809,0.01015033039037966,0.05844968310507852,0.058548428497739814,1.200994565967867,0.12325677252916757,26955.78759004031,0.9090748806146117,2.803033279128913,0.00029237876734562024,22.343866916768615,1.0153130789614826,23.49949293481722,True,
4,0.25,0.05869936990600344,0.005764636548316234,0.058704281644276136,0.058753872627879844,1.1734922505610883,0.061756913517274234,27058.293220139054,0.9125318485526872,2.8021779564048264,0.00019034234649802756,22.176360745583807,1.0077015403211829,23.131167420836032,True,
4,0.125,0.058859328643733194,0.0030552951363269176,0.058862075046226786,0.05888674305488542,1.161261135538462,0.030980628046994012,28282.22472940921,0.9538085275201876,2.80174570295305,0.0001581508345682981,22.091825594832205,1.0038602336883695,22.945706052082265,True,
