mode_count,root_rank,nullspace_dimension,linear_floor_objective_ratio,trust_limited_objective_ratio,coefficient_step_norm,maximum_displacement_ratio,trust_scale,maximum_absolute_root_increment,reduced_jacobian_condition_number
4,3,1,0.9996819701366483,0.9996819701366483,0.000503436193321404,0.00038443875261766645,1.0,3.9302328752599536e-19,1.0
8,3,5,0.950534774164947,0.950534774164947,0.008803696691037489,0.06512801850707696,1.0,3.2526065174565133e-18,6.173772304972353
12,3,9,0.9001874297768876,0.9001874297768876,0.021880071023036952,0.15297134546861502,1.0,1.0516761073109393e-17,23.513774644357248
16,3,13,0.8946740487981734,0.8946740487981734,0.023098799828834303,0.15931688990282317,1.0,4.580754178751256e-18,38.10128989930724
20,3,17,0.8937424159502567,0.8937424159502567,0.023038778516894832,0.15825961073160635,1.0,8.470329472543003e-18,52.7497430751603
26,3,23,0.8857138703078251,0.8857138703078251,0.02295798862244311,0.15502499016671006,1.0,4.096741656668231e-17,70.6419351184878
30,3,27,0.8360502603763524,0.8360502603763524,0.023643218554073545,0.15406810056887504,1.0,2.479618368216878e-17,82.48602857695055
36,3,33,0.7479415759146527,0.7556339563611119,0.02362849385701744,0.30291821084508724,0.8253052839000502,7.359022245745361e-18,107.60858342865697
