case_name,coefficient,total_rows,pass_rows,fail_rows,error_rows,finite_gate_rows,median_gate_error_ratio,max_gate_error_ratio,median_abs_error,median_rel_error,max_heave_residual,max_pitch_residual,max_heave_condition_number,max_pitch_condition_number,a1_grid_recommendation_status,a1_control_radius_ok,a1_inner_free_surface_panels_ok,a1_outer_or_control_panels_ok,a1_station_count_ok,a1_min_station_count_for_fn,pass_fraction,diagnostic_conclusion,gate_role
inner_b2pi_convention_joint_probe__default_mapping,A35,1,0,1,0,1,1.49039207936846,1.49039207936846,0.08942352476210759,0.44711762381053793,4.114933744810147e-15,3.4239628446545937e-15,353.9464096357401,353.9464096357401,A1_GRID_RECOMMENDED,True,True,True,True,40,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
inner_b2pi_convention_joint_probe__reverse_pitch_force_row,A35,1,0,1,0,1,1.49039207936846,1.49039207936846,0.08942352476210759,0.44711762381053793,4.114933744810147e-15,3.4239628446545937e-15,353.9464096357401,353.9464096357401,A1_GRID_RECOMMENDED,True,True,True,True,40,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
inner_b2pi_convention_joint_probe__reverse_n5_and_pitch_row,A35,1,0,1,0,1,1.5293263900192076,1.5293263900192076,0.09175958340115245,0.4587979170057622,4.114933744810147e-15,3.4239628446545937e-15,353.9464096357401,353.9464096357401,A1_GRID_RECOMMENDED,True,True,True,True,40,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
inner_b2pi_convention_joint_probe__default_mapping,A33,1,0,1,0,1,1.6724794163524779,1.6724794163524779,0.25087191245287166,0.25087191245287166,4.140023948715473e-15,3.7372754320234455e-15,353.9464096357401,353.9464096357401,A1_GRID_RECOMMENDED,True,True,True,True,40,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
inner_b2pi_convention_joint_probe__reverse_all_pitch_rows,A33,1,0,1,0,1,1.6724794163524779,1.6724794163524779,0.25087191245287166,0.25087191245287166,4.140023948715473e-15,3.7372754320234455e-15,353.9464096357401,353.9464096357401,A1_GRID_RECOMMENDED,True,True,True,True,40,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
inner_b2pi_convention_joint_probe__reverse_m5_forward_speed,A33,1,0,1,0,1,1.6724794163524779,1.6724794163524779,0.25087191245287166,0.25087191245287166,4.140023948715473e-15,3.7372754320234455e-15,353.9464096357401,353.9464096357401,A1_GRID_RECOMMENDED,True,True,True,True,40,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
inner_b2pi_convention_joint_probe__reverse_n5_and_pitch_row,A33,1,0,1,0,1,1.6724794163524779,1.6724794163524779,0.25087191245287166,0.25087191245287166,4.140023948715473e-15,3.7372754320234455e-15,353.9464096357401,353.9464096357401,A1_GRID_RECOMMENDED,True,True,True,True,40,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
inner_b2pi_convention_joint_probe__reverse_pitch_force_row,A33,1,0,1,0,1,1.6724794163524779,1.6724794163524779,0.25087191245287166,0.25087191245287166,4.140023948715473e-15,3.7372754320234455e-15,353.9464096357401,353.9464096357401,A1_GRID_RECOMMENDED,True,True,True,True,40,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
inner_b2pi_convention_joint_probe__default_mapping,A53,1,0,1,0,1,2.985257538791146,2.985257538791146,0.13433658924560157,0.8955772616373439,4.140023948715473e-15,3.853486781014053e-15,353.9464096357401,353.9464096357401,A1_GRID_RECOMMENDED,True,True,True,True,40,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
inner_b2pi_convention_joint_probe__reverse_m5_forward_speed,A53,1,0,1,0,1,2.985257538791146,2.985257538791146,0.13433658924560157,0.8955772616373439,4.140023948715473e-15,3.853486781014053e-15,353.9464096357401,353.9464096357401,A1_GRID_RECOMMENDED,True,True,True,True,40,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
