node,y_over_Vt,material_dphi_dt_over_V2,similarity_material_dphi_dt_over_V2,auxiliary_psi_over_V2,difference_over_V2,cp_from_auxiliary,cp_from_finite_difference,cp_from_similarity_derivative
71,0.2907185468470077,-3.7217807209595777,-3.5564628124943507,-2.107554672728395,1.6142260482311825,5.183423322159007,8.411875418621372,8.081239601690918
72,0.5814370936940154,-3.7753246434003573,-3.6081566951458868,-2.1354494382248523,1.639875205175505,5.183722589610069,8.463472999961079,8.12913710345214
73,0.872155640541023,-3.8507508268024457,-3.6808193361844572,-2.175565304486915,1.6751855223155308,5.19890651203143,8.549277556662492,8.209414575426514
74,1.1628741873880308,-3.94996747288201,-3.776275976128794,-2.228118089237437,1.7218493836445732,5.227215435531455,8.670914202820601,8.323531209314169
75,1.4535927342350385,-4.07558424743587,-3.897021662040244,-2.2943618458832056,1.7812224015526645,5.269174867398303,8.831619670503633,8.47449449971238
76,1.744311281082046,-4.232136452270025,-4.0473846383337975,-2.376507634809317,1.8556288174607078,5.325925823058501,9.037183457979918,8.667679830107463
77,2.035029827929054,-4.426604209049945,-4.234021130378377,-2.477942118428897,1.9486620906210477,5.399206015895132,9.296530197137226,8.91136403979409
78,2.3257483747760617,-4.669507649545102,-4.4669563761567295,-2.6037184189204017,2.0657892306247,5.491397537569366,9.622975998818767,9.21787345204202
79,2.6164669216230694,-4.976959762333102,-4.761533829640435,-2.7614686609584123,2.21549110137469,5.605550522932888,10.036532725682267,9.605680860296932
80,2.907185468470077,-5.374587686680656,-5.142134463025854,-2.9631139714002095,2.411473715280447,5.745198055791681,10.568145486352575,10.10323903904297
81,3.197904015317085,-5.90552956483148,-5.649751703095833,-3.228264852187585,2.6772647126438947,5.913349619200085,11.267879044487874,10.75632332101658
82,3.488622562164092,-6.648404418140075,-6.3589841631858,-3.591631702196933,3.0567727159431417,6.108402734921404,12.221948166807687,11.643107656899138
83,3.7793411090111,-7.763550921926904,-7.4216580533111465,-4.121415954980678,3.6421349669462257,6.307420561716807,13.59169049560926,12.907904758377743
84,4.070059655858108,-9.639247415063473,-9.204306560121095,-4.97467785542395,4.6645695596395225,6.385386978585904,15.714526097864951,14.844644387980196
