component,region,mode,coarse_real,coarse_imag,fine_real,fine_imag,relative_complex_difference
incident_density,fore,heave,-1368.259404088857,-1586.5357296141601,-1368.2069860896156,-1586.6785529791205,7.261561373360544e-05
incident_density,fore,geometric_pitch,433.24879700789194,1190.8059435094494,433.220368768648,1190.9084059680638,8.390798605673065e-05
incident_density,aft,heave,-1368.259404088857,1586.5357296141597,-1368.2069860896165,1586.6785529791207,7.26156137337615e-05
incident_density,aft,geometric_pitch,-433.2487970078918,1190.80594350945,-433.2203687686478,1190.9084059680645,8.390798605691549e-05
diffraction_density,fore,heave,-481.3273984328715,111.50337630971474,-482.9661713228376,115.16549170178465,0.00808057750425284
diffraction_density,fore,geometric_pitch,241.57785723173365,8.083497303077507,242.62224617840113,5.871200510778977,0.010080324928957203
diffraction_density,aft,heave,-63737.742595166106,-142777.06457493332,48739.21745354491,34947.599736103635,3.5069737234227456
diffraction_density,aft,geometric_pitch,-94205.2671965456,-202999.04546402948,60960.08938520422,62713.6111661557,3.51821178535921
