reuse_step,step_factor,source_formal_exact_objective,source_root_relative_mismatch,source_condition_number,source_curvature_energy,source_maximum_turning_angle_deg,candidate_formal_exact_objective,formal_exact_relative_decrease,maximum_displacement_ratio,condition_number,condition_number_ratio,root_relative_mismatch,curvature_energy,curvature_energy_ratio,maximum_turning_angle_deg,accepted,rejection_reason
1,0.125,0.0008181522139808863,8.761828343565944e-09,1379336.275936054,21.34304512942036,1.4705517316292664,0.0008088199364001151,0.011406529764630375,0.11297892452653753,1379351.84671164,1.0000112886000736,1.5382530276739347e-08,21.330408018016158,0.9994079049485407,1.4629602646726823,True,
