title,frequency_count,section_count,block_count,has_complete_section_frequency_grid,omega_min_rad_s,omega_max_rad_s,source_file
Simple full V smoke case,52,5,260,True,0.571741462,40.4282303,D:\Projects\20260601-Potential-flow-ship\20260717-planningvessel-code\outputs\pdstrip_external_cli\pdstrip_external_smoke\sectionresults
