component,sigma,omega_rad_s,coefficient,value_dimensional,value_nondimensional,harmonic_fit_residual_nrmse,restoring_subtraction,response_calibration_used
raw_bem,1.4,7.774541989381373,A33,-33.53247414209069,-1.0427596999067181,0.0005797998502478868,zero_diagnostic_only,False
raw_bem,1.4,7.774541989381373,A53,-2.5310374101754762,-0.24750848074300807,0.0009723627747750303,zero_diagnostic_only,False
raw_bem,1.4,7.774541989381373,B33,-293.6956750176947,-1.6446345644673497,0.0005797998502478868,zero_diagnostic_only,False
raw_bem,1.4,7.774541989381373,B53,63.27301960166856,1.11420038250162,0.0009723627747750303,zero_diagnostic_only,False
bem,1.4,7.774541989381373,A33,-33.53247414209069,-1.0427596999067181,0.0005797998502478868,zero_diagnostic_only,False
bem,1.4,7.774541989381373,A53,-2.5310374101754762,-0.24750848074300807,0.0009723627747750303,zero_diagnostic_only,False
bem,1.4,7.774541989381373,B33,-293.6956750176947,-1.6446345644673497,0.0005797998502478868,zero_diagnostic_only,False
bem,1.4,7.774541989381373,B53,63.27301960166856,1.11420038250162,0.0009723627747750303,zero_diagnostic_only,False
front,1.4,7.774541989381373,A33,-11.240064738925936,-0.34953241101235744,0.0020838418832734885,zero_diagnostic_only,False
front,1.4,7.774541989381373,A53,-7.574312972419739,-0.7406870751648409,0.0024559677258713993,zero_diagnostic_only,False
front,1.4,7.774541989381373,B33,33.71448785134277,0.18879410478309633,0.0020838418832734885,zero_diagnostic_only,False
front,1.4,7.774541989381373,B53,21.757551418342977,0.3831375879518973,0.0024559677258713993,zero_diagnostic_only,False
transom,1.4,7.774541989381373,A33,-0.0,-0.0,0.0,zero_diagnostic_only,False
transom,1.4,7.774541989381373,A53,-0.0,-0.0,0.0,zero_diagnostic_only,False
transom,1.4,7.774541989381373,B33,0.0,0.0,0.0,zero_diagnostic_only,False
transom,1.4,7.774541989381373,B53,0.0,0.0,0.0,zero_diagnostic_only,False
total,1.4,7.774541989381373,A33,-44.77253888101662,-1.3922921109190753,0.000905327515237996,zero_diagnostic_only,False
total,1.4,7.774541989381373,A53,-10.105350382595214,-0.9881955559078488,0.0011414347027211673,zero_diagnostic_only,False
total,1.4,7.774541989381373,B33,-259.9811871663521,-1.455840459684254,0.000905327515237996,zero_diagnostic_only,False
total,1.4,7.774541989381373,B53,85.03057102001158,1.497337970453518,0.0011414347027211673,zero_diagnostic_only,False
