xi,eta
4.319788760955575,0.41604661421511324
4.322291223776427,0.4096806783527416
4.325392193078726,0.40316498887182656
4.3291642905742025,0.3965578802824839
4.333559017685186,0.38985434700992755
4.338596618530904,0.3830833012085029
4.344296439491426,0.3762738139105296
4.350668609179101,0.36944842190461125
4.357724231340442,0.3626292704903242
4.365471083462107,0.35583419117811715
4.373913412508768,0.34907483567185155
4.383051408041141,0.34235422742733707
4.392887352301845,0.3356738785557211
4.4034305396891265,0.3290421403590627
4.414692033171018,0.3224681769731052
4.426681663029188,0.3159573261160225
4.439408842467928,0.30951166665002455
4.4528824967019,0.3031294451992193
4.467114347762204,0.2968119815681327
4.482119177132343,0.29056545774130327
4.497911350954879,0.2843938073489207
4.514504988910969,0.2782987469843774
4.5319140228394135,0.2722795087541452
4.550152457782171,0.2663334562664494
4.569236403220916,0.26046245699147386
4.589182792795274,0.25466987429926297
4.610008212267321,0.24895696428589772
4.631729710135113,0.24332557012433467
4.654364117995232,0.2377757481726302
4.677928366029032,0.23230696106146623
4.7024400635852555,0.22692073873796811
4.727916563331633,0.22161696192292604
4.754375381944149,0.2163958323629745
4.781834477393573,0.21125960298763344
4.8103114244559295,0.20620868602309336
4.839823769778576,0.20124352346533697
4.870389001459328,0.1963646212909667
4.902024250417573,0.19157088398363648
4.9347468057392465,0.18686305361420505
4.9685738434587465,0.18224239679082174
5.003522116528118,0.17770870725380916
5.039608258262135,0.17326265642774086
5.076848517269096,0.1689040128513165
5.1152587785948525,0.16463191913992917
5.154854795694931,0.16044720936251403
5.195651864126609,0.1563498461199389
5.237664855849711,0.1523393723339062
5.280908312412814,0.1484161303590857
5.325396229447203,0.14457926853863498
5.371142180301391,0.14082828869485997
5.41815930515242,0.1371633006366593
5.466460149129389,0.13358330925634695
5.516056777190006,0.1300879150293938
5.566960703588721,0.12667672750798867
5.619182813288956,0.12334847683429505
5.672733461428813,0.1201027873018494
5.727622372571721,0.11693897096702936
5.783858613700922,0.11385580468698722
5.841450652343449,0.11085285579740312
5.900406262473746,0.10792910023779473
5.960732537349274,0.10508339168839938
6.022435905859288,0.10231512115004153
6.085522060861641,0.09962298060784057
6.149995990129288,0.09700587788647604
6.2158619626960245,0.0944629313736242
6.283123485017921,0.09199261571697256
6.351783335605972,0.08959388265268656
6.421843534961319,0.08726562245467932
6.49330532707241,0.08500630644773424
6.566169204586249,0.08281494766247502
6.640434876164261,0.08069027675716382
6.716101267956341,0.07863090094694043
6.793166534453514,0.07663583288925935
6.8716280335229944,0.07470367420370734
6.951482339362311,0.07283314574087182
7.03272524219714,0.07102313109496727
7.115351735958107,0.06927212048298297
7.199356034937134,0.067578890244031
7.284731568220366,0.06594216810475372
7.371470979958479,0.06436047420334062
7.459566143887093,0.0628326887703907
7.549008157743537,0.06135750801031204
7.639787352373565,0.059933627994117514
7.731893301684395,0.058559982941945254
7.825314822074301,0.05723525171693264
7.920039986734967,0.05595826989457586
8.016056132584268,0.05472792605637662
8.113349866589772,0.05354291778428531
8.211907080860836,0.052402135778738326
