phase_index,sample_count,first_kinematic_rms,last_kinematic_rms,exponential_rate_per_pseudo_time,log_linear_r_squared,relative_change_over_window
0,40,0.0348684525126456,0.0264809643194279,-1.8762984673646832,0.9936557715955139,-0.2565411331755588
1,40,0.0343278432591606,0.0260018009386706,-1.888247908835836,0.9938405534035584,-0.2579310542922024
2,40,0.0338386044132102,0.0255653646589014,-1.8989971415810962,0.9939995986391567,-0.25917787550457605
3,40,0.033379392923956,0.0251417325610219,-1.9118063183372582,0.9941726567972076,-0.2606632620925542
