component,sigma,damping_center_from_cg_m,damping_center_from_transom_m,damping_center_from_transom_over_beam,response_calibration_used
bem,1.4,0.07045846234304233,0.5379184623430423,1.6915674916447871,False
front,1.4,0.6219042788200282,1.0893642788200282,3.425673832767384,False
longitudinal_bin_aft_post_chine,1.4,-0.34637548854266936,0.12108451145733062,0.38076890395386986,False
longitudinal_bin_forward_post_chine,1.4,0.11939300161747653,0.5868530016174766,1.8454496906209954,False
longitudinal_bin_middle_post_chine,1.4,-0.11048089134902211,0.35697910865097787,1.122575813367855,False
longitudinal_bin_pre_chine,1.4,0.3707561361870513,0.8382161361870513,2.6358997993303497,False
post_chine_bem,1.4,-0.06627079540792134,0.40118920459207863,1.2616012723021341,False
pre_chine_bem,1.4,0.3707561361870513,0.8382161361870513,2.6358997993303497,False
raw_bem,1.4,0.07045846234304233,0.5379184623430423,1.6915674916447871,False
resolved_station_bem,1.4,0.08737921766980708,0.554839217669807,1.7447774140559968,False
total,1.4,0.12699365956332453,0.5944536595633245,1.8693511307022783,False
transom,1.4,nan,nan,nan,False
transom_extrapolation,1.4,-0.4314847296390224,0.035975270360977585,0.11312978100936347,False
