step_factor,normalized_objective,normalized_relative_decrease,predicted_normalized_objective,trust_ratio,maximum_grid_objective_ratio,maximum_root_relative_mismatch,maximum_condition_number,maximum_condition_number_ratio,maximum_displacement_ratio,curvature_energy,curvature_energy_ratio,maximum_turning_angle_deg,dipole_coefficient,accepted,rejection_reason
1.0,0.998023425050321,0.0019765749496789553,0.9980217592987382,0.9991579631427923,0.9985101436446167,0.0009495373767876076,1031392.549662636,0.9999992904656874,0.005673293966836021,20.90551365743187,0.9992967967287348,7.870856283447701,7.6473723919989025,True,
0.75,0.9982084597999694,0.0017915402000305836,0.9982068847833985,0.9991216311387241,0.9985893835315328,0.000936715230909006,1031392.732811928,0.9999994680403287,0.004254970373825643,20.90914925544282,0.9994705806168549,7.877977704503723,7.647383468537415,True,
0.5,0.9985996867052137,0.0014003132947862929,0.9985983000618291,0.9990107416382072,0.9988641885078628,0.0009239116810062532,1031392.9157415483,0.9999996454019845,0.002836646847675298,20.912812981161697,0.999645709027233,7.885097748400365,7.647394535105877,True,
