omega_e_sqrt_L_g,amplitude,incident_amplitude,diffraction_amplitude,condition,residual
2.0,16.727570082208402,15.15334996097238,2.41548869269159,11568326.972784264,6.291553658865889e-16
3.0,10.333667437269412,8.850556602718028,2.1182098380334606,11568326.972784264,6.089841253223468e-16
4.0,3.4446714569510974,2.3960172876887396,1.1323878715342914,11568326.972784264,6.66826036132003e-16
