title,station_index,frequency_index,omega_rad_s,quantity,orientation,row_mode,col_mode,heading_index,wave_heading_rad,wave_heading_deg,force_real,force_imag,complex_added_mass_real_per_m,complex_added_mass_imag_per_m,added_mass_per_m,damping_over_omega_per_m,damping_per_m,pdstrip_convention_damping_per_m,radiation_storage_convention,complex_added_mass_convention,status
Ma 2005 external PDSTRIP section reference: wigley_iii,1,1,0.723202169,radiation,pdstrip_internal_transposed,heave,sway,,,,1.062526962e-06,9.600497606e-07,2.031517272953889e-06,1.8355841699141242e-06,2.031517272953889e-06,1.8355841699141242e-06,1.3274984530639592e-06,-1.3274984530639592e-06,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Ma 2005 external PDSTRIP section reference: wigley_iii,1,1,0.723202169,radiation,pdstrip_internal_transposed,heave,heave,,,,0.685292184,-0.448479116,1.310256547462835,-0.8574776013195333,1.310256547462835,-0.8574776013195333,-0.6201296611432038,0.6201296611432038,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Ma 2005 external PDSTRIP section reference: wigley_iii,1,1,0.723202169,radiation,pdstrip_internal_transposed,heave,roll,,,,-6.417467091e-08,-1.217759937e-08,-1.2269990042831165e-07,-2.328317713152525e-08,-1.2269990042831165e-07,-2.328317713152525e-08,-1.683844420273026e-08,1.683844420273026e-08,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Ma 2005 external PDSTRIP section reference: wigley_iii,1,1,0.723202169,radiation,pdstrip_internal_transposed,roll,sway,,,,-2.41313219,0.000438199495,-4.6138308967505015,0.0008378232976003966,-4.6138308967505015,0.0008378232976003966,0.0006059156260633394,-0.0006059156260633394,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Ma 2005 external PDSTRIP section reference: wigley_iii,1,1,0.723202169,radiation,pdstrip_internal_transposed,roll,heave,,,,-1.024054995e-06,3.090588905e-07,-1.9579601132015402e-06,5.909106280266934e-07,-1.9579601132015402e-06,5.909106280266934e-07,4.273478478740569e-07,-4.273478478740569e-07,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Ma 2005 external PDSTRIP section reference: wigley_iii,1,1,0.723202169,radiation,pdstrip_internal_transposed,roll,roll,,,,0.213416919,-3.439227658e-05,0.40804626404303995,-6.575692328499942e-05,0.40804626404303995,-6.575692328499942e-05,-4.755554954647819e-05,4.755554954647819e-05,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Ma 2005 external PDSTRIP section reference: wigley_iii,1,1,0.723202169,diffraction_force,as_written_section_force_rows,sway,,1,0.0,0.0,-5.339603035e-07,-3.128251649e-07,,,,,,,,,external_pdstrip_reference_smoke_not_a_validation_gate
Ma 2005 external PDSTRIP section reference: wigley_iii,1,1,0.723202169,diffraction_force,as_written_section_force_rows,heave,,1,0.0,0.0,-0.680747211,0.445514381,,,,,,,,,external_pdstrip_reference_smoke_not_a_validation_gate
Ma 2005 external PDSTRIP section reference: wigley_iii,1,1,0.723202169,diffraction_force,as_written_section_force_rows,roll,,1,0.0,0.0,3.185559194e-08,3.059147247e-08,,,,,,,,,external_pdstrip_reference_smoke_not_a_validation_gate
Ma 2005 external PDSTRIP section reference: wigley_iii,1,1,0.723202169,froude_krylov_force,as_written_section_force_rows,sway,,1,0.0,0.0,-7.629394531e-05,0.0,,,,,,,,,external_pdstrip_reference_smoke_not_a_validation_gate
Ma 2005 external PDSTRIP section reference: wigley_iii,1,1,0.723202169,froude_krylov_force,as_written_section_force_rows,heave,,1,0.0,0.0,292.070404,0.0,,,,,,,,,external_pdstrip_reference_smoke_not_a_validation_gate
Ma 2005 external PDSTRIP section reference: wigley_iii,1,1,0.723202169,froude_krylov_force,as_written_section_force_rows,roll,,1,0.0,0.0,1.120567322e-05,0.0,,,,,,,,,external_pdstrip_reference_smoke_not_a_validation_gate
Ma 2005 external PDSTRIP section reference: wigley_iii,1,2,0.885738134,radiation,as_written_section_force_rows,sway,sway,,,,45.1352234,-0.0184267424,57.531395765153086,-0.02348755871399823,57.531395765153086,-0.02348755871399823,-0.020803826427552234,0.020803826427552234,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Ma 2005 external PDSTRIP section reference: wigley_iii,1,2,0.885738134,radiation,as_written_section_force_rows,sway,heave,,,,8.719536027e-07,-2.054375045e-06,1.1114314725156486e-06,-2.6185992858949535e-06,1.1114314725156486e-06,-2.6185992858949535e-06,-2.3193932451823286e-06,2.3193932451823286e-06,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Ma 2005 external PDSTRIP section reference: wigley_iii,1,2,0.885738134,radiation,as_written_section_force_rows,sway,roll,,,,-3.63519311,0.001483620377,-4.633581441277804,0.0018910895891219323,-4.633581441277804,0.0018910895891219323,0.001675010163895687,-0.001675010163895687,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Ma 2005 external PDSTRIP section reference: wigley_iii,1,2,0.885738134,radiation,as_written_section_force_rows,heave,sway,,,,1.901811743e-06,-1.204804994e-05,2.4241352056174514e-06,-1.5356989000667467e-05,2.4241352056174514e-06,-1.5356989000667467e-05,-1.3602270781309728e-05,1.3602270781309728e-05,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Ma 2005 external PDSTRIP section reference: wigley_iii,1,2,0.885738134,radiation,as_written_section_force_rows,heave,heave,,,,0.934517503,-0.66862756,1.1911782475979866,-0.8522629085701754,1.1911782475979866,-0.8522629085701754,-0.7548817583143598,0.7548817583143598,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Ma 2005 external PDSTRIP section reference: wigley_iii,1,2,0.885738134,radiation,as_written_section_force_rows,heave,roll,,,,9.695837662e-07,1.091760168e-06,1.2358752915958726e-06,1.3916068554528972e-06,1.2358752915958726e-06,1.3916068554528972e-06,1.232599259410457e-06,-1.232599259410457e-06,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Ma 2005 external PDSTRIP section reference: wigley_iii,1,2,0.885738134,radiation,as_written_section_force_rows,roll,sway,,,,-3.56797647,0.001445261179,-4.547904073879556,0.0018421952215940678,-4.547904073879556,0.0018421952215940678,0.001631702558038446,-0.001631702558038446,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Ma 2005 external PDSTRIP section reference: wigley_iii,1,2,0.885738134,radiation,as_written_section_force_rows,roll,heave,,,,-3.86227498e-07,-5.43422729e-08,-4.923030256414522e-07,-6.926711719760432e-08,-4.923030256414522e-07,-6.926711719760432e-08,-6.135252713416536e-08,6.135252713416536e-08,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Ma 2005 external PDSTRIP section reference: wigley_iii,1,2,0.885738134,radiation,as_written_section_force_rows,roll,roll,,,,0.321253091,-0.0001163652123,0.4094837097693359,-0.00014832435906647932,0.4094837097693359,-0.00014832435906647932,-0.00013137654102628939,0.00013137654102628939,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Ma 2005 external PDSTRIP section reference: wigley_iii,1,2,0.885738134,radiation,pdstrip_internal_transposed,sway,sway,,,,45.1352234,-0.0184267424,57.531395765153086,-0.02348755871399823,57.531395765153086,-0.02348755871399823,-0.020803826427552234,0.020803826427552234,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Ma 2005 external PDSTRIP section reference: wigley_iii,1,2,0.885738134,radiation,pdstrip_internal_transposed,sway,heave,,,,1.901811743e-06,-1.204804994e-05,2.4241352056174514e-06,-1.5356989000667467e-05,2.4241352056174514e-06,-1.5356989000667467e-05,-1.3602270781309728e-05,1.3602270781309728e-05,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Ma 2005 external PDSTRIP section reference: wigley_iii,1,2,0.885738134,radiation,pdstrip_internal_transposed,sway,roll,,,,-3.56797647,0.001445261179,-4.547904073879556,0.0018421952215940678,-4.547904073879556,0.0018421952215940678,0.001631702558038446,-0.001631702558038446,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Ma 2005 external PDSTRIP section reference: wigley_iii,1,2,0.885738134,radiation,pdstrip_internal_transposed,heave,sway,,,,8.719536027e-07,-2.054375045e-06,1.1114314725156486e-06,-2.6185992858949535e-06,1.1114314725156486e-06,-2.6185992858949535e-06,-2.3193932451823286e-06,2.3193932451823286e-06,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Ma 2005 external PDSTRIP section reference: wigley_iii,1,2,0.885738134,radiation,pdstrip_internal_transposed,heave,heave,,,,0.934517503,-0.66862756,1.1911782475979866,-0.8522629085701754,1.1911782475979866,-0.8522629085701754,-0.7548817583143598,0.7548817583143598,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Ma 2005 external PDSTRIP section reference: wigley_iii,1,2,0.885738134,radiation,pdstrip_internal_transposed,heave,roll,,,,-3.86227498e-07,-5.43422729e-08,-4.923030256414522e-07,-6.926711719760432e-08,-4.923030256414522e-07,-6.926711719760432e-08,-6.135252713416536e-08,6.135252713416536e-08,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Ma 2005 external PDSTRIP section reference: wigley_iii,1,2,0.885738134,radiation,pdstrip_internal_transposed,roll,sway,,,,-3.63519311,0.001483620377,-4.633581441277804,0.0018910895891219323,-4.633581441277804,0.0018910895891219323,0.001675010163895687,-0.001675010163895687,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Ma 2005 external PDSTRIP section reference: wigley_iii,1,2,0.885738134,radiation,pdstrip_internal_transposed,roll,heave,,,,9.695837662e-07,1.091760168e-06,1.2358752915958726e-06,1.3916068554528972e-06,1.2358752915958726e-06,1.3916068554528972e-06,1.232599259410457e-06,-1.232599259410457e-06,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Ma 2005 external PDSTRIP section reference: wigley_iii,1,2,0.885738134,radiation,pdstrip_internal_transposed,roll,roll,,,,0.321253091,-0.0001163652123,0.4094837097693359,-0.00014832435906647932,0.4094837097693359,-0.00014832435906647932,-0.00013137654102628939,0.00013137654102628939,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Ma 2005 external PDSTRIP section reference: wigley_iii,1,2,0.885738134,diffraction_force,as_written_section_force_rows,sway,,1,0.0,0.0,-8.521362815e-07,-2.648888767e-06,,,,,,,,,external_pdstrip_reference_smoke_not_a_validation_gate
Ma 2005 external PDSTRIP section reference: wigley_iii,1,2,0.885738134,diffraction_force,as_written_section_force_rows,heave,,1,0.0,0.0,-0.925237894,0.662011981,,,,,,,,,external_pdstrip_reference_smoke_not_a_validation_gate
Ma 2005 external PDSTRIP section reference: wigley_iii,1,2,0.885738134,diffraction_force,as_written_section_force_rows,roll,,1,0.0,0.0,-3.198607601e-07,-1.184640865e-07,,,,,,,,,external_pdstrip_reference_smoke_not_a_validation_gate
Ma 2005 external PDSTRIP section reference: wigley_iii,1,2,0.885738134,froude_krylov_force,as_written_section_force_rows,sway,,1,0.0,0.0,0.0001831054688,0.0,,,,,,,,,external_pdstrip_reference_smoke_not_a_validation_gate
Ma 2005 external PDSTRIP section reference: wigley_iii,1,2,0.885738134,froude_krylov_force,as_written_section_force_rows,heave,,1,0.0,0.0,291.10321,0.0,,,,,,,,,external_pdstrip_reference_smoke_not_a_validation_gate
Ma 2005 external PDSTRIP section reference: wigley_iii,1,2,0.885738134,froude_krylov_force,as_written_section_force_rows,roll,,1,0.0,0.0,-1.573562622e-05,0.0,,,,,,,,,external_pdstrip_reference_smoke_not_a_validation_gate
Ma 2005 external PDSTRIP section reference: wigley_iii,1,3,1.0227623,radiation,as_written_section_force_rows,sway,sway,,,,60.4658546,-0.0438763015,57.80438342611415,-0.04194503777386101,57.80438342611415,-0.04194503777386101,-0.04289980330718096,0.04289980330718096,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Ma 2005 external PDSTRIP section reference: wigley_iii,1,3,1.0227623,radiation,as_written_section_force_rows,sway,heave,,,,2.745941288e-07,6.62458342e-06,2.6250756584386345e-07,6.3329950859233955e-06,2.6250756584386345e-07,6.3329950859233955e-06,6.477148619967709e-06,-6.477148619967709e-06,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Ma 2005 external PDSTRIP section reference: wigley_iii,1,3,1.0227623,radiation,as_written_section_force_rows,sway,roll,,,,-4.86808538,0.003530141199,-4.653811241370938,0.0033747581468123056,-4.653811241370938,0.0033747581468123056,0.003451575404177491,-0.003451575404177491,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Ma 2005 external PDSTRIP section reference: wigley_iii,1,3,1.0227623,radiation,as_written_section_force_rows,heave,sway,,,,1.556485222e-05,-2.870903245e-06,1.4879748109864372e-05,-2.744537277295926e-06,1.4879748109864372e-05,-2.744537277295926e-06,-2.8070092581629186e-06,2.8070092581629186e-06,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Ma 2005 external PDSTRIP section reference: wigley_iii,1,3,1.0227623,radiation,as_written_section_force_rows,heave,heave,,,,1.15542936,-0.885381937,1.104571864386246,-0.8464108760798634,1.104571864386246,-0.8464108760798634,-0.865677134364456,0.865677134364456,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Ma 2005 external PDSTRIP section reference: wigley_iii,1,3,1.0227623,radiation,as_written_section_force_rows,heave,roll,,,,-1.625898676e-06,6.946362419e-07,-1.5543329553720612e-06,6.640610627946467e-07,-1.5543329553720612e-06,6.640610627946467e-07,6.791766199242973e-07,-6.791766199242973e-07,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Ma 2005 external PDSTRIP section reference: wigley_iii,1,3,1.0227623,radiation,as_written_section_force_rows,roll,sway,,,,-4.77796888,0.00343918521,-4.567661318352742,0.003287805685826872,-4.567661318352742,0.003287805685826872,0.0033626437051893685,-0.0033626437051893685,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Ma 2005 external PDSTRIP section reference: wigley_iii,1,3,1.0227623,radiation,as_written_section_force_rows,roll,heave,,,,1.338408282e-07,2.71525181e-07,1.2794967676420588e-07,2.5957370116073813e-07,1.2794967676420588e-07,2.5957370116073813e-07,2.6548219561866915e-07,-2.6548219561866915e-07,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Ma 2005 external PDSTRIP section reference: wigley_iii,1,3,1.0227623,radiation,as_written_section_force_rows,roll,roll,,,,0.429877609,-0.0002767098777,0.4109560726681134,-0.0002645301877262139,0.4109560726681134,-0.0002645301877262139,-0.00027055150321829424,0.00027055150321829424,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Ma 2005 external PDSTRIP section reference: wigley_iii,1,3,1.0227623,radiation,pdstrip_internal_transposed,sway,sway,,,,60.4658546,-0.0438763015,57.80438342611415,-0.04194503777386101,57.80438342611415,-0.04194503777386101,-0.04289980330718096,0.04289980330718096,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Ma 2005 external PDSTRIP section reference: wigley_iii,1,3,1.0227623,radiation,pdstrip_internal_transposed,sway,heave,,,,1.556485222e-05,-2.870903245e-06,1.4879748109864372e-05,-2.744537277295926e-06,1.4879748109864372e-05,-2.744537277295926e-06,-2.8070092581629186e-06,2.8070092581629186e-06,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Ma 2005 external PDSTRIP section reference: wigley_iii,1,3,1.0227623,radiation,pdstrip_internal_transposed,sway,roll,,,,-4.77796888,0.00343918521,-4.567661318352742,0.003287805685826872,-4.567661318352742,0.003287805685826872,0.0033626437051893685,-0.0033626437051893685,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Ma 2005 external PDSTRIP section reference: wigley_iii,1,3,1.0227623,radiation,pdstrip_internal_transposed,heave,sway,,,,2.745941288e-07,6.62458342e-06,2.6250756584386345e-07,6.3329950859233955e-06,2.6250756584386345e-07,6.3329950859233955e-06,6.477148619967709e-06,-6.477148619967709e-06,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Ma 2005 external PDSTRIP section reference: wigley_iii,1,3,1.0227623,radiation,pdstrip_internal_transposed,heave,heave,,,,1.15542936,-0.885381937,1.104571864386246,-0.8464108760798634,1.104571864386246,-0.8464108760798634,-0.865677134364456,0.865677134364456,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Ma 2005 external PDSTRIP section reference: wigley_iii,1,3,1.0227623,radiation,pdstrip_internal_transposed,heave,roll,,,,1.338408282e-07,2.71525181e-07,1.2794967676420588e-07,2.5957370116073813e-07,1.2794967676420588e-07,2.5957370116073813e-07,2.6548219561866915e-07,-2.6548219561866915e-07,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Ma 2005 external PDSTRIP section reference: wigley_iii,1,3,1.0227623,radiation,pdstrip_internal_transposed,roll,sway,,,,-4.86808538,0.003530141199,-4.653811241370938,0.0033747581468123056,-4.653811241370938,0.0033747581468123056,0.003451575404177491,-0.003451575404177491,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Ma 2005 external PDSTRIP section reference: wigley_iii,1,3,1.0227623,radiation,pdstrip_internal_transposed,roll,heave,,,,-1.625898676e-06,6.946362419e-07,-1.5543329553720612e-06,6.640610627946467e-07,-1.5543329553720612e-06,6.640610627946467e-07,6.791766199242973e-07,-6.791766199242973e-07,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Ma 2005 external PDSTRIP section reference: wigley_iii,1,3,1.0227623,radiation,pdstrip_internal_transposed,roll,roll,,,,0.429877609,-0.0002767098777,0.4109560726681134,-0.0002645301877262139,0.4109560726681134,-0.0002645301877262139,-0.00027055150321829424,0.00027055150321829424,radiation_force_matrix = omega**2 * complex_added_mass_matrix,complex_added_mass = added_mass - 1j * damping / omega_e,external_pdstrip_reference_smoke_not_a_validation_gate
Ma 2005 external PDSTRIP section reference: wigley_iii,1,3,1.0227623,diffraction_force,as_written_section_force_rows,sway,,1,0.0,0.0,2.28828435e-06,5.682572919e-07,,,,,,,,,external_pdstrip_reference_smoke_not_a_validation_gate
Ma 2005 external PDSTRIP section reference: wigley_iii,1,3,1.0227623,diffraction_force,as_written_section_force_rows,heave,,1,0.0,0.0,-1.14015508,0.87372756,,,,,,,,,external_pdstrip_reference_smoke_not_a_validation_gate
Ma 2005 external PDSTRIP section reference: wigley_iii,1,3,1.0227623,diffraction_force,as_written_section_force_rows,roll,,1,0.0,0.0,1.166786703e-07,-1.180045643e-07,,,,,,,,,external_pdstrip_reference_smoke_not_a_validation_gate
