step_factor,normalized_objective,normalized_relative_decrease,predicted_normalized_objective,trust_ratio,maximum_grid_objective_ratio,maximum_root_relative_mismatch,maximum_condition_number,maximum_condition_number_ratio,maximum_displacement_ratio,curvature_energy,curvature_energy_ratio,maximum_turning_angle_deg,dipole_coefficient,accepted,rejection_reason
1.0,0.9999535655809781,4.6434419022078885e-05,0.9999538694780683,1.0065877661347016,0.9999880385785953,0.0009710571923750936,429268.50097749406,1.0000057406732301,0.006211694814165187,20.963974246042323,1.0000021192582826,7.917910953784528,7.6496984317638255,False,insufficient_objective_decrease
0.5,0.9999656285011287,3.437149887153267e-05,0.9999661918500926,1.0166631112752929,0.9999853275781181,0.0009710573149768723,429267.26998094685,1.000002872995748,0.0031058474137062443,20.963952038565097,1.0000010599398526,7.917908237166126,7.649661382517527,False,insufficient_objective_decrease
0.25,0.9999797180523736,2.028194762659918e-05,0.9999804102028109,1.0353321900482004,0.9999903394162089,0.0009710573719570521,429266.65447324165,1.0000014391350356,0.0015529237188418575,20.963940934851873,1.0000005302818484,7.91790687885332,7.649642855421191,False,insufficient_objective_decrease
