x_m,local_time_s,free_panels,newly_exposed,edge_extrapolated,exposure_ratio,equation_residual,history_norm,free_phi_norm,free_eta_norm
2.999997,0.0,128,0,0,0.0,4.710496316052809e-16,1.364944873972415e-06,0.0,0.0
2.9812470375,0.017284206354129476,128,0,0,0.0,4.497788316467892e-16,0.00871046924628876,0.0005763143561462446,0.006800162885047374
2.9624970750000004,0.03456841270825895,126,0,0,0.0,4.800513651507785e-16,0.01991218811801661,0.0027052011528059658,0.01924409920755596
2.9437471125,0.05185261906238884,126,0,0,0.0,4.846225498626112e-16,0.034156619818334316,0.0075427056143057844,0.03804173195769384
2.9249971500000003,0.06913682541651832,124,0,0,0.0,4.598559729464526e-16,0.05139206251780871,0.015333611711010735,0.06058907412322663
2.9062471875000004,0.08642103177064779,124,0,0,0.0,4.726182408172428e-16,0.07169685273605043,0.027623846783484146,0.08692823410313191
2.887497225,0.10370523812477768,122,0,0,0.0,4.737121411507528e-16,0.09521761369931367,0.04374581662576966,0.11892364643382311
2.8687472625000003,0.12098944447890715,122,0,0,0.0,4.886301245166034e-16,0.12215696121901443,0.06535223911123861,0.15333919392080664
2.8499973,0.13827365083303703,120,0,0,0.0,4.966308478733944e-16,0.1527404580344238,0.09181109430260201,0.1889481066944239
2.8312473375000002,0.15555785718716653,120,0,0,0.0,5.043791250866634e-16,0.18722751745886307,0.12392494909912202,0.24312418032070085
2.8124973750000004,0.172842063541296,118,0,0,0.0,4.976224335623871e-16,0.22588106616970158,0.1616819299083397,0.2663821592869606
2.7937474125,0.1901262698954259,118,0,0,0.0,5.202211217896769e-16,0.26899832915584276,0.20578633804626578,0.3333833372410386
2.7749974500000003,0.20741047624955536,116,0,0,0.0,4.927459303478809e-16,0.31684789934753144,0.2541096869549231,0.3481098099999819
2.7562474875,0.22469468260368525,116,0,0,0.0,5.490401492491908e-16,0.36975653896145266,0.3115668034547508,0.40888946981172986
2.737497525,0.24197888895781472,114,0,0,0.0,5.910082801841511e-16,0.42798284747220966,0.36832886656664343,0.430825719008382
2.7187475625000004,0.2592630953119442,114,0,0,0.0,4.742108697698933e-16,0.49185188903506366,0.4396075440813961,0.4787468379278676
2.6999976,0.27654730166607405,112,0,0,0.0,4.190724397730545e-16,0.5616343989421505,0.5019354591511305,0.510258849408943
2.6812476375000003,0.2938315080202036,112,0,0,0.0,4.086940915672892e-16,0.6375885365358792,0.5862753799338628,0.5491358467549139
2.662497675,0.31111571437433344,112,0,0,0.0,5.474612424406533e-16,0.7200264866625685,0.6618301893722062,1.0441838423698957
2.6437477125,0.3283999207284629,110,0,0,0.0,5.4019039157180115e-16,0.8092493100697048,0.7495148935453382,0.6233298743807762
2.6249977500000004,0.3456841270825924,110,0,0,0.0,5.258447004756167e-16,0.9055733055618874,0.8451481844324618,0.7278628260939711
2.6062477875,0.3629683334367223,108,0,0,0.0,5.066284954042475e-16,1.0092025425186066,0.9248641036248773,0.6958817491486273
2.5874978250000003,0.3802525397908518,108,0,0,0.0,5.360655038451717e-16,1.1202903547357195,1.033591005463839,0.7350793382058664
2.5687478625000004,0.39753674614498125,108,0,0,0.0,5.952420158360616e-16,1.2392518895577551,1.1345253144626335,1.0757626972374827
2.5499979,0.4148209524991111,106,0,0,0.0,6.090094259960334e-16,1.3662276905007276,1.229018843360797,0.7961356022325727
2.5312479375000003,0.4321051588532406,106,0,0,0.0,5.803201084449788e-16,1.5013626379221976,1.3471396380182175,0.8589232873931507
2.512497975,0.4493893652073705,106,0,0,0.0,6.224611869474152e-16,1.6449824841520184,1.4529217134442036,1.427711613433732
2.4937480125,0.46667357156149997,104,0,0,0.0,5.24059575281173e-16,1.7972202511807904,1.5566127632707178,0.8912283232665464
2.4749980500000004,0.48395777791562944,104,0,0,0.0,6.03414900301784e-16,1.958119925544368,1.682729266508269,0.9687590488906266
2.4562480875,0.5012419842697593,104,0,0,0.0,6.166816573290867e-16,2.128010875218208,1.797510154675764,1.4620149832709255
2.4374981250000003,0.5185261906238888,102,0,0,0.0,5.694804165583987e-16,2.30697744654152,1.9002384256884515,0.9805117539664631
2.4187481625,0.5358103969780187,102,0,0,0.0,5.490993524282967e-16,2.4948551820152223,2.033772407488676,1.0461837471044095
2.3999982,0.5530946033321481,102,0,0,0.0,5.480457621437914e-16,2.691993875460753,2.1589940131786562,1.3259944257501555
2.3812482375000004,0.5703788096862776,100,0,0,0.0,6.326055760099694e-16,2.8985499078503145,2.2508772749020327,1.0599249903115808
2.362498275,0.5876630160404075,100,0,0,0.0,5.591021435624874e-16,3.1139856618577353,2.390001152765082,1.1045434975497077
2.3437483125000003,0.604947222394537,100,0,0,0.0,5.556061987708547e-16,3.338550581335044,2.5230678983364467,1.2243368749928365
2.32499835,0.6222314287486669,100,0,0,0.0,6.141093359287518e-16,3.5724074570746702,2.6466581053819582,1.622030852000886
2.3062483875,0.6395156351027964,98,0,0,0.0,5.69467901910443e-16,3.815573418995197,2.7449800766816135,1.1639469934093643
