case,radiation_mode,force_mode,gap_abs,geometry_plus_chain_abs,graph_waterline_abs,graph_submerged_abs,graph_reconstruction_difference,closure_relative_residual,time_quadrature_real,time_quadrature_imag,time_quadrature_abs,geometry_real,geometry_imag,geometry_abs,moment_product_real,moment_product_imag,moment_product_abs,stokes_quadrature_real,stokes_quadrature_imag,stokes_quadrature_abs,chain_real,chain_imag,chain_abs,lower_edge_real,lower_edge_imag,lower_edge_abs,upper_edge_real,upper_edge_imag,upper_edge_abs
fn167,3,3,2371.1374571459955,667.9645417129034,242.79794508885033,444.9154081350075,18.214355061267337,4.442768182128712e-16,-0.6421411780684139,0.02439998586805814,0.6426045843918731,19.68664529697507,990.2510169032823,990.446687349215,0.0,-1.1368683772161603e-13,1.1368683772161603e-13,-9.094947017729282e-13,-4.547473508864641e-13,1.016845989170083e-12,13.202456464285062,-323.09665997299413,323.36628850638704,-2028.0383552540613,-1947.4564271076051,2811.6767427754417,1.3344922593812772e-20,0.0005323660176543212,0.0005323660176543212
fn167,3,5,1728.3173906744669,462.90547267999585,167.76527948130183,308.04892587509323,12.066729878713476,3.906647901736017e-16,0.32190338961595444,0.3729504686077689,0.4926599682143815,-12.141823625641473,-685.1988261787816,685.3063951822836,-0.009539354685102808,-0.2510498361912141,0.2512310083159395,-0.009539354685102808,-0.2510498361916689,0.25123100831639383,-8.120238576691065,222.73701643402092,222.88498550703608,-983.5986022982189,-944.5163671471879,1363.6632202460883,-1.4589262947831916e-20,-0.0005820062095864104,0.0005820062095864104
fn167,5,3,1189.1333569604642,539.1157278782597,202.04866276850254,353.4243288644181,14.215538267184979,2.6758680953069753e-16,0.3329205313405055,0.23219661686675863,0.40589573670144996,370.5819064295923,-699.2445815829067,791.3747116543751,5.684341886080802e-14,-1.1368683772161603e-13,1.2710574864626038e-13,0.0,2.2737367544323206e-13,2.2737367544323206e-13,-137.25389208268874,213.23655102514215,253.59112284333696,-538.5917761474099,-663.5953470655792,854.6577595626849,0.0002081324264683545,-0.0005820062095864104,0.0006181022042872406
fn167,5,5,426.4922480440738,385.2456730676024,143.6315884650255,252.51885162435133,9.737099124255002,4.515798497202868e-16,-0.5622644059608319,-0.15362486701394573,0.5828737959245893,-257.55886019452083,502.6748688252953,564.8173069349315,-0.09077898228633785,0.13015774056100327,0.1586879360660056,-0.0907789822858831,0.1301577405606622,0.1586879360654657,93.88387265446707,-153.9275002745444,180.299353535641,-261.2170114314937,-321.843743326806,414.5090133879022,-0.00022753962612903828,0.0006362750753506722,0.0006757368222699175
fn226,3,3,3519.676691776051,1023.3266450484127,329.6508942466467,725.1595539660696,30.91240591134637,0.0,-0.7394393441263674,0.012324150005497359,0.7395420395862499,13.475311728571798,1572.9511395512193,1573.0088593017083,0.0,0.0,0.0,-1.8189894035458565e-12,6.821210263296962e-13,1.9426815345735873e-12,9.286104584818123,-549.8776620367992,549.956066377503,-2151.1853908869475,-3825.725819473822,4389.051905794015,1.2034535937444738e-19,0.0006954088133528555,0.0006954088133528555
fn226,3,5,2600.786390533924,522.294954417019,169.6428871068994,367.71896928449837,14.858501225721481,2.9254600157765133e-16,0.14289757817414994,0.2830226665045643,0.3170513327576327,-5.863102828101113,-798.5329804570936,798.5545046222342,-0.0054325747009897896,-0.32595022548002817,0.32599549438353137,-0.005432574699739234,-0.32595022548002817,0.32599549438351055,-4.024329322700503,276.331622650606,276.36092506578143,-1043.3249145801692,-1855.4770224448037,2128.690174310097,-1.0695277164666302e-19,-0.0006180205069992662,0.0006180205069992662
fn226,5,3,1710.1159109710318,694.8373022984861,229.28204488856653,487.0070055538232,20.461445911602198,1.6387660698293417e-16,0.24413225711464293,0.3187579386649304,0.40150614245090405,684.6277063470335,-809.4952051745781,1060.1875227989774,-1.1368683772161603e-13,-2.2737367544323206e-13,2.5421149729252077e-13,1.1368683772161603e-13,-4.547473508864641e-13,4.687428401686771e-13,-248.30845031427074,268.7324258707006,365.888238690213,-1453.4966072470402,-834.4531315782039,1675.9965441728475,0.00030654124819586573,-0.0006180205069992662,0.0006898672944248838
fn226,5,5,935.9225428436787,369.2700640267322,122.86518753910018,257.0327778402277,10.251352071629874,2.270164395650909e-16,-0.4084586674226216,-0.08951450668568839,0.4181522807540884,-348.1286420375143,438.88759197429164,560.1927077317913,-0.14051081106981655,0.10761526944156685,0.17698681940890038,-0.14051081107140817,0.10761526944116895,0.17698681940992203,124.42201033932714,-145.0922156993092,191.13499866171685,-704.9458545148148,-404.70976881542884,812.8583239238313,-0.00027242792151682015,0.0005492443290013724,0.0006130956739059105
fn282,3,3,4475.668366677268,1455.9498345175189,449.3169315580447,1052.4854813263694,45.44789751667946,4.3539741669563867e-16,-0.8021755011541245,0.008932083035006144,0.8022252281991729,13.040467646667434,2264.337551878645,2264.3751020191467,0.0,4.547473508864641e-13,4.547473508864641e-13,0.0,-1.1368683772161603e-13,1.1368683772161603e-13,9.127215361405536,-808.5564850757952,808.6079987350968,-1769.9689465559652,-5575.741512078775,5849.930211659873,8.367257106782819e-20,0.0008652577241258372,0.0008652577241258372
fn282,3,5,3353.8265864880836,535.6301922682584,168.5302727339534,382.626701842166,15.437662981643221,5.751626970193448e-17,0.022768045235579848,0.18308329714142246,0.1844935705547047,-3.7743895084220136,-825.3069815147559,825.3156122073294,-0.004243971116125067,-0.38114397766003094,0.38116760486345724,-0.004243971117318779,-0.38114397765912145,0.38116760486256107,-2.628052548751948,289.71505513326537,289.726974634862,-858.4349390796425,-2704.234633358207,2837.2161526550394,-6.35382468057844e-20,-0.0006570487571315614,0.0006570487571315614
