step,time_s,panels,newly_exposed,edge_extrapolated,relative_phi_eta_error,maximum_scaled_point_error
123,0.384375,284,0,2,0.0012410130441539782,0.008716469737799618
124,0.3875,286,2,2,0.0013229128529867165,0.009885934553814354
125,0.390625,286,2,0,0.0014083537524759433,0.009990531803563607
126,0.39375000000000004,286,0,2,0.0014965958567544676,0.010090901782752877
127,0.39687500000000003,286,0,2,0.0015875804745891418,0.010186706347407306
128,0.4,286,0,2,0.0016812533166218303,0.010277609566445295
129,0.403125,288,2,2,0.0017777252443241778,0.011336878341009675
130,0.40625,288,2,0,0.0018774249318397756,0.011403154390797485
131,0.40937500000000004,288,0,2,0.0019798372683582166,0.011463285798732195
132,0.41250000000000003,288,0,2,0.0020848908655472747,0.011516956855662504
133,0.415625,288,0,2,0.002192517875519015,0.011563856536325896
134,0.41875,290,2,2,0.002303030671167843,0.012496783862607167
135,0.421875,290,2,0,0.002416309652256693,0.01251433627022858
136,0.42500000000000004,290,0,2,0.0025321113776050454,0.012524003253084476
137,0.42812500000000003,290,0,2,0.002650355502411541,0.01252550499109841
138,0.43125,292,2,2,0.002771101416813258,0.013342446525602188
139,0.434375,292,2,0,0.0028945175254973836,0.013381542812461504
140,0.4375,292,0,2,0.003020274813855931,0.013800586942310117
141,0.44062500000000004,292,0,2,0.003148283844938551,0.014223176673087463
142,0.44375000000000003,294,2,2,0.003278505642424902,0.015482209280910469
143,0.446875,294,2,0,0.0034111585329006143,0.01592154610432815
144,0.45,294,0,2,0.0035459180094220997,0.016363263443462815
145,0.453125,294,0,2,0.003682688233038414,0.0168070601733695
146,0.45625000000000004,296,2,2,0.0038214000396306503,0.01811655941347265
147,0.45937500000000003,296,2,0,0.003962232124743569,0.018572638280675097
148,0.4625,296,0,2,0.004104893270817396,0.019029520176079267
149,0.465625,296,0,2,0.004249283411288325,0.01948687205059162
150,0.46875,298,2,2,0.004395332419674734,0.020832868213074167
151,0.47187500000000004,298,2,0,0.004543151227322861,0.021297781616407278
152,0.47500000000000003,298,0,2,0.004692488258602385,0.021761805330587795
153,0.478125,298,0,2,0.004843241034996959,0.02222458289257255
154,0.48125,300,2,2,0.004995349510352959,0.02359275269874549
155,0.484375,300,2,0,0.00514885437177267,0.024058203141604662
156,0.48750000000000004,300,0,2,0.005303542249184551,0.02452099364989967
157,0.49062500000000003,300,0,2,0.005459309813968583,0.024980753195766855
158,0.49375,302,2,2,0.005616109131427562,0.026356638160577307
159,0.496875,302,2,0,0.005773919481557002,0.02681410300338626
160,0.5,302,0,2,0.005932561471507037,0.02726709860238829
161,0.503125,302,0,2,0.006091932293103083,0.02771524830440464
162,0.50625,304,2,2,0.00625199345254088,0.029084470863329215
163,0.509375,304,2,0,0.006412677034053544,0.02952536768798674
164,0.5125000000000001,304,0,2,0.0065738321530118896,0.029959985101058573
165,0.515625,304,0,2,0.006735357733980042,0.03038794961593927
166,0.51875,306,2,2,0.006897219734336736,0.03173642210809534
167,0.521875,306,2,0,0.007059319594329764,0.032152270436693546
168,0.525,306,0,2,0.007221528837165242,0.03256006531177179
169,0.5281250000000001,306,0,2,0.0073837491888105195,0.03295944483769141
170,0.53125,308,2,2,0.007545945398775892,0.03427356680400593
171,0.534375,308,2,0,0.007708004935032947,0.03465614231485301
172,0.5375,308,0,2,0.007869815545941619,0.035028961346714606
173,0.540625,308,0,2,0.008031282688337277,0.03539168145667146
174,0.5437500000000001,310,2,2,0.008192364900221202,0.036658521211289395
175,0.546875,310,2,0,0.008352950457458002,0.036999999017924355
176,0.55,310,0,2,0.008512937746698935,0.03733012037486624
177,0.553125,310,0,2,0.008672236745829873,0.03764856942590973
178,0.55625,312,2,2,0.008830796497584737,0.038856026468107555
179,0.5593750000000001,312,2,0,0.008988517189952262,0.039149110543908204
180,0.5625,312,0,2,0.00914530357895102,0.03942936981510334
181,0.565625,312,0,2,0.009301070813535647,0.03969652128715436
182,0.56875,314,2,2,0.00945575760989052,0.04083346681364094
183,0.571875,314,2,0,0.009609282183731164,0.041071503231334426
184,0.5750000000000001,314,0,2,0.009761553302159503,0.04129540271094386
185,0.578125,314,0,2,0.009912491795629735,0.04150492044025564
186,0.58125,316,2,2,0.01006202796182034,0.04256131396499238
187,0.584375,316,2,0,0.01021009862678703,0.04273838625041636
188,0.5875,316,0,2,0.010356616401540734,0.042900186011053484
189,0.5906250000000001,316,0,2,0.010501508172141816,0.04304651092475985
190,0.59375,316,0,2,0.010644702630575863,0.04317716898310495
191,0.596875,318,2,2,0.01078614344443201,0.04412449733088982
192,0.6000000000000001,318,2,0,0.01092575621846909,0.044219287185049166
193,0.603125,318,0,2,0.011063471698647204,0.044297704787575304
194,0.6062500000000001,318,0,2,0.011199224846200121,0.04435960456218355
195,0.609375,320,2,2,0.011332952545787013,0.045208365202433286
196,0.6125,320,2,0,0.01146460234732147,0.04523211727958783
197,0.6156250000000001,320,0,2,0.011594107005315973,0.04523880576296752
198,0.61875,320,0,2,0.011721407861055045,0.04522833352172934
199,0.6218750000000001,320,0,2,0.011846447961037043,0.04520061493035527
200,0.625,320,0,2,0.011969172031935022,0.04515557594101243
201,0.628125,322,2,2,0.012089529720089252,0.0458541504862468
202,0.6312500000000001,322,2,0,0.012207467021106007,0.04576861943499872
203,0.634375,322,0,2,0.012322932635695682,0.045665461934631224
204,0.6375000000000001,322,0,2,0.012435877565023436,0.04554465370851429
205,0.640625,322,0,2,0.012546254412222279,0.04540618218985675
206,0.64375,324,2,2,0.012654017360606822,0.04596982819377432
207,0.6468750000000001,324,2,0,0.012759122397791893,0.04578969327486321
208,0.65,324,0,2,0.012861526261080268,0.04559179119071971
209,0.6531250000000001,324,0,2,0.012961187656729743,0.045376158769016406
210,0.65625,324,0,2,0.013058066806202138,0.04514284438974352
211,0.659375,324,0,2,0.013152125424410632,0.04489190793713999
212,0.6625000000000001,324,0,2,0.013243326698600247,0.04462342074269826
213,0.665625,326,2,2,0.013331634931961274,0.04499927648962827
214,0.6687500000000001,326,2,0,0.013417014729741841,0.04468879209563233
215,0.671875,326,0,2,0.013499434837913372,0.04436092252077368
216,0.675,326,0,2,0.01357886415802091,0.0440157862213589
217,0.6781250000000001,326,0,2,0.013655272975891768,0.043653512610435784
218,0.68125,326,0,2,0.013728632942693815,0.04327424195184611
219,0.6843750000000001,326,0,2,0.013798917056642664,0.04287812524721253
220,0.6875,326,0,2,0.013866099645359554,0.04246532411608612
221,0.690625,326,0,2,0.013930156348886679,0.04203601066947067
222,0.6937500000000001,328,2,2,0.013991063486825328,0.0421739205631579
223,0.696875,328,2,0,0.014048797817554604,0.04170412526129759
224,0.7000000000000001,328,0,2,0.014103340612102725,0.04121829776790772
225,0.703125,328,0,2,0.01415467267013931,0.040716652085472
226,0.70625,328,0,2,0.014202776028461256,0.04019941190437455
227,0.7093750000000001,328,0,2,0.014247633947496032,0.039666810442014665
228,0.7125,328,0,2,0.014289230898597736,0.03911909027679035
229,0.7156250000000001,328,0,2,0.014327552552149384,0.038556503177113295
230,0.71875,328,0,2,0.014362585766484123,0.03797930992560068
231,0.721875,328,0,2,0.014394318577638229,0.03738778013856721
232,0.7250000000000001,328,0,2,0.014422740189948378,0.03730729541227088
233,0.728125,328,0,2,0.014447840967504814,0.03794500085998141
234,0.7312500000000001,328,0,2,0.014469612426471937,0.03856980377934099
235,0.734375,328,0,2,0.014488047228286794,0.03918138839222401
236,0.7375,328,0,2,0.014503139173744465,0.039779446559168916
237,0.7406250000000001,328,0,2,0.014514883197979256,0.04036367797752854
238,0.74375,328,0,2,0.014523275366349056,0.040933790374690075
239,0.7468750000000001,328,0,2,0.014528312871228006,0.04148949969637023
240,0.75,328,0,2,0.014529994029713701,0.04203053028995686
241,0.753125,328,0,0,0.0145283182822509,0.0425566150829081
242,0.7562500000000001,328,0,0,0.014523286192174962,0.043067495756172774
243,0.759375,328,0,0,0.014514899446175204,0.043562922912615654
244,0.7625000000000001,328,0,0,0.014503160855677462,0.044042656240416804
245,0.765625,328,0,0,0.01448807435914399,0.04450646467140491
246,0.76875,328,0,0,0.014469645025286965,0.04495412653428006
247,0.7718750000000001,328,0,0,0.014447879057191413,0.04538542970267601
248,0.775,328,0,0,0.014422783797340868,0.045800171737999384
249,0.7781250000000001,328,0,0,0.014394367733538738,0.046198160026974446
250,0.78125,328,0,0,0.014362640505717342,0.046579211913820875
251,0.784375,328,0,0,0.014327612913624511,0.04694315482697399
252,0.7875000000000001,328,0,0,0.014289296925377726,0.04728982640025635
253,0.790625,328,0,0,0.014247705686874843,0.04761907458839114
254,0.7937500000000001,328,0,0,0.014202853532049062,0.047930757776757045
255,0.796875,328,0,0,0.01415475599395576,0.04822474488524466
256,0.8,328,0,0,0.01410342981667886,0.04850091546610836
257,0.8031250000000001,328,0,0,0.014048892968043493,0.04875915979565128
258,0.80625,328,0,0,0.01399116465312202,0.048999378959621795
259,0.8093750000000001,326,0,0,0.013930263605770892,0.04853970661354759
260,0.8125,326,0,0,0.013866213072611475,0.04873874151631726
261,0.815625,326,0,0,0.01379903673919697,0.04891965088263921
262,0.8187500000000001,326,0,0,0.013728758970804764,0.0490823814223747
263,0.821875,326,0,0,0.013655405445304723,0.049226891055759725
264,0.8250000000000001,326,0,0,0.013579003170156131,0.04935314895642038
265,0.828125,326,0,0,0.013499580500061977,0.04946113558670778
266,0.83125,326,0,0,0.013417167155275182,0.049550842725165585
267,0.8343750000000001,326,0,0,0.013331794240554041,0.049622273485933815
268,0.8375,324,0,0,0.01324349301648438,0.04894268204884958
269,0.8406250000000001,324,0,0,0.01315229888459411,0.04897394511197354
270,0.84375,324,0,0,0.013058247548750956,0.048987160986809476
271,0.846875,324,0,0,0.012961375829058404,0.048982380439049844
272,0.8500000000000001,324,0,0,0.012861722018256229,0.04895966559601973
273,0.853125,324,0,0,0.012759325902859322,0.048919089910999546
274,0.8562500000000001,324,0,0,0.01265422878493048,0.04886073811797805
275,0.859375,322,0,0,0.012546473935846614,0.04801747720154677
276,0.8625,322,0,0,0.012436105377071448,0.04792130760143656
277,0.8656250000000001,322,0,0,0.012323168934779877,0.04780785552948023
278,0.86875,322,0,0,0.012207712015767121,0.04767725281325413
279,0.8718750000000001,322,0,0,0.012089783629262673,0.04752964221971629
280,0.875,320,0,0,0.011969435085432054,0.04657483415489444
281,0.878125,320,0,0,0.0118467204000442,0.046392013348999235
282,0.8812500000000001,320,0,0,0.011721689938811296,0.04619286670526099
283,0.884375,320,0,0,0.011594398987642333,0.045977582292905605
284,0.8875000000000001,320,0,0,0.011464904513255237,0.04574635847748032
285,0.890625,320,0,0,0.011333265188255915,0.045499403752191414
286,0.89375,318,0,0,0.01119954827254283,0.04442757517416132
287,0.8968750000000001,318,0,0,0.011063806231832882,0.044149366002050425
288,0.9,318,0,0,0.010926102197681161,0.043856319636933185
289,0.9031250000000001,318,0,0,0.01078650122593127,0.04354868593112253
290,0.90625,316,0,0,0.010645072588539294,0.04240503778146248
291,0.909375,316,0,0,0.010501890699507747,0.04206945616412102
292,0.9125000000000001,316,0,0,0.010357011911767017,0.04172031406239294
293,0.915625,316,0,0,0.010210507554540888,0.04135789891471673
294,0.9187500000000001,316,0,0,0.010062450764176323,0.04098250619956844
295,0.921875,314,0,0,0.009912928952799075,0.03976572899680181
296,0.925,314,0,0,0.009762005319942159,0.03936694560237316
297,0.9281250000000001,314,0,0,0.009609749594856045,0.03895635627731101
298,0.93125,314,0,0,0.009456240975262242,0.03853428809439678
299,0.9343750000000001,312,0,0,0.009301570723358039,0.03726918687274794
300,0.9375,312,0,0,0.009145820655033176,0.036827863570513264
301,0.940625,312,0,0,0.008989052088940668,0.03637633230843479
302,0.9437500000000001,312,0,0,0.008831349911922514,0.03591494592399881
303,0.946875,310,0,0,0.008672809405401749,0.03461359384763801
304,0.9500000000000001,310,0,0,0.008513530420879349,0.03413738082338457
305,0.953125,310,0,0,0.008353563961164464,0.03365266284657251
306,0.95625,310,0,0,0.008193000094340706,0.033159811863061196
307,0.9593750000000001,308,0,0,0.008031940481876146,0.03183503661010871
308,0.9625,308,0,0,0.00787049689828124,0.031332018309414525
309,0.9656250000000001,308,0,0,0.007708710865516425,0.030822273778675746
310,0.96875,308,0,0,0.007546676986452438,0.030306186697070164
311,0.971875,306,0,0,0.007384507574783379,0.028971416057361015
312,0.9750000000000001,306,0,0,0.007222315228627354,0.028449981906563743
313,0.978125,306,0,0,0.007060135277829758,0.027923643636355615
314,0.9812500000000001,306,0,0,0.006898066074916267,0.027392788706958243
315,0.984375,304,0,0,0.006736236176908136,0.02606187727127951
316,0.9875,304,0,0,0.006574744233064856,0.025530579925161095
317,0.9906250000000001,304,0,0,0.006413624391554116,0.02499620925973327
318,0.99375,304,0,0,0.006252977832366988,0.024459148159098637
319,0.9968750000000001,302,0,0,0.0060929555441556075,0.023146188148846916
320,1.0,302,0,0,0.0059336255677927404,0.022613592092397133
