iteration,shape_dipole_coefficient,relative_change
0,4.0,0.33813092211901663
1,2.6474763115239335,0.07994223185379247
2,2.435831146400664,0.015159682554047569
3,2.398904719465968,0.0027384750549609696
4,2.3923353787324824,0.0004902254731140206
5,2.391162594989596,8.761432162990856e-05
