omega_e_rad_s,F3_real,F3_imag,M5_real,M5_imag
5.601,-367.5086878249527,-4868.3478738591575,684.3191244190225,-999.286633425577
6.422178120757196,-436.66005042335036,-4738.867617704075,803.242620682573,-951.5803630088398
7.36375143987367,-515.3867781470693,-4559.723720064505,931.8887473987303,-886.5497337994012
8.443371430789322,-603.3219429018961,-4315.175573414832,1064.794449634398,-799.6581509308357
9.681277498347002,-698.809955719345,-3986.875001645935,1192.1622081937362,-686.5725981108964
11.10067640258223,-797.9939858075567,-3555.495706925964,1298.257961050815,-544.5819555224858
12.728177310885437,-893.4292181277381,-3004.550564163555,1360.19120801035,-375.1227179851041
14.59429063436647,-972.1356159505914,-2327.638648049792,1348.3841185051815,-187.57944710857257
16.733999999999998,-1013.2876588686493,-1540.1489441413676,1231.1246314841542,-3.694109224894035
30.121199999999998,-55.29626267446222,916.2325094942255,-205.41190879809236,-51.0274426678691
