omega_e_rad_s,F3_real,F3_imag,M5_real,M5_imag
5.601,361.8670699996696,1657.2615618222037,729.1360482914425,-71.99303688121567
6.422178120757196,435.07999273251255,1926.5607902050256,638.8304517233554,-26.780610336634663
7.36375143987367,482.6396478109769,2191.9693519513207,499.11885043669173,50.17621987169102
8.443371430789322,467.1563898044912,2436.652780931762,308.15896153969726,161.19504854513647
9.681277498347002,338.5139851113546,2649.5659172223545,70.74397836811394,294.22056845097904
11.10067640258223,50.4577581089162,2834.5524494076967,-203.9049180955984,410.51036212787005
12.728177310885437,-398.6724521991229,3009.7623864857383,-511.920425460883,436.4786918296681
14.59429063436647,-905.7515519891922,3173.959769543107,-868.8704898649193,277.6749173571001
16.733999999999998,-1230.232937628149,3224.593193374917,-1305.1073234257096,-123.78798440868268
30.121199999999998,2367.964524117778,-2079.4833993950647,-1239.6061458734255,-812.1955100134833
