stage,panel_count,exact_objective,signed_root_defect,root_relative_mismatch,condition_number,dipole_coefficient
source,80,0.07074129123517399,-0.0006203766637671112,0.0006203766637671112,26948.19049408465,2.8354182284098486
source,160,0.07155892280985365,0.00044560416976397295,0.00044560416976397295,49185.224919565946,2.8313946951936844
source,320,0.07186288365024524,0.000853856784680348,0.000853856784680348,115231.00469206777,2.828634229047048
candidate_factor_1,80,0.06404794440946388,0.026360874467134553,0.026360874467134553,41114.61676560284,2.8397539311151077
candidate_factor_1,160,0.06466539060007238,0.027669779798430164,0.027669779798430164,49301.803257781175,2.8357358771129784
candidate_factor_1,320,0.06487472059349692,0.028236330389044707,0.028236330389044707,115471.69514427561,2.832976433141195
candidate_factor_0.5,80,0.06728123320722836,0.012251343946060358,0.012251343946060358,27091.100211390043,2.8376060628507562
candidate_factor_0.5,160,0.06803902086409026,0.013504164086130265,0.013504164086130265,49189.76000804928,2.8335865364147206
candidate_factor_0.5,320,0.06831041556740175,0.013971879208934302,0.013971879208934302,115258.99180087863,2.830824765419186
candidate_factor_0.25,80,0.06898497413256756,0.005666330521376845,0.005666330521376845,27019.901518325645,2.8365165588117383
candidate_factor_0.25,160,0.06978656070188588,0.006828932756228787,0.006828932756228787,49187.283978390646,2.832495154577037
candidate_factor_0.25,320,0.07007975137547652,0.0072554212735945825,0.0072554212735945825,115245.20161359268,2.829733130730082
candidate_factor_0.125,80,0.06985650639807688,0.0024879272617451863,0.0024879272617451863,26982.804875438593,2.8359682106593884
candidate_factor_0.125,160,0.07067081640554758,0.0035895080809027692,0.0035895080809027692,49186.91441374669,2.831945183690795
candidate_factor_0.125,320,0.07097044259830482,0.004022175630024426,0.004022175630024426,115238.05148553802,2.8291846823567695
candidate_factor_0.0625,80,0.07029703105558492,0.0009268235466420673,0.0009268235466420673,26963.87207920885,2.835693194609434
candidate_factor_0.0625,160,0.07111479730659359,0.002010993427491598,0.002010993427491598,49186.07355473625,2.83167011540787
candidate_factor_0.0625,320,0.07141697888497292,0.0024313641773632275,0.0024313641773632275,115234.53205419148,2.8289096006674903
