panel_count,shape_mode,value,source_signed_root_defect,finite_difference_step
80,0,0.08323286742930315,-0.0006203766637671112,0.0001464058584881246
80,1,0.22429207663999146,-0.0006203766637671112,4.5442059067310785e-05
80,2,0.14326732217893645,-0.0006203766637671112,3.58100644796533e-05
80,3,-0.12052111697951522,-0.0006203766637671112,3.3144137280608525e-05
80,4,-0.5338516755541997,-0.0006203766637671112,3.190536522573052e-05
80,5,-1.075390858377326,-0.0006203766637671112,3.117038398079257e-05
80,6,-1.7262471600706237,-0.0006203766637671112,3.067822664682033e-05
80,7,-2.4695970115424157,-0.0006203766637671112,3.0329989598055052e-05
80,8,-3.291268562012852,-0.0006203766637671112,3.008048171110911e-05
80,9,-4.1796688286770225,-0.0006203766637671112,2.9906189986716156e-05
80,10,-5.12625895549192,-0.0006203766637671112,2.979372512771406e-05
80,11,-6.12546467677613,-0.0006203766637671112,2.973506137520015e-05
80,12,-7.1742402901483375,-0.0006203766637671112,2.972520728659929e-05
80,13,-8.271495933046566,-0.0006203766637671112,2.976098181793704e-05
80,14,-9.417805408807512,-0.0006203766637671112,2.9840668706528002e-05
80,15,-10.614932094035149,-0.0006203766637671112,2.9963683373876988e-05
80,16,-11.865362636359126,-0.0006203766637671112,3.0129974872162528e-05
80,17,-13.171802906852053,-0.0006203766637671112,3.0340075448575838e-05
80,18,-14.536692200505808,-0.0006203766637671112,3.05952065013781e-05
80,19,-15.962043123580646,-0.0006203766637671112,3.089656625602459e-05
80,20,-17.449343440093536,-0.0006203766637671112,3.124503166741234e-05
80,21,-18.999154619524308,-0.0006203766637671112,3.164181936027032e-05
80,22,-20.61087883959495,-0.0006203766637671112,3.208886902197297e-05
80,23,-22.283004869429828,-0.0006203766637671112,3.258851833369487e-05
80,24,-24.013444064943805,-0.0006203766637671112,3.3143416048767504e-05
80,25,-25.798804961184818,-0.0006203766637671112,3.3757354664067255e-05
80,26,-27.633465950529843,-0.0006203766637671112,3.4436034256812095e-05
80,27,-29.509241559917438,-0.0006203766637671112,3.51864412205556e-05
80,28,-31.41561628490062,-0.0006203766637671112,3.601573165017949e-05
80,29,-33.33897393896893,-0.0006203766637671112,3.693124721500276e-05
80,30,-35.262090995168805,-0.0006203766637671112,3.794121275783662e-05
80,31,-37.164898562613644,-0.0006203766637671112,3.905472459728366e-05
160,0,0.09765758234174803,0.00044560416976397295,0.0001464058584881246
160,1,0.2700669258451717,0.00044560416976397295,4.5442059067310785e-05
160,2,0.19908092532437716,0.00044560416976397295,3.58100644796533e-05
160,3,-0.06460861032395053,0.00044560416976397295,3.3144137280608525e-05
160,4,-0.4821331445231751,0.00044560416976397295,3.190536522573052e-05
160,5,-1.0303763467588753,0.00044560416976397295,3.117038398079257e-05
160,6,-1.689500078336712,0.00044560416976397295,3.067822664682033e-05
160,7,-2.4420104609472584,0.00044560416976397295,3.0329989598055052e-05
160,8,-3.2732011547741067,0.00044560416976397295,3.008048171110911e-05
160,9,-4.171036795789982,0.00044560416976397295,2.9906189986716156e-05
160,10,-5.126682781439278,0.00044560416976397295,2.979372512771406e-05
160,11,-6.134399995080581,0.00044560416976397295,2.973506137520015e-05
160,12,-7.191028899856068,0.00044560416976397295,2.972520728659929e-05
160,13,-8.295468981757582,0.00044560416976397295,2.976098181793704e-05
160,14,-9.448421788060982,0.00044560416976397295,2.9840668706528002e-05
160,15,-10.651767337697994,0.00044560416976397295,2.9963683373876988e-05
160,16,-11.90813463866759,0.00044560416976397295,3.0129974872162528e-05
160,17,-13.220510962404834,0.00044560416976397295,3.0340075448575838e-05
160,18,-14.591575509671399,0.00044560416976397295,3.05952065013781e-05
160,19,-16.0234527852057,0.00044560416976397295,3.089656625602459e-05
160,20,-17.517874240209075,0.00044560416976397295,3.124503166741234e-05
160,21,-19.075628907241345,0.00044560416976397295,3.164181936027032e-05
160,22,-20.696071172530523,0.00044560416976397295,3.208886902197297e-05
160,23,-22.37771960268234,0.00044560416976397295,3.258851833369487e-05
160,24,-24.118695977026842,0.00044560416976397295,3.3143416048767504e-05
160,25,-25.915611437903966,0.00044560416976397295,3.3757354664067255e-05
160,26,-27.762857903000924,0.00044560416976397295,3.4436034256812095e-05
160,27,-29.652666841856593,0.00044560416976397295,3.51864412205556e-05
160,28,-31.57466597494972,0.00044560416976397295,3.601573165017949e-05
160,29,-33.515001719576205,0.00044560416976397295,3.693124721500276e-05
160,30,-35.456360657960964,0.00044560416976397295,3.794121275783662e-05
160,31,-37.37822744412142,0.00044560416976397295,3.905472459728366e-05
320,0,0.1044327705523848,0.000853856784680348,0.0001464058584881246
320,1,0.2909675864590696,0.000853856784680348,4.5442059067310785e-05
320,2,0.22304295777301303,0.000853856784680348,3.58100644796533e-05
320,3,-0.04299409607887542,0.000853856784680348,3.3144137280608525e-05
320,4,-0.46517192644396704,0.000853856784680348,3.190536522573052e-05
320,5,-1.0192058015485612,0.000853856784680348,3.117038398079257e-05
320,6,-1.684624295045512,0.000853856784680348,3.067822664682033e-05
320,7,-2.443591496839769,0.000853856784680348,3.0329989598055052e-05
320,8,-3.281133108685144,0.000853856784680348,3.008048171110911e-05
320,9,-4.184988828929504,0.000853856784680348,2.9906189986716156e-05
320,10,-5.146248891123579,0.000853856784680348,2.979372512771406e-05
320,11,-6.159191137725346,0.000853856784680348,2.973506137520015e-05
320,12,-7.2206270497249125,0.000853856784680348,2.972520728659929e-05
320,13,-8.329486126609972,0.000853856784680348,2.976098181793704e-05
320,14,-9.48658602660171,0.000853856784680348,2.9840668706528002e-05
320,15,-10.693868960128293,0.000853856784680348,2.9963683373876988e-05
320,16,-11.954011219767947,0.000853856784680348,3.0129974872162528e-05
320,17,-13.270147912576697,0.000853856784680348,3.0340075448575838e-05
320,18,-14.645049718303223,0.000853856784680348,3.05952065013781e-05
320,19,-16.080843634388827,0.000853856784680348,3.089656625602459e-05
320,20,-17.579343944614067,0.000853856784680348,3.124503166741234e-05
320,21,-19.141424324801907,0.000853856784680348,3.164181936027032e-05
320,22,-20.766364041739696,0.000853856784680348,3.208886902197297e-05
320,23,-22.452679515361112,0.000853856784680348,3.258851833369487e-05
320,24,-24.19860293483671,0.000853856784680348,3.3143416048767504e-05
320,25,-26.000775331390223,0.000853856784680348,3.3757354664067255e-05
320,26,-27.853627703616446,0.000853856784680348,3.4436034256812095e-05
320,27,-29.749632990896938,0.000853856784680348,3.51864412205556e-05
320,28,-31.678501578274723,0.000853856784680348,3.601573165017949e-05
320,29,-33.626266047548626,0.000853856784680348,3.693124721500276e-05
320,30,-35.575525109688876,0.000853856784680348,3.794121275783662e-05
320,31,-37.505507627501345,0.000853856784680348,3.905472459728366e-05
