case,omega,mode,original_real,original_imag,delta_real,delta_imag,candidate_real,candidate_imag,normal_real,normal_imag,tangent_real,tangent_imag,complex_relative_change
fn167,8.6966,3,-93.68364389698266,-5311.701177170969,-69.0142373664653,-113.27947939857143,-162.69788126344795,-5424.98065656954,80.66901744784259,127.12374835909858,-149.68325481430782,-240.40322775767004,0.02496870383852104
fn167,8.6966,5,1172.9457208357355,-833.4662810429336,-44.728977704372724,-80.3054831078893,1128.2167431313628,-913.771764150823,52.14191343511082,90.42180926494242,-96.8708911394836,-170.72729237283164,0.06388298231995827
fn226,10.4354,3,-780.955817421984,-4711.319115585975,-140.18547699587697,-127.80623088860465,-921.141294417861,-4839.12534647458,151.1307408379929,137.1819367868454,-291.31621783387,-264.9881676754501,0.03972287266633738
fn226,10.4354,5,671.6606307443288,-469.3764373737036,-67.57538633716169,-68.04854246160166,604.0852444071671,-537.4249798353053,73.07814978381553,73.66080106422588,-140.65353612097726,-141.7093435258275,0.11703604458793163
fn282,12.10175,3,-1176.6737742375406,-4190.434065542539,-207.9473308011927,-121.07480377692825,-1384.6211050387333,-4311.5088693194675,219.9303143953542,128.58326953942617,-427.8776451965469,-249.65807331635452,0.055284643867234244
fn282,12.10175,5,446.56629558242156,-178.47289830474983,-71.65521360102696,-49.27659357433653,374.9110819813946,-227.74949187908635,76.38183137307229,53.09768131748466,-148.03704497409925,-102.37427489182117,0.18083131123510632
