motion_dof,creation_phase_rad,creation_phase_deg,creation_time_s,activation_time_s,activation_phase_deg,simulated_step_count,simulated_duration_s,trajectory_status,maximum_spray_overturning_panel_count,first_overturning_time_s,minimum_spray_outward_tangent_cosine,minimum_spray_nonadjacent_distance_ratio,final_jet_cut_count,maximum_potential_bvp_relative_residual
heave,0.0,0.0,0.0,0.0,0.0,160,0.24883079378665512,physical_wet_interval_exit,0,,0.13890734340594724,1.376483911902268,38,2.0593938059536325e-15
heave,1.5707963267948966,90.0,0.20204358391019328,0.20204358391019328,90.0,160,0.24883079378665407,physical_wet_interval_exit,0,,0.282056970868033,1.537415244667576,12,1.1288697846257592e-15
heave,3.141592653589793,180.0,0.40408716782038656,0.40408716782038656,180.0,160,0.2488307937866595,physical_wet_interval_exit,0,,0.4546150053837564,1.376848379830914,42,2.228485456719515e-15
heave,4.71238898038469,270.0,0.6061307517305798,0.6417969893963625,285.88747005867424,137,0.21306136717983004,physical_wet_interval_exit,0,,0.37778827321687325,1.3765743302179803,38,2.182015397797433e-15
pitch,0.0,0.0,0.0,0.0,0.0,160,0.24883079378665512,physical_wet_interval_exit,0,,0.30049981890021554,1.376558626307102,38,1.3407685454101567e-15
pitch,1.5707963267948966,90.0,0.20204358391019328,0.20204358391019328,90.0,160,0.24883079378665407,physical_wet_interval_exit,0,,0.2377661421764237,1.4581379145978632,26,1.5909841690835749e-15
pitch,3.141592653589793,180.0,0.40408716782038656,0.40408716782038656,180.0,160,0.2488307937866594,physical_wet_interval_exit,0,,0.3077631479918017,1.37682474827177,40,1.7145862048198088e-15
pitch,4.71238898038469,270.0,0.6061307517305798,0.6199137737375411,276.1396257016401,151,0.23483406163616316,physical_wet_interval_exit,0,,0.3756390721721489,1.3765583418743381,38,1.4791478607144522e-15
