stage,panel_count,exact_objective,signed_root_defect,root_relative_mismatch,condition_number,dipole_coefficient
source,80,0.0026262804948986975,1.6337434855456524e-05,1.6337434855456524e-05,48231.37168725082,2.5154306777905147
source,160,0.0016898291414160326,0.0006890368836900769,0.0006890368836900769,47335.12524811144,2.5119316295309924
source,320,0.0013746553288402365,0.0009778746628251532,0.0009778746628251532,110960.74298924435,2.5095284162876834
candidate_factor_1,80,0.0026174928053386316,-0.0009369359655660368,0.0009369359655660368,26152.252862386547,2.51501878435059
candidate_factor_1,160,0.0016811798738245584,-0.00019635068100824058,0.00019635068100824058,47229.1724685331,2.5115276478266755
candidate_factor_1,320,0.0013688361368290967,8.799439049407707e-05,8.799439049407707e-05,110776.07439351256,2.509125036058896
candidate_factor_0.5,80,0.0026192647901916474,-0.0004611031180418478,0.0004611031180418478,26160.222599744862,2.515221586551217
candidate_factor_0.5,160,0.00168172155770486,0.00028450467239629916,0.00028450467239629916,47229.61717276457,2.5117301543909214
candidate_factor_0.5,320,0.0013677415985140669,0.0005710925941803943,0.0005710925941803943,110777.58015880016,2.509327276593029
candidate_factor_0.25,80,0.0026221195157232324,-0.00022257120804426624,0.00022257120804426624,49022.673930014615,2.515324456753852
candidate_factor_0.25,160,0.0016858521927199084,0.0004477876622125582,0.0004477876622125582,47334.905890624446,2.5118309463571267
candidate_factor_0.25,320,0.0013711806096197334,0.0007355044876219158,0.0007355044876219158,110959.99132427655,2.509427911080837
candidate_factor_0.125,80,0.002624035096104215,-0.00010316186733651027,0.00010316186733651027,48623.450638843846,2.515374957415513
candidate_factor_0.125,160,0.0016876547483997057,0.0005683716997436386,0.0005683716997436386,47335.01562363024,2.511881316481022
candidate_factor_0.125,320,0.0013727162720727456,0.0008566490541420561,0.0008566490541420561,110960.36725889753,2.5094781943809426
