residual_row,shape_mode,value,finite_difference_step,jacobian_condition_number
0,0,-2.319777055793164,0.00014310463490395373,209.82968648247743
0,1,-7.235187705388695,4.4417993313289e-05,209.82968648247743
0,2,-5.550924337928238,5.9477014163933345e-05,209.82968648247743
0,3,-6.938706753188014,4.0935951037639734e-05,209.82968648247743
0,4,-5.331798397201467,4.7638782359609945e-05,209.82968648247743
0,5,-4.936925762841953,4.4936002832013966e-05,209.82968648247743
0,6,-4.078243553010062,4.6910179076091415e-05,209.82968648247743
0,7,-3.600354150421695,4.6029752275610656e-05,209.82968648247743
0,8,-2.9793446109615798,4.6838326514851534e-05,209.82968648247743
0,9,-2.5828451757312036,4.645279782627947e-05,209.82968648247743
0,10,-2.1274105781499397,4.6858919493193924e-05,209.82968648247743
0,11,-1.8486159157893773,4.6664111621093376e-05,209.82968648247743
0,12,-1.5447878652098845,4.690282789986262e-05,209.82968648247743
0,13,-1.3960257813345396,4.6800187576559014e-05,209.82968648247743
0,14,-1.238750565725649,4.6962124338947736e-05,209.82968648247743
0,15,-1.2243271413986667,4.691315621497655e-05,209.82968648247743
0,16,-1.2124384611577905,4.703931338307896e-05,209.82968648247743
0,17,-1.3334291808699748,4.7028424132142856e-05,209.82968648247743
0,18,-1.4625640029316251,4.715016189316946e-05,209.82968648247743
0,19,-1.7163113589808943,4.7214260377484546e-05,209.82968648247743
0,20,-1.979045789745715,4.7455825860203946e-05,209.82968648247743
0,21,-2.351286481705267,4.765815142401858e-05,209.82968648247743
0,22,-2.763324579139012,4.75357720876366e-05,209.82968648247743
0,23,-3.3418526536003488,4.6648563995316234e-05,209.82968648247743
0,24,-4.054226515231495,4.541957191161586e-05,209.82968648247743
0,25,-4.934785126254756,4.4393012390766615e-05,209.82968648247743
0,26,-5.540748816317519,4.6394949501292055e-05,209.82968648247743
0,27,-5.426040776849055,5.395774156662395e-05,209.82968648247743
0,28,-7.461286250309238,4.406111060449003e-05,209.82968648247743
0,29,-9.447263864995383,4.0959692881670007e-05,209.82968648247743
0,30,-11.553261327243797,3.95071147808996e-05,209.82968648247743
0,31,-14.122265622068776,3.817367336772704e-05,209.82968648247743
0,32,-17.27317040286149,3.688748987183916e-05,209.82968648247743
0,33,-21.135721827453413,3.564192112481819e-05,209.82968648247743
0,34,-25.878540225075827,3.4434783137936765e-05,209.82968648247743
0,35,-31.721656103349517,3.3265210954343364e-05,209.82968648247743
0,36,-38.9534637012917,3.213342632312134e-05,209.82968648247743
0,37,-47.66492927247712,3.103860574777462e-05,209.82968648247743
0,38,-66.57679147390665,2.993651071239407e-05,209.82968648247743
0,39,163.17438666533212,3.045153054894265e-05,209.82968648247743
0,40,-512.1720399723158,3.175378410296999e-05,209.82968648247743
0,41,-44.74371035940346,3.32157508771824e-05,209.82968648247743
0,42,-252.85764102063084,2.556166196285658e-05,209.82968648247743
0,43,-501.6011626622053,2.1350736794257056e-05,209.82968648247743
0,44,949.4062711656354,1.7474357486756162e-05,209.82968648247743
0,45,323.93021658923277,2.442466754105044e-05,209.82968648247743
0,46,366.2044501730469,1.4489722830329503e-05,209.82968648247743
0,47,-54.014693955218625,5.120525497047376e-05,209.82968648247743
1,0,-0.24122713052815267,0.00014310463490395373,209.82968648247743
1,1,-0.7444985113874014,4.4417993313289e-05,209.82968648247743
1,2,-0.6333678117293354,5.9477014163933345e-05,209.82968648247743
1,3,-0.7757699259364669,4.0935951037639734e-05,209.82968648247743
1,4,-0.6636015331284221,4.7638782359609945e-05,209.82968648247743
1,5,-0.5851586292549251,4.4936002832013966e-05,209.82968648247743
1,6,-0.506971856467773,4.6910179076091415e-05,209.82968648247743
1,7,-0.38686546147113915,4.6029752275610656e-05,209.82968648247743
1,8,-0.28590103243489456,4.6838326514851534e-05,209.82968648247743
1,9,-0.13740141334384223,4.645279782627947e-05,209.82968648247743
1,10,-0.005459210288127217,4.6858919493193924e-05,209.82968648247743
1,11,0.17078584390108384,4.6664111621093376e-05,209.82968648247743
1,12,0.3355334296967202,4.690282789986262e-05,209.82968648247743
1,13,0.5404978320391959,4.6800187576559014e-05,209.82968648247743
1,14,0.7383769188951302,4.6962124338947736e-05,209.82968648247743
1,15,0.9729357188416502,4.691315621497655e-05,209.82968648247743
1,16,1.2041546613486749,4.703931338307896e-05,209.82968648247743
1,17,1.4689080925955367,4.7028424132142856e-05,209.82968648247743
1,18,1.73259852460627,4.715016189316946e-05,209.82968648247743
1,19,2.025371977496764,4.7214260377484546e-05,209.82968648247743
1,20,2.3139107440850615,4.7455825860203946e-05,209.82968648247743
1,21,2.6248590100939087,4.765815142401858e-05,209.82968648247743
1,22,2.9613622087818623,4.75357720876366e-05,209.82968648247743
1,23,3.3857287518441845,4.6648563995316234e-05,209.82968648247743
1,24,3.8908909596973107,4.541957191161586e-05,209.82968648247743
1,25,4.455705067249873,4.4393012390766615e-05,209.82968648247743
1,26,4.74301185801328,4.6394949501292055e-05,209.82968648247743
1,27,4.414409207219873,5.395774156662395e-05,209.82968648247743
1,28,5.858283119784152,4.406111060449003e-05,209.82968648247743
