stage,panel_count,exact_objective,signed_root_defect,root_relative_mismatch,condition_number,dipole_coefficient
source,80,0.0022273543195759997,1.7695919300541058e-07,1.7695919300541058e-07,22908.05861407389,3.090207374700809
source,160,0.0017977713259053293,6.937452417265704e-07,6.937452417265704e-07,49034.59487267596,3.085978803014541
source,320,0.0016540718379815466,2.6921394606590576e-07,2.6921394606590576e-07,115629.38160947166,3.083031297575061
candidate_factor_1,80,0.0018649651721647318,8.316784960311781e-07,8.316784960311781e-07,22870.05064963065,3.097174158199736
candidate_factor_1,160,0.0013454212330176881,6.762815094701171e-07,6.762815094701171e-07,49045.74681130822,3.092940957046671
candidate_factor_1,320,0.0011523484006748515,1.6245215465423267e-06,1.6245215465423267e-06,115657.9620604644,3.0899912910816325
candidate_factor_0.5,80,0.0020170594291149422,2.0905467614063664e-07,2.0905467614063664e-07,22889.002687373017,3.0936966785381057
candidate_factor_0.5,160,0.0015357191412450275,-3.900132034434624e-07,3.900132034434624e-07,49040.043706697834,3.0894668709903854
candidate_factor_0.5,320,0.0013632679410228998,1.6221515295257607e-06,1.6221515295257607e-06,115643.66802589882,3.0865182176275816
candidate_factor_0.25,80,0.002115877041572056,5.238695505162595e-08,5.238695505162595e-08,22898.518277640967,3.0919531881568654
candidate_factor_0.25,160,0.0016590037232847208,6.952914373880674e-07,6.952914373880674e-07,49037.315840740564,3.0877243467547073
candidate_factor_0.25,320,0.0014999832934282646,1.6021963015974413e-06,1.6021963015974413e-06,115636.60798602582,3.084775825561141
candidate_factor_0.125,80,0.0021702040022413245,1.3109039956002759e-08,1.3109039956002759e-08,22903.285350740978,3.09108035358916
candidate_factor_0.125,160,0.0017266773128136541,6.944799472448531e-07,6.944799472448531e-07,49035.95530197694,3.086851926525663
candidate_factor_0.125,320,0.0015751621189006684,1.6112416765574965e-06,1.6112416765574965e-06,115632.9956219727,3.0839039205134706
