component,sigma,omega_rad_s,coefficient,value_dimensional,value_nondimensional,harmonic_fit_residual_nrmse,restoring_subtraction,diagnostic_zero_restoring_component,response_calibration_used
raw_bem,1.4,7.774541989381373,A33,-100.84823445291286,-3.1360786039417845,0.01031807270615689,zero_diagnostic_only,False,False
raw_bem,1.4,7.774541989381373,A53,9.957331403391422,0.9737208774552211,0.042620870668356584,zero_diagnostic_only,False,False
raw_bem,1.4,7.774541989381373,B33,596.2222066623012,3.3387200854106487,0.01031807270615689,zero_diagnostic_only,False,False
raw_bem,1.4,7.774541989381373,B53,-42.99016478889386,-0.7570313279363399,0.042620870668356584,zero_diagnostic_only,False,False
resolved_station_bem,1.4,7.774541989381373,A33,-76.5262136177548,-2.3797364670709653,0.09011682969142606,zero_diagnostic_only,False,False
resolved_station_bem,1.4,7.774541989381373,A53,-0.14596773443600414,-0.014274088578267787,0.2023514839732858,zero_diagnostic_only,False,False
resolved_station_bem,1.4,7.774541989381373,B33,564.5322921385282,3.1612631692756974,0.09011682969142606,zero_diagnostic_only,False,False
resolved_station_bem,1.4,7.774541989381373,B53,-28.715206195494233,-0.5056577657910425,0.2023514839732858,zero_diagnostic_only,False,False
transom_extrapolation,1.4,7.774541989381373,A33,-24.322020835158025,-0.7563421368708181,0.20385602976715902,zero_diagnostic_only,False,False
transom_extrapolation,1.4,7.774541989381373,A53,10.103299137827431,0.9879949660334895,0.2050178811366298,zero_diagnostic_only,False,False
transom_extrapolation,1.4,7.774541989381373,B33,31.689914523773325,0.17745691613495304,0.20385602976715902,zero_diagnostic_only,False,False
transom_extrapolation,1.4,7.774541989381373,B53,-14.274958593399607,-0.25137356214529705,0.2050178811366298,zero_diagnostic_only,False,False
pre_chine_bem,1.4,7.774541989381373,A33,-20.86403374188329,-0.648809075982289,0.0332040840482353,zero_diagnostic_only,False,False
pre_chine_bem,1.4,7.774541989381373,A53,-9.831152017818596,-0.9613818784745418,0.04065946830472971,zero_diagnostic_only,False,False
pre_chine_bem,1.4,7.774541989381373,B33,103.08673330292002,0.5772642199031197,0.0332040840482353,zero_diagnostic_only,False,False
pre_chine_bem,1.4,7.774541989381373,B53,38.97353375766273,0.6863008355473282,0.04065946830472971,zero_diagnostic_only,False,False
post_chine_bem,1.4,7.774541989381373,A33,-79.9842007110295,-2.4872695279594934,0.009165109356516458,zero_diagnostic_only,False,False
post_chine_bem,1.4,7.774541989381373,A53,19.788483421210017,1.9351027559297629,0.011993742125945003,zero_diagnostic_only,False,False
post_chine_bem,1.4,7.774541989381373,B33,493.13547335938154,2.761455865507531,0.009165109356516458,zero_diagnostic_only,False,False
post_chine_bem,1.4,7.774541989381373,B53,-81.96369854655659,-1.443332163483668,0.011993742125945003,zero_diagnostic_only,False,False
longitudinal_bin_aft_post_chine,1.4,7.774541989381373,A33,-49.03589712643515,-1.5248698069682665,0.011298447247514448,zero_diagnostic_only,False,False
longitudinal_bin_aft_post_chine,1.4,7.774541989381373,A53,17.84744060077796,1.7452894573942215,0.01320325630691128,zero_diagnostic_only,False,False
longitudinal_bin_aft_post_chine,1.4,7.774541989381373,B33,210.44749708645023,1.1784621196521377,0.011298447247514448,zero_diagnostic_only,False,False
longitudinal_bin_aft_post_chine,1.4,7.774541989381373,B53,-74.44837417333787,-1.3109917545071503,0.01320325630691128,zero_diagnostic_only,False,False
longitudinal_bin_middle_post_chine,1.4,7.774541989381373,A33,-21.638899302129104,-0.672905078431919,0.006856016487280938,zero_diagnostic_only,False,False
longitudinal_bin_middle_post_chine,1.4,7.774541989381373,A53,2.927967586258157,0.2863240211409146,0.0035057146460519954,zero_diagnostic_only,False,False
longitudinal_bin_middle_post_chine,1.4,7.774541989381373,B33,164.93044365006392,0.92357610762735,0.006856016487280938,zero_diagnostic_only,False,False
longitudinal_bin_middle_post_chine,1.4,7.774541989381373,B53,-20.564047376972635,-0.3621206889990141,0.0035057146460519954,zero_diagnostic_only,False,False
longitudinal_bin_forward_post_chine,1.4,7.774541989381373,A33,-9.309404282465211,-0.2894946425593067,0.03053341431445725,zero_diagnostic_only,False,False
