stage,panel_count,exact_objective,signed_root_defect,root_relative_mismatch,condition_number,dipole_coefficient
source,320,0.0019692828943094144,-0.0009514180058131519,0.0009514180058131519,190652.67570260572,7.6203414123448905
source,640,0.0014478663918263794,-0.0008755108075895362,0.0008755108075895362,426668.57803847425,7.61776670143301
source,1280,0.0013677780640397996,-0.0008415786629040577,0.0008415786629040577,1025142.5537053791,7.616111293369755
candidate_factor_1,320,0.0019507216503597221,-0.000501624366778857,0.000501624366778857,190617.20658345587,7.616374546804146
candidate_factor_1,640,0.0014322340246121661,-0.00042443097829864717,0.00042443097829864717,426592.8472381591,7.614038114233044
candidate_factor_1,1280,0.0013546747787965443,-0.0003896025760143947,0.0003896025760143947,1024948.8941214468,7.612383567556939
candidate_factor_0.75,320,0.0019528595279916026,-0.000613923054440802,0.000613923054440802,190626.07683225354,7.617306924308342
candidate_factor_0.75,640,0.0014336394760843078,-0.0005370581166305578,0.0005370581166305578,426612.8082773943,7.614970437539963
candidate_factor_0.75,1280,0.0013554497419427693,-0.0005023962174721767,0.0005023962174721767,1024997.319128896,7.613315701687931
candidate_factor_0.5,320,0.001956662263410934,-0.0007262990819568428,0.0007262990819568428,190634.9448918184,7.6182391751914365
candidate_factor_0.5,640,0.0014367115363776795,-0.0006497627554376703,0.0006497627554376703,426632.7653867843,7.615902630443755
candidate_factor_0.5,1280,0.0013578920714098213,-0.0006152674546520384,0.0006152674546520384,1025045.7366662964,7.614247696635573
candidate_factor_0.25,320,0.0019621301865279167,-0.0008387522747076296,0.0008387522747076296,190643.81076117707,7.6191712991218
candidate_factor_0.25,640,0.001441461026150896,-0.0007623268466848342,0.0007623268466848342,426648.8394234935,7.616834767684656
candidate_factor_0.25,1280,0.0013620020752185917,-0.0007282160737030031,0.0007282160737030031,1025094.1473762353,7.615179563407537
candidate_factor_0.125,320,0.0019654886958941206,-0.000895007743953698,0.000895007743953698,190648.24286284798,7.619637313756607
candidate_factor_0.125,640,0.0014444558990734785,-0.0008187410027686773,0.0008187410027686773,426658.7081195514,7.617300751110077
candidate_factor_0.125,1280,0.001364682593933472,-0.0007847193748291239,0.0007847193748291239,1025118.3498016133,7.615645443280414
