component,sigma,omega_rad_s,coefficient,value_dimensional,value_nondimensional,harmonic_fit_residual_nrmse,restoring_subtraction,response_calibration_used
raw_bem,1.4,7.774541989381373,A33,-35.49745069295294,-1.1038645963070974,0.0038817786594661885,zero_diagnostic_only,False
raw_bem,1.4,7.774541989381373,A53,-0.450970660147032,-0.04410012372947296,0.007922968595376651,zero_diagnostic_only,False
raw_bem,1.4,7.774541989381373,B33,-187.33033373774873,-1.0490108232603141,0.0038817786594661885,zero_diagnostic_only,False
raw_bem,1.4,7.774541989381373,B53,48.3700249679309,0.8517674778312666,0.007922968595376651,zero_diagnostic_only,False
pre_chine_bem,1.4,7.774541989381373,A33,-7.695669883453587,-0.2393123270369844,0.0003104946617512004,zero_diagnostic_only,False
pre_chine_bem,1.4,7.774541989381373,A53,-2.6431735613163325,-0.2584742010811035,0.00029156504843841856,zero_diagnostic_only,False
pre_chine_bem,1.4,7.774541989381373,B33,7.484791239233965,0.041913270868305916,0.0003104946617512004,zero_diagnostic_only,False
pre_chine_bem,1.4,7.774541989381373,B53,3.2246218854446065,0.0567836806399347,0.00029156504843841856,zero_diagnostic_only,False
post_chine_bem,1.4,7.774541989381373,A33,-27.801780809499352,-0.8645522692701131,0.004437676126773268,zero_diagnostic_only,False
post_chine_bem,1.4,7.774541989381373,A53,2.1859735319109617,0.21376491143613674,0.008172427705520716,zero_diagnostic_only,False
post_chine_bem,1.4,7.774541989381373,B33,-194.81512497698262,-1.0909240941286196,0.004437676126773268,zero_diagnostic_only,False
post_chine_bem,1.4,7.774541989381373,B53,45.09654387126013,0.7941234154333624,0.008172427705520716,zero_diagnostic_only,False
bem,1.4,7.774541989381373,A33,-35.49745069295294,-1.1038645963070974,0.0038817786594661885,zero_diagnostic_only,False
bem,1.4,7.774541989381373,A53,-0.450970660147032,-0.04410012372947296,0.007922968595376651,zero_diagnostic_only,False
bem,1.4,7.774541989381373,B33,-187.33033373774873,-1.0490108232603141,0.0038817786594661885,zero_diagnostic_only,False
bem,1.4,7.774541989381373,B53,48.3700249679309,0.8517674778312666,0.007922968595376651,zero_diagnostic_only,False
front,1.4,7.774541989381373,A33,-16.05140521694194,-0.4991507162929534,0.0013884410010719665,zero_diagnostic_only,False
front,1.4,7.774541989381373,A53,-10.107975211742573,-0.9884522362207755,0.001771683493611171,zero_diagnostic_only,False
front,1.4,7.774541989381373,B33,64.55307792829385,0.36148378145926074,0.0013884410010719665,zero_diagnostic_only,False
front,1.4,7.774541989381373,B53,37.911944086919306,0.6676068704947911,0.001771683493611171,zero_diagnostic_only,False
transom,1.4,7.774541989381373,A33,-0.0,-0.0,0.0,zero_diagnostic_only,False
transom,1.4,7.774541989381373,A53,-0.0,-0.0,0.0,zero_diagnostic_only,False
transom,1.4,7.774541989381373,B33,0.0,0.0,0.0,zero_diagnostic_only,False
transom,1.4,7.774541989381373,B53,0.0,0.0,0.0,zero_diagnostic_only,False
total,1.4,7.774541989381373,A33,-51.54885590989487,-1.6030153126000506,0.002999809042303697,zero_diagnostic_only,False
total,1.4,7.774541989381373,A53,-10.55894587188961,-1.0325523599502489,0.003686094066241843,zero_diagnostic_only,False
total,1.4,7.774541989381373,B33,-122.77725580945491,-0.6875270418010536,0.002999809042303697,zero_diagnostic_only,False
total,1.4,7.774541989381373,B53,86.28196905485022,1.519374348326058,0.003686094066241843,zero_diagnostic_only,False
