speed_mps,fn_b,wave_period_s,omega0_rad_s,omega_e_rad_s,wavenumber_rad_m,heave_rao_m_per_m,pitch_rao_rad_per_m,pitch_rao_rad_per_wave_slope,bow_vertical_rao_m_per_m,heave_accel_rao_mps2_per_m,bow_accel_rao_mps2_per_m,heave_phase_rad,pitch_phase_rad
9.289699672217612,2.1076461064710914,2.0,3.141592653589793,12.994137913210764,1.0064195623469134,0.09572805154820195,0.0906599693454932,0.09008168435645197,0.6076605913807714,16.163453681445944,102.60204468778444,-1.4382673505557477,-0.16773251403417885
9.289699672217612,2.1076461064710914,2.193548387096774,2.8643933018024588,11.054960771089444,0.8366515565877024,0.07995527439902246,0.06873909481203384,0.08215976444529358,0.4649085178785684,9.771506599828449,56.81747307995525,-1.490426439750269,-0.2326962894519196
9.289699672217612,2.1076461064710914,2.3870967741935485,2.6321451962509075,9.54835848660573,0.7064785970893964,0.05635121890485371,0.04833619356700385,0.06841848255013376,0.3268858073752946,5.1376054195522505,29.80255490802478,-1.611068181361196,-0.3515602743297024
9.289699672217612,2.1076461064710914,2.5806451612903225,2.4347343065320897,8.352419303091935,0.6044807496346148,0.026919186918220647,0.029601994055983207,0.048970945847119966,0.19042195926037245,1.8779607661891775,13.284389665937614,-2.1521801167187244,-0.6412098622909665
9.289699672217612,2.1076461064710914,2.774193548387097,2.264869122355432,7.38563493874037,0.5230769061197316,0.04175199386089226,0.01941067451543568,0.037108643658973935,0.10186813860704955,2.2774712043015803,5.556662828758125,2.499219031005008,-1.5392311909861824
9.289699672217612,2.1076461064710914,2.967741935483871,2.117160266549643,6.591780301755574,0.4570742908390281,0.11053677936445917,0.034106227471880926,0.07461856454291894,0.2300623319508561,4.802996334939834,9.996568956693881,2.170661720775001,-2.4224736939398426
9.289699672217612,2.1076461064710914,3.161290322580645,1.9875382094139509,5.931018423697896,0.4028193250376443,0.2143706071270633,0.0642825990370279,0.15958171577547967,0.4738039777302303,7.540910461367105,16.666992831650084,2.1095806619108104,-2.6821744416990536
9.289699672217612,2.1076461064710914,3.354838709677419,1.872872543486223,5.374461298847079,0.35768091694355914,0.3703587875520323,0.10745010078443092,0.3004076977396761,0.8224050242939995,10.697752192510283,23.75503281540627,2.1228387198421337,-2.747214715738803
9.289699672217612,2.1076461064710914,3.5483870967741935,1.7707158592960652,4.90073106408805,0.3197253551786393,0.6158566641432994,0.17152786212097537,0.5364850154756667,1.3466753291388571,14.791131095995414,32.3433235308806,2.192288169970196,-2.7172616435654384
9.289699672217612,2.1076461064710914,3.741935483870968,1.679127107953165,4.49372163663799,0.28750570731729597,1.0257868768916736,0.27390449666185623,0.9526923803275,2.1935350420447817,20.714262326660084,44.29522477546309,2.344170440883835,-2.5865227476641732
9.289699672217612,2.1076461064710914,3.935483870967742,1.5965470862505506,4.1411039243305705,0.2599218488082193,1.7066295203203887,0.43768100052984743,1.6838946111559323,3.5605809916760798,29.266548842229792,61.05948377128752,2.6571864143489154,-2.2827752314632503
