stage,panel_count,exact_objective,signed_root_defect,root_relative_mismatch,condition_number,dipole_coefficient
source,80,0.06732098796512861,-0.0009460763766696827,0.0009460763766696827,27117.53027944473,2.8380669206840197
source,160,0.06801299737679983,0.0002157636836127555,0.0002157636836127555,49194.12364915342,2.8340538723170594
source,320,0.06826223653550276,0.0006349765993339685,0.0006349765993339685,115261.65205097749,2.8312953867285087
candidate_factor_1,80,0.06369884644754462,-0.0019807115687848313,0.0019807115687848313,31546.975158224406,2.838907013255066
candidate_factor_1,160,0.06416030303686186,-0.0007653129863931172,0.0007653129863931172,49312.11564363969,2.8349137362751935
candidate_factor_1,320,0.06426677126388805,-0.00030034917938026633,0.00030034917938026633,115491.83221257548,2.8321697981513223
candidate_factor_0.5,80,0.0649558678792858,-0.001185418076220101,0.001185418076220101,42729.196081851725,2.838575267623518
candidate_factor_0.5,160,0.0654725345396116,-6.700622497540624e-05,6.700622497540624e-05,49307.51343087566,2.834574930310706
candidate_factor_0.5,320,0.06561852334775965,0.0003960926674923629,0.0003960926674923629,115469.83074581261,2.8318277022753087
candidate_factor_0.25,80,0.06600312009102297,-0.000996501906880875,0.000996501906880875,27183.82893530082,2.8383408571483137
candidate_factor_0.25,160,0.06659585398307287,0.00020240902452410716,0.00020240902452410716,49197.406254583846,2.834336780167952
candidate_factor_0.25,320,0.06678783104241122,0.0006284385795034274,0.0006284385795034274,115273.46150652757,2.8315838318971482
candidate_factor_0.125,80,0.06662920709843487,-0.0009533517353336347,0.0009533517353336347,27150.62183643922,2.838208670406006
candidate_factor_0.125,160,0.06727013029970005,0.0002306090298598265,0.0002306090298598265,49195.62322436442,2.8342007847828237
candidate_factor_0.125,320,0.06748985479104691,0.0006507373846641696,0.0006507373846641696,115267.56918320354,2.8314450752931286
