omega_e_sqrt_L_g,amplitude,incident_amplitude,diffraction_amplitude,condition,residual
2.0,16.825788303625696,15.15214950048341,2.5390213247651072,63545.621860942156,2.4251179870245837e-15
3.0,10.031636764396366,8.856557543876624,1.805437298477328,63545.621860942156,2.389019324427255e-15
4.0,4.040913501872172,2.4031065352238254,1.763810509319226,63545.621860942156,2.040057204340892e-15
