root_xi_scale,status,kinematic_rms,kinematic_integral,kinematic_convergence_integral,dipole_coefficient,condition_number,root_thickness,interface_s_lambda,measured_s_lambda,root_relative_mismatch,jet_reached_tip,jet_point_count,condition_number_ratio,matching_surface_shift_panels,reason
1.0,PHYSICAL,0.10894529479906419,0.21238706695552143,0.21651493136458583,8.223560380057524,99520.1322912826,0.025428179535961205,4.097768614533516,4.152625983076481,0.0133871318034901,True,990.0,1.001478193029693,5.0625,
0.995,PHYSICAL,0.12588449971036123,0.29641810320812906,0.30064407845662094,8.175182355232046,99527.4334602282,0.019624507105656375,4.084512446999324,4.185413798648891,0.024703401681073003,True,986.0,1.001551665213806,6.02734375,
0.99,PHYSICAL,0.14183668221967674,0.3934200785604911,0.3977375825239559,8.127067074409581,99544.82202428085,0.01403881448612544,4.07195350885291,4.22221946144731,0.03690266901812703,True,982.0,1.00172664757472,6.93359375,
0.98,PHYSICAL,0.17958697073606292,0.6942787834609212,0.7092980991370896,8.031259647153796,99309.96265796076,0.006433931421661706,3.209300253266019,3.9875038987446754,0.24248390118272642,True,956.0,0.9993632410118155,1.5859375,
0.97,REJECTED_PHYSICAL,,,,,,,,,,,,,,"No shallow-water-compatible outer/jet matching surface remains. Last root error: The shallow-water root state has no physical first-step solution: f=0.0115106833447, S_lambda=4.4999930221, S_tau=-3.99588028448, delta_lambda=0.00416420716917."
0.95,REJECTED_PHYSICAL,,,,,,,,,,,,,,"No shallow-water-compatible outer/jet matching surface remains. Last root error: The jet root requires thickness>0, S_lambda>0, S_tau<0 and delta_lambda>0; invalid=S_lambda<=0; thickness=0.039001780157591211, S_lambda=-10.093621474210817, S_tau=-3.9142952809581004, delta_lambda=0.0041854418434934485."
