sigma,coefficient,calculated_nondimensional,reference_nondimensional,absolute_error_nondimensional,relative_error,relative_error_limit,passed,digitization_uncertainty_nondimensional,source_column
1.4,A33,0.8741617973408675,1.00621118,0.13204938265913246,0.1312342630292902,0.1,False,0.0372670807,heave
1.4,A35,-0.1358887483383339,0.645962733,0.7818514813383338,1.2103662353820865,0.1,False,0.0372670807,pitch
1.4,A53,-0.07699796172643729,-0.208074534,0.13107657227356273,0.6299500941021583,0.1,False,0.0372670807,heave
1.4,A55,0.50978860079471,0.614906832,0.10511823120528996,0.1709498508308816,0.1,False,0.0372670807,pitch
1.4,B33,2.3967396208170895,2.57342657,0.1766869491829106,0.06865824393151836,0.1,True,0.111888112,heave
1.4,B35,-3.6918405901358695,-3.50582751,0.18601308013586948,0.05305825218305434,0.1,True,0.111888112,pitch
1.4,B53,1.0315672558802862,1.68764569,0.6560784341197139,0.38875365724408295,0.1,False,0.111888112,heave
1.4,B55,3.56285817779532,4.05594406,0.49308588220467975,0.12157117428406539,0.1,False,0.111888112,pitch
