outer_panel_index,xi_mid,eta_mid,panel_length,arc_mid,normalized_arc_mid,s_nu,k_contribution,k_fraction,cumulative_k_fraction,s_nu_left,s_nu_right,k_contribution_linear_exact
0,4.312567830603522,0.42545383966662453,0.004335935583939544,0.002167967791969772,0.00013755829848108804,-5.398383160893754,0.12636017945223,0.9385849035947763,0.9385849035947763,-12.102555986203969,1.3057896644164604,0.19132106992750464
1,4.314453074673281,0.4215508083049839,0.004335955142401397,0.006503913155140243,0.00041267551593881374,0.39927645279318913,0.0006912452781601765,0.005134468671814344,0.9437193722665905,1.383254697039141,-0.5847017914527632,0.002090621591189891
2,4.316258169014362,0.4176135230575947,0.0043359227155290725,0.010839852084105477,0.0006877923251440148,-0.6340317717217308,0.001743024834757662,0.012946933152408161,0.9566663054189987,-0.7150743564282735,-0.552989187015188,0.0017525174711333347
3,4.317991519444731,0.41358538849205184,0.004436738979912845,0.015226182931826435,0.0009661065188430771,-0.4533440437813052,0.0009118422422930429,0.006773030608110271,0.963439336027109,-0.49408081523646663,-0.41260727232614247,0.0009142964755541378
4,4.3200129688798246,0.4094126799458466,0.004838599294410671,0.01986385206898819,0.0012603682130385423,-0.30274889243319514,0.0004434909723277654,0.003294185979411121,0.9667335220065201,-0.34676799601712016,-0.25872978884926967,0.00044661619374227433
5,4.325089114842214,0.4006584176974405,0.015409493663969579,0.029987898548178318,0.001902742427535296,-0.2240693065614705,0.0007736652827021846,0.005746672392580558,0.9724801943991006,-0.13633583055657406,-0.31180278256636784,0.0008132017432290352
6,4.335972458005967,0.38486850355930835,0.022993308707166905,0.049189299733746555,0.003121077905268418,-0.24605026047451872,0.0013920317098729993,0.010339807634619206,0.9828200020337199,-0.09779232832447571,-0.3943081926245622,0.0015604991948245715
7,4.351851791027581,0.36704234270668057,0.024905858069867195,0.0731388831222636,0.004640687169049063,-0.11346942534702009,0.00032067065563411975,0.002381894657864166,0.9852018966915841,0.02076797603382552,-0.24770682672786526,0.0004702691858968245
8,4.3714421638848115,0.35013421283538065,0.026920558947488467,0.09905209163094145,0.0062848891188394115,-0.07914478549273163,0.00016862761033252402,0.0012525411887943975,0.9864544378803783,0.07182348309138042,-0.23011305407684368,0.0003731468486582099
9,4.394288587061775,0.33403428658588796,0.0290378500141537,0.12703129611176253,0.008060179220238597,-0.049548948890651534,7.129077725565624e-05,0.0005295374507044982,0.9869839753310828,0.08227706644753896,-0.18137496422884158,0.00023949831477091318
10,4.4202694704238485,0.3187820328197396,0.03125781424784654,0.15717912824276264,0.009973069488348111,-0.030383955983942723,2.885673840825649e-05,0.00021434362593013165,0.9871983189570128,0.08861236543383821,-0.1493802774017241,0.00017639491897161955
11,4.44925107830876,0.3042872343063747,0.03358012426992829,0.18959809750165008,0.012030064184616843,-0.023196389788147975,1.806854138949099e-05,0.00013421047874156322,0.9873325294357544,0.08152386554805702,-0.12791664512435297,0.00014081880380208082
12,4.481179239910755,0.29049347957532223,0.03600401652102566,0.22439016789712707,0.014237632960298535,-0.013667311255520787,6.7253845580296336e-06,4.995517135540631e-05,0.98738248460711,0.07842669993792772,-0.1057613224489693,0.00010851242244624444
13,4.516042089852883,0.27735180664540904,0.03852830433521308,0.26165632832524643,0.01660218359541555,-0.009952543839485406,3.8163490947234735e-06,2.834728205264375e-05,0.9874108318891626,0.07135188844030615,-0.09125697611927697,8.871232094527168e-05
14,4.5538472830440195,0.26480460925153193,0.04115136590020241,0.30149616344295416,0.01913003477053826,-0.00639218330332092,1.6814451145132879e-06,1.2489528010697284e-05,0.9874233214171731,0.06549424512053625,-0.07827861172717832,7.256684829708652e-05
15,4.594627451228861,0.25281628095121667,0.0438711444203752,0.34400741860324296,0.021827388461771617,-0.003720757948774134,6.073538656264851e-07,4.511335548019349e-06,0.9874278327527212,0.06014618149406159,-0.0675876973916103,6.025728115483216e-05
16,4.638425389285354,0.24135092606178682,0.04668515289658747,0.3892855672617243,0.024700302492554088,-0.0019764057027669146,1.8236058728909842e-07,1.3545477300064453e-06,0.9874291873004511,0.054990785025982314,-0.05894359643151659,5.068419310357676e-05
17,4.685292300138897,0.23037833866549906,0.04959047810172764,0.4374233827608819,0.027754663363221944,-0.000596819835917195,1.766382661835512e-08,1.312043167046254e-07,0.9874293185047679,0.05042014555942487,-0.051613785231259035,4.3041218048853906e-05
18,4.735284822529563,0.21987392719056306,0.05258379036328643,0.4885105169933889,0.030996159517052535,0.00044372981561191516,1.0353545836183115e-08,7.690462187252402e-08,0.9874293954093898,0.0463079289772117,-0.04542046934598809,3.688078863010331e-05
19,4.788462249821599,0.20981659063794217,0.055661355096306486,0.5426330897231854,0.034430255282546056,0.0013111659964515354,9.569056762446871e-08,7.107755194562314e-07,0.9874301061849092,0.04268958122977651,-0.040067249236873215,3.186298493428759e-05
20,4.844884712253762,0.20018779920649135,0.058819047436630925,0.599873290989654,0.03806216564583444,0.0019466421882814444,2.2288982823828754e-07,1.6555929950097692e-06,0.9874317617779043,0.03940066860214331,-0.03550738422558064,2.7726756689965463e-05
