wave_period_s,omega0_rad_s,omega_e_rad_s,wavenumber_rad_m,radiation_model,matrix_status,matrix_type,row_dof,col_dof,row_index,col_index,value
1.0,6.283185307179586,14.334541805954894,4.025678249387654,pressure_transfer_pdstrip_step,experimental_pressure_transfer_pdstrip_step_forward_speed_assembly_not_validated,added_mass,surge,surge,0,0,50.20994466796725
1.0,6.283185307179586,14.334541805954894,4.025678249387654,pressure_transfer_pdstrip_step,experimental_pressure_transfer_pdstrip_step_forward_speed_assembly_not_validated,added_mass,surge,sway,0,1,0.0
1.0,6.283185307179586,14.334541805954894,4.025678249387654,pressure_transfer_pdstrip_step,experimental_pressure_transfer_pdstrip_step_forward_speed_assembly_not_validated,added_mass,surge,heave,0,2,0.0
1.0,6.283185307179586,14.334541805954894,4.025678249387654,pressure_transfer_pdstrip_step,experimental_pressure_transfer_pdstrip_step_forward_speed_assembly_not_validated,added_mass,surge,roll,0,3,0.0
1.0,6.283185307179586,14.334541805954894,4.025678249387654,pressure_transfer_pdstrip_step,experimental_pressure_transfer_pdstrip_step_forward_speed_assembly_not_validated,added_mass,surge,pitch,0,4,0.0
1.0,6.283185307179586,14.334541805954894,4.025678249387654,pressure_transfer_pdstrip_step,experimental_pressure_transfer_pdstrip_step_forward_speed_assembly_not_validated,added_mass,surge,yaw,0,5,0.0
1.0,6.283185307179586,14.334541805954894,4.025678249387654,pressure_transfer_pdstrip_step,experimental_pressure_transfer_pdstrip_step_forward_speed_assembly_not_validated,added_mass,sway,surge,1,0,0.0
1.0,6.283185307179586,14.334541805954894,4.025678249387654,pressure_transfer_pdstrip_step,experimental_pressure_transfer_pdstrip_step_forward_speed_assembly_not_validated,added_mass,sway,sway,1,1,2989.5709850825833
1.0,6.283185307179586,14.334541805954894,4.025678249387654,pressure_transfer_pdstrip_step,experimental_pressure_transfer_pdstrip_step_forward_speed_assembly_not_validated,added_mass,sway,heave,1,2,0.0
1.0,6.283185307179586,14.334541805954894,4.025678249387654,pressure_transfer_pdstrip_step,experimental_pressure_transfer_pdstrip_step_forward_speed_assembly_not_validated,added_mass,sway,roll,1,3,0.0
1.0,6.283185307179586,14.334541805954894,4.025678249387654,pressure_transfer_pdstrip_step,experimental_pressure_transfer_pdstrip_step_forward_speed_assembly_not_validated,added_mass,sway,pitch,1,4,0.0
1.0,6.283185307179586,14.334541805954894,4.025678249387654,pressure_transfer_pdstrip_step,experimental_pressure_transfer_pdstrip_step_forward_speed_assembly_not_validated,added_mass,sway,yaw,1,5,1325.6976245982783
1.0,6.283185307179586,14.334541805954894,4.025678249387654,pressure_transfer_pdstrip_step,experimental_pressure_transfer_pdstrip_step_forward_speed_assembly_not_validated,added_mass,heave,surge,2,0,0.0
1.0,6.283185307179586,14.334541805954894,4.025678249387654,pressure_transfer_pdstrip_step,experimental_pressure_transfer_pdstrip_step_forward_speed_assembly_not_validated,added_mass,heave,sway,2,1,0.0
1.0,6.283185307179586,14.334541805954894,4.025678249387654,pressure_transfer_pdstrip_step,experimental_pressure_transfer_pdstrip_step_forward_speed_assembly_not_validated,added_mass,heave,heave,2,2,3947.3702974686494
1.0,6.283185307179586,14.334541805954894,4.025678249387654,pressure_transfer_pdstrip_step,experimental_pressure_transfer_pdstrip_step_forward_speed_assembly_not_validated,added_mass,heave,roll,2,3,0.0
1.0,6.283185307179586,14.334541805954894,4.025678249387654,pressure_transfer_pdstrip_step,experimental_pressure_transfer_pdstrip_step_forward_speed_assembly_not_validated,added_mass,heave,pitch,2,4,2786.917893584491
1.0,6.283185307179586,14.334541805954894,4.025678249387654,pressure_transfer_pdstrip_step,experimental_pressure_transfer_pdstrip_step_forward_speed_assembly_not_validated,added_mass,heave,yaw,2,5,0.0
1.0,6.283185307179586,14.334541805954894,4.025678249387654,pressure_transfer_pdstrip_step,experimental_pressure_transfer_pdstrip_step_forward_speed_assembly_not_validated,added_mass,roll,surge,3,0,0.0
1.0,6.283185307179586,14.334541805954894,4.025678249387654,pressure_transfer_pdstrip_step,experimental_pressure_transfer_pdstrip_step_forward_speed_assembly_not_validated,added_mass,roll,sway,3,1,0.0
1.0,6.283185307179586,14.334541805954894,4.025678249387654,pressure_transfer_pdstrip_step,experimental_pressure_transfer_pdstrip_step_forward_speed_assembly_not_validated,added_mass,roll,heave,3,2,0.0
1.0,6.283185307179586,14.334541805954894,4.025678249387654,pressure_transfer_pdstrip_step,experimental_pressure_transfer_pdstrip_step_forward_speed_assembly_not_validated,added_mass,roll,roll,3,3,5603.88635619915
1.0,6.283185307179586,14.334541805954894,4.025678249387654,pressure_transfer_pdstrip_step,experimental_pressure_transfer_pdstrip_step_forward_speed_assembly_not_validated,added_mass,roll,pitch,3,4,0.0
1.0,6.283185307179586,14.334541805954894,4.025678249387654,pressure_transfer_pdstrip_step,experimental_pressure_transfer_pdstrip_step_forward_speed_assembly_not_validated,added_mass,roll,yaw,3,5,0.0
1.0,6.283185307179586,14.334541805954894,4.025678249387654,pressure_transfer_pdstrip_step,experimental_pressure_transfer_pdstrip_step_forward_speed_assembly_not_validated,added_mass,pitch,surge,4,0,0.0
1.0,6.283185307179586,14.334541805954894,4.025678249387654,pressure_transfer_pdstrip_step,experimental_pressure_transfer_pdstrip_step_forward_speed_assembly_not_validated,added_mass,pitch,sway,4,1,0.0
1.0,6.283185307179586,14.334541805954894,4.025678249387654,pressure_transfer_pdstrip_step,experimental_pressure_transfer_pdstrip_step_forward_speed_assembly_not_validated,added_mass,pitch,heave,4,2,2797.5496582546966
1.0,6.283185307179586,14.334541805954894,4.025678249387654,pressure_transfer_pdstrip_step,experimental_pressure_transfer_pdstrip_step_forward_speed_assembly_not_validated,added_mass,pitch,roll,4,3,0.0
