outer_iteration,node_index,normal_displacement
1,0,-9.156160319032919e-05
1,1,-3.925561850377682e-05
1,2,-3.6563790837251726e-05
1,3,-9.992671858113404e-06
1,4,-2.6361627493969932e-05
1,5,-2.5946367072295152e-05
1,6,-2.805594050091491e-05
1,7,-2.4361649022955614e-05
1,8,-1.7847235785098447e-05
1,9,-1.6642814071498655e-05
1,10,-1.0292507727439851e-05
1,11,-1.9745969730297716e-06
1,12,-8.105809945409767e-06
1,13,7.242997373032691e-06
1,14,-3.2667852326962742e-06
1,15,6.437668253636349e-07
1,16,7.870189939413353e-07
1,17,-1.1151970007993838e-06
1,18,-1.528769054268292e-06
1,19,-3.277167417349867e-07
1,20,-2.072043008142024e-06
1,21,-7.379787583619172e-06
1,22,-1.5819728159154913e-05
1,23,-1.710853733456471e-05
1,24,-8.32932711320562e-06
1,25,-1.8256915819700158e-06
1,26,1.74970654679243e-06
1,27,1.570649264874007e-05
1,28,3.977761767194109e-05
1,29,5.746746334383338e-05
1,30,6.003148792593591e-05
1,31,5.8944641853100546e-05
1,32,5.9949821832271905e-05
1,33,5.631719367800294e-05
1,34,4.471429633966963e-05
1,35,3.156993094308252e-05
1,36,2.5268054550448725e-05
1,37,2.1288001401957824e-05
1,38,1.560721463384091e-05
1,39,1.2832222750526984e-05
1,40,1.1467955672618055e-05
1,41,1.1617556719530965e-05
1,42,1.4420132316698096e-05
1,43,1.751526141356711e-05
1,44,2.080946966586896e-05
1,45,2.338464481303007e-05
1,46,2.5358851550710944e-05
1,47,2.8295913855639795e-05
1,48,3.05135655594911e-05
1,49,3.0321407157234973e-05
1,50,2.974888179921839e-05
1,51,2.9296686921282763e-05
1,52,2.7773621133127998e-05
1,53,2.5545062297503053e-05
1,54,2.3438224782968784e-05
1,55,2.1545655221439278e-05
1,56,1.9986254921309994e-05
1,57,1.853068638544478e-05
1,58,1.7649944333129966e-05
1,59,1.7383312771237816e-05
1,60,1.736141494734374e-05
1,61,1.7894194008364565e-05
1,62,1.8569003557745733e-05
1,63,1.9194512967071072e-05
1,64,1.9807848523046126e-05
1,65,2.0118661502738792e-05
1,66,2.0224391300921137e-05
1,67,2.0016446004592663e-05
1,68,1.9530926187402947e-05
1,69,1.887909905314303e-05
1,70,1.810703110740455e-05
1,71,1.7320975632911797e-05
1,72,1.6577169873769684e-05
1,73,1.6028529815909606e-05
1,74,1.5689066330969182e-05
1,75,1.5543139036409356e-05
1,76,1.557268110674953e-05
1,77,1.5725790892545922e-05
1,78,1.589638936338843e-05
1,79,1.594919837745969e-05
1,80,1.5850273074528985e-05
1,81,1.557154425775066e-05
1,82,1.5135711845618e-05
1,83,1.461745082015337e-05
1,84,1.4092280170057987e-05
1,85,1.3659807668475712e-05
1,86,1.3382891551600407e-05
1,87,1.3292677740780988e-05
1,88,1.3344734145388639e-05
1,89,1.3453902428197278e-05
1,90,1.3489032905345474e-05
1,91,1.3120252432587603e-05
1,92,1.2337017485699077e-05
1,93,1.221762166059479e-05
1,94,1.2453858127236706e-05
1,95,1.2254132742567548e-05
1,96,1.1456230710451344e-05
1,97,1.104924701590913e-05
1,98,1.147931995933146e-05
1,99,1.1563997470646256e-05
1,100,1.1283095453903721e-05
1,101,1.0873876531994725e-05
1,102,1.0371062272111173e-05
1,103,1.03163484993187e-05
1,104,1.0639786768660607e-05
1,105,1.0238462947812432e-05
1,106,9.532112388125615e-06
1,107,9.601539828698688e-06
1,108,9.8505634159443e-06
1,109,9.694620328398016e-06
1,110,9.413718518450947e-06
1,111,8.881340327308942e-06
1,112,8.52420646046632e-06
1,113,8.929953576680646e-06
1,114,9.059062136227308e-06
1,115,8.4065504631344e-06
1,116,8.097570277035964e-06
1,117,8.208849148225739e-06
1,118,8.128155598773115e-06
1,119,7.960953894203418e-06
1,120,7.41004941904934e-06
1,121,6.6630710652778e-06
1,122,6.77217977017817e-06
1,123,7.095598726709685e-06
1,124,6.640834591385602e-06
1,125,6.332718965461793e-06
1,126,6.605064206007413e-06
1,127,6.944509824063251e-06
1,128,7.413522805222723e-06
1,129,7.562103248953605e-06
1,130,7.268369817369107e-06
1,131,7.672533775067942e-06
1,132,8.370704775448846e-06
1,133,8.160688294867092e-06
1,134,7.728515299295809e-06
1,135,7.581485024724306e-06
1,136,7.410492080800603e-06
1,137,7.407456649655342e-06
1,138,7.000273426848146e-06
1,139,5.980094681925828e-06
1,140,5.675820550560043e-06
1,141,5.835949337931866e-06
1,142,5.279719397935815e-06
1,143,4.630063341865748e-06
1,144,4.310006694898648e-06
1,145,4.189853819734641e-06
1,146,4.566000583431012e-06
1,147,4.633804357036267e-06
1,148,4.171776868613431e-06
1,149,4.563090511874372e-06
1,150,5.398948554748946e-06
1,151,5.565429717503392e-06
1,152,5.603382434560866e-06
1,153,5.665010381890242e-06
1,154,5.8201557054701375e-06
1,155,6.37007236009472e-06
1,156,6.2157319499405905e-06
1,157,5.373407297981824e-06
1,158,5.282496633855012e-06
1,159,5.3235364772841304e-06
1,160,4.701021607380179e-06
1,161,3.981683551850823e-06
1,162,3.182329565894137e-06
1,163,2.7724143906611167e-06
1,164,2.963801621847183e-06
1,165,2.47692380947161e-06
1,166,1.7905733693794256e-06
1,167,2.1720849873697737e-06
1,168,2.716210794591652e-06
1,169,2.9528594171316304e-06
1,170,3.1959709149155864e-06
1,171,3.2922037102886656e-06
1,172,3.965088583472786e-06
1,173,4.93079104986741e-06
1,174,4.813129809563963e-06
1,175,4.540047859131384e-06
1,176,4.936111899916925e-06
1,177,4.988636799502787e-06
1,178,4.6141662092515005e-06
1,179,3.893291601886738e-06
1,180,2.9214510367671206e-06
1,181,2.7186931359938954e-06
1,182,2.555961542250845e-06
1,183,1.4601696494560213e-06
1,184,8.223899459567435e-07
1,185,1.0018592491966234e-06
1,186,1.1311064109529932e-06
1,187,1.2999267329037643e-06
1,188,1.2575279303022376e-06
1,189,1.395206459919931e-06
1,190,2.546437937890151e-06
1,191,3.366337267050274e-06
1,192,3.263904317552016e-06
1,193,3.6272791072981934e-06
1,194,4.2766294241038774e-06
1,195,4.543313060392812e-06
1,196,4.4523702352308805e-06
1,197,3.635278026562536e-06
1,198,2.956129546165986e-06
1,199,3.060226575406102e-06
1,200,2.446975134179383e-06
1,201,1.1471692642017451e-06
1,202,5.733983762381425e-07
1,203,4.154369084528395e-07
1,204,3.293337953453211e-07
1,205,2.2474571181733756e-07
1,206,-2.719178511941691e-07
1,207,-6.020866373471622e-08
1,208,1.1523306914335826e-06
1,209,1.6639918160329572e-06
1,210,1.6651133768620138e-06
1,211,2.296213159340564e-06
1,212,3.049594669840953e-06
1,213,3.6329476950828033e-06
1,214,3.779301257621098e-06
1,215,3.0476006284338507e-06
1,216,2.705152861225862e-06
1,217,3.080694621611491e-06
1,218,2.4931573365605676e-06
1,219,1.280694197559418e-06
1,220,7.190236775325078e-07
1,221,4.0737622919105555e-07
1,222,2.6128717606401727e-07
1,223,1.265768571200053e-07
1,224,-6.713659828323575e-07
1,225,-8.336953842130813e-07
1,226,3.268369433962907e-07
1,227,8.757964114497844e-07
1,228,7.325963052624043e-07
1,229,1.2588789222554161e-06
1,230,1.9167571606025907e-06
1,231,2.5743550409140128e-06
1,232,3.297422404506215e-06
1,233,2.7551468047256985e-06
1,234,1.9313367074585636e-06
1,235,2.5731310812883097e-06
1,236,2.7656965044317764e-06
1,237,1.610589299724485e-06
1,238,9.550532107663313e-07
1,239,5.136428534741682e-07
1,240,6.529067884806929e-08
1,241,6.362184054113503e-07
1,242,3.8953995674333486e-07
1,243,-1.1306734717267467e-06
1,244,-7.374982518583167e-07
1,245,8.243433821337537e-07
1,246,8.108969236975491e-07
1,247,7.249126849338368e-07
1,248,7.933301816973874e-07
1,249,4.440028474602349e-07
1,250,2.1980696716613976e-06
1,251,2.1108654379397e-06
1,252,6.536546874035893e-07
1,253,1.2263843008038587e-06
1,254,1.2996059116613637e-06
1,255,1.1264752338417119e-06
1,256,1.2141910835873082e-06
1,257,9.920055574416224e-07
1,258,8.368019518454383e-07
1,259,6.56962898260179e-07
1,260,3.646508085283252e-07
1,261,2.205556469820043e-07
1,262,-3.270531380751555e-08
1,263,-9.422279034320217e-08
1,264,-1.876990216603424e-07
1,265,-1.3129128210386673e-07
1,266,-5.3803421891177936e-08
1,267,2.0401728023596319e-07
1,268,4.0998031647438573e-07
1,269,6.770266510483682e-07
1,270,8.990846203699559e-07
1,271,1.3087200506755494e-06
1,272,1.1165280101229796e-06
1,273,1.6239587011059137e-06
1,274,1.5950655606930915e-06
1,275,1.146135213603387e-06
1,276,1.5106143595823056e-06
1,277,3.1437529964023386e-07
1,278,1.1469838940190684e-06
1,279,2.613593675469205e-07
1,280,-2.453361978369387e-08
1,281,1.099645273264792e-07
1,282,-4.817206299758498e-07
1,283,-1.5135966429893518e-07
1,284,-1.0856815124379538e-06
1,285,-4.68939583742504e-09
1,286,-5.977074835428374e-07
1,287,-3.877814148153965e-07
1,288,5.013808707006456e-07
1,289,-2.893142533118936e-07
1,290,6.365222829298517e-07
1,291,7.943722541963938e-07
1,292,7.076966286829335e-07
1,293,1.0908941334208946e-07
1,294,1.421483349371109e-06
1,295,9.072388325225245e-07
1,296,-1.245667338842072e-06
1,297,2.9098201094354703e-06
1,298,3.5889968914588433e-07
1,299,-3.7244007902607426e-06
1,300,1.728090621865506e-06
1,301,1.9951304097648384e-07
1,302,-3.137399980794513e-06
1,303,-8.794321002886887e-08
1,304,3.6611748176822467e-06
1,305,9.842898998751294e-07
1,306,-1.63858409333984e-06
1,307,-5.5218450440957526e-06
1,308,-4.035796768333784e-06
1,309,4.69763294804069e-06
1,310,2.367727533765852e-06
1,311,-3.770711294977985e-06
1,312,2.801279851039447e-06
1,313,1.2519338239811212e-05
1,314,4.89051981071566e-06
1,315,-2.9823910323845924e-06
1,316,-9.1336892422121e-06
1,317,-6.103499768571186e-06
1,318,2.1300178900719515e-06
1,319,0.0
1,320,0.0
