outer_iteration,step_factor,source_formal_exact_objective,candidate_formal_exact_objective,formal_exact_relative_decrease,source_reduced_objective,source_projected_integral,source_unresolved_integral,candidate_reduced_objective,candidate_projected_integral,candidate_unresolved_integral,candidate_unrepresented_projected_integral,gmres_info,krylov_iterations,jvp_calls,direction_solver,exact_subspace_rank,exact_subspace_condition_number,trust_region_step_scale,right_preconditioner,right_scale_minimum,right_scale_median,right_scale_maximum,geometric_ratio_minimum,geometric_ratio_median,geometric_ratio_maximum,source_curvature_energy,source_maximum_turning_angle_deg,candidate_curvature_energy,candidate_root_relative_mismatch
1,1.0,0.0035865375383692197,0.0035487475996871807,0.010536607599323214,0.002792393915025011,0.002815732091370386,0.0007708054469988332,0.002733387719166067,0.0027551310442079906,0.0007936165554791891,2.174332504192378e-05,1,16,18,exact_krylov_subspace,16,42.76848658339217,1.0,none,1.0,1.0,1.0,1.0,1.0,1.0,22.649805476128105,7.058858442413615,23.2305534172276,5.559525481095583e-10
