benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,candidate_name,candidate_order,candidate_description,candidate_is_current_default,candidate_recomputed_matched_bie,free_surface_time_direction_sign,free_surface_dynamic_gravity_sign,free_surface_potential_elevation_level,reference_value,computed_value,raw_computed_value,raw_to_reference_raw_ratio,abs_error,rel_error,tolerance,near_zero_abs_tolerance,effective_abs_tolerance,gate_error_ratio,current_default_gate_error_ratio,gate_ratio_delta_vs_current,error_metric,candidate_gate_status,matched_heave_free_surface_potential_norm_max,matched_pitch_free_surface_potential_norm_max,matched_heave_free_surface_potential_increment_to_normal_derivative_gain_max,matched_heave_free_surface_potential_increment_normal_derivative_phase_deg_median,matched_selected_body_pressure_to_body_potential_gain_max,matched_selected_body_pressure_forward_to_time_norm_ratio_max,matched_selected_pressure_gradient_component_value,provider_route,provider_formulation,gate_role
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,current_eq19_22,0,Current Eq.19-Eq.22 staggered update: positive local-time step and -g*eta_updated dynamic condition.,True,False,1.0,-1.0,updated,1.0,10.289989439187291,822.6846556630239,10.289989439187291,9.289989439187291,9.289989439187291,0.15,0.0,0.15,61.93326292791528,61.93326292791528,0.0,relative,FAIL,2.141293816109691,2.6788030739603026,0.464513032180465,180.0,82301.45327044607,44.39906255459733,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,reverse_local_time,1,Uses a negative local-time increment in both kinematic and dynamic updates; diagnostic for station-order time mapping.,False,True,-1.0,-1.0,updated,1.0,10.289989439187291,822.6846556630239,10.289989439187291,9.289989439187291,9.289989439187291,0.15,0.0,0.15,61.93326292791528,61.93326292791528,0.0,relative,FAIL,2.141293816109691,2.6788030739603026,0.464513032180465,180.0,82301.45327044607,44.39906255459733,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,dynamic_gravity_sign_flipped,2,Flips only the free-surface dynamic condition sign from -g*eta to +g*eta.,False,True,1.0,1.0,updated,1.0,-100.89873079106448,-8066.853526745605,-100.89873079106448,101.89873079106448,101.89873079106448,0.15,0.0,0.15,679.32487194043,61.93326292791528,617.3916090125147,relative,FAIL,221.96396869607386,339.3946950793389,0.09591913546437378,0.0,80293.4181819974,43.31523396156585,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,potential_uses_previous_elevation,3,Updates phi with the previous half-step elevation instead of the newly updated half-step elevation.,False,True,1.0,-1.0,previous,1.0,10.617292190045939,848.8525105941728,10.617292190045939,9.617292190045939,9.617292190045939,0.15,0.0,0.15,64.11528126697293,61.93326292791528,2.182018339057649,relative,FAIL,2.3159898281844398,2.899433053745743,0.3221034735634273,180.0,87877.32728342598,47.4085498543138,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,potential_uses_average_elevation,4,Updates phi with the average of previous and updated half-step elevations.,False,True,1.0,-1.0,average,1.0,10.434793725555856,834.2617583581907,10.434793725555856,9.434793725555856,9.434793725555856,0.15,0.0,0.15,62.898624837039044,61.93326292791528,0.9653619091237644,relative,FAIL,2.2220075627644187,2.7748731535643736,0.3880521850437239,180.0,81883.6465886515,44.173554273246296,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,reverse_time_and_dynamic_sign,5,"Uses reverse local time and flips the dynamic sign, separating dt direction from the sign of the pressure-potential update.",False,True,-1.0,1.0,updated,1.0,-100.89873079106448,-8066.853526745605,-100.89873079106448,101.89873079106448,101.89873079106448,0.15,0.0,0.15,679.32487194043,61.93326292791528,617.3916090125147,relative,FAIL,221.96396869607386,339.3946950793389,0.09591913546437378,0.0,80293.4181819974,43.31523396156585,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,current_eq19_22,0,Current Eq.19-Eq.22 staggered update: positive local-time step and -g*eta_updated dynamic condition.,True,False,1.0,-1.0,updated,2.1,9.646482723616819,1394.399342597508,4.5935632017222945,7.546482723616819,3.5935632017222945,0.15,0.0,0.315,23.957088011481964,23.957088011481964,0.0,relative,FAIL,4.282587632219382,2.9908512131542353,0.464513032180465,180.0,82364.02322667143,22.199531277298664,9.045074513727819,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,reverse_local_time,1,Uses a negative local-time increment in both kinematic and dynamic updates; diagnostic for station-order time mapping.,False,True,-1.0,-1.0,updated,2.1,9.646482723616819,1394.399342597508,4.5935632017222945,7.546482723616819,3.5935632017222945,0.15,0.0,0.315,23.957088011481964,23.957088011481964,0.0,relative,FAIL,4.282587632219382,2.9908512131542353,0.464513032180465,180.0,82364.02322667143,22.199531277298664,9.045074513727819,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,dynamic_gravity_sign_flipped,2,Flips only the free-surface dynamic condition sign from -g*eta to +g*eta.,False,True,1.0,1.0,updated,2.1,-942.2066289261812,-136195.99408488703,-448.6698232981815,944.3066289261812,449.66982329818154,0.15,0.0,0.315,2997.798821987877,23.957088011481964,2973.841733976395,relative,FAIL,443.9279373921477,497.91290554369385,0.09591913546437378,0.0,80357.55169867583,21.657616980782926,-697.466538223158,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,potential_uses_previous_elevation,3,Updates phi with the previous half-step elevation instead of the newly updated half-step elevation.,False,True,1.0,-1.0,previous,2.1,10.73452686855163,1551.6761536262354,5.111679461215061,8.63452686855163,4.111679461215061,0.15,0.0,0.315,27.411196408100412,23.957088011481964,3.454108396618448,relative,FAIL,4.6319796563688795,3.269075505815691,0.3221034735634273,180.0,87935.92987018796,23.7042749271569,10.229912477311952,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_update_formula_candidate_not_hard_gate
