station,x,exponent,count,potential,field,normalized_rms,passed,solve_residual
12,0.2557645563861015,1.0,48,linear_z,body_phi,0.00419208356939357,True,3.193316444664207e-16
12,0.2557645563861015,1.0,48,linear_z,free_q,0.07028272434749241,False,3.193316444664207e-16
12,0.2557645563861015,1.0,48,quadratic,body_phi,0.00375311457081351,True,3.288301532853557e-16
12,0.2557645563861015,1.0,48,quadratic,free_q,0.33437422020099605,False,3.288301532853557e-16
12,0.2557645563861015,1.0,72,linear_z,body_phi,0.00414364326874233,True,3.4337443262759257e-16
12,0.2557645563861015,1.0,72,linear_z,free_q,0.07283665378425364,False,3.4337443262759257e-16
12,0.2557645563861015,1.0,72,quadratic,body_phi,0.006536523052331158,True,3.331557837789935e-16
12,0.2557645563861015,1.0,72,quadratic,free_q,1.194469659428607,False,3.331557837789935e-16
12,0.2557645563861015,1.0,96,linear_z,body_phi,0.004128977551298348,True,3.3605944038406974e-16
12,0.2557645563861015,1.0,96,linear_z,free_q,0.07599565422584435,False,3.3605944038406974e-16
12,0.2557645563861015,1.0,96,quadratic,body_phi,0.008813228953458773,True,3.600477300727323e-16
12,0.2557645563861015,1.0,96,quadratic,free_q,2.127403637127265,False,3.600477300727323e-16
12,0.2557645563861015,1.5,48,linear_z,body_phi,0.004003638179631593,True,3.045957469861309e-16
12,0.2557645563861015,1.5,48,linear_z,free_q,0.07119031717439679,False,3.045957469861309e-16
12,0.2557645563861015,1.5,48,quadratic,body_phi,0.002523802657601661,True,3.6347335374060092e-16
12,0.2557645563861015,1.5,48,quadratic,free_q,0.03473442629258661,False,3.6347335374060092e-16
12,0.2557645563861015,1.5,72,linear_z,body_phi,0.003994055705426796,True,3.365883043501279e-16
12,0.2557645563861015,1.5,72,linear_z,free_q,0.07237606668189152,False,3.365883043501279e-16
12,0.2557645563861015,1.5,72,quadratic,body_phi,0.003632026493297988,True,3.639145446808775e-16
12,0.2557645563861015,1.5,72,quadratic,free_q,0.3450518538950203,False,3.639145446808775e-16
12,0.2557645563861015,1.5,96,linear_z,body_phi,0.004003373469146058,True,3.43728136018735e-16
12,0.2557645563861015,1.5,96,linear_z,free_q,0.07403104865178842,False,3.43728136018735e-16
12,0.2557645563861015,1.5,96,quadratic,body_phi,0.005470218026376725,True,2.991125717921357e-16
12,0.2557645563861015,1.5,96,quadratic,free_q,0.8963756403281723,False,2.991125717921357e-16
42,0.8951311907918157,1.0,48,linear_z,body_phi,0.00419208356939357,True,3.193316444664207e-16
42,0.8951311907918157,1.0,48,linear_z,free_q,0.07028272434749241,False,3.193316444664207e-16
42,0.8951311907918157,1.0,48,quadratic,body_phi,0.00375311457081351,True,3.288301532853557e-16
42,0.8951311907918157,1.0,48,quadratic,free_q,0.33437422020099605,False,3.288301532853557e-16
42,0.8951311907918157,1.0,72,linear_z,body_phi,0.00414364326874233,True,3.4337443262759257e-16
42,0.8951311907918157,1.0,72,linear_z,free_q,0.07283665378425364,False,3.4337443262759257e-16
42,0.8951311907918157,1.0,72,quadratic,body_phi,0.006536523052331158,True,3.331557837789935e-16
42,0.8951311907918157,1.0,72,quadratic,free_q,1.194469659428607,False,3.331557837789935e-16
42,0.8951311907918157,1.0,96,linear_z,body_phi,0.004128977551298348,True,3.3605944038406974e-16
42,0.8951311907918157,1.0,96,linear_z,free_q,0.07599565422584435,False,3.3605944038406974e-16
42,0.8951311907918157,1.0,96,quadratic,body_phi,0.008813228953458773,True,3.600477300727323e-16
42,0.8951311907918157,1.0,96,quadratic,free_q,2.127403637127265,False,3.600477300727323e-16
42,0.8951311907918157,1.5,48,linear_z,body_phi,0.004003638179631593,True,3.045957469861309e-16
42,0.8951311907918157,1.5,48,linear_z,free_q,0.07119031717439679,False,3.045957469861309e-16
42,0.8951311907918157,1.5,48,quadratic,body_phi,0.002523802657601661,True,3.6347335374060092e-16
42,0.8951311907918157,1.5,48,quadratic,free_q,0.03473442629258661,False,3.6347335374060092e-16
42,0.8951311907918157,1.5,72,linear_z,body_phi,0.003994055705426796,True,3.365883043501279e-16
42,0.8951311907918157,1.5,72,linear_z,free_q,0.07237606668189152,False,3.365883043501279e-16
42,0.8951311907918157,1.5,72,quadratic,body_phi,0.003632026493297988,True,3.639145446808775e-16
42,0.8951311907918157,1.5,72,quadratic,free_q,0.3450518538950203,False,3.639145446808775e-16
42,0.8951311907918157,1.5,96,linear_z,body_phi,0.004003373469146058,True,3.43728136018735e-16
42,0.8951311907918157,1.5,96,linear_z,free_q,0.07403104865178842,False,3.43728136018735e-16
42,0.8951311907918157,1.5,96,quadratic,body_phi,0.005470218026376725,True,2.991125717921357e-16
42,0.8951311907918157,1.5,96,quadratic,free_q,0.8963756403281723,False,2.991125717921357e-16
80,1.7049955943723871,1.0,48,linear_z,body_phi,0.0008368136051707844,True,3.352868179388538e-16
80,1.7049955943723871,1.0,48,linear_z,free_q,0.06290441849971293,False,3.352868179388538e-16
80,1.7049955943723871,1.0,48,quadratic,body_phi,0.0005522605784009848,True,3.059262411860724e-16
80,1.7049955943723871,1.0,48,quadratic,free_q,0.146492041637192,False,3.059262411860724e-16
