node,y_over_Vt,material_dphi_dt_over_V2,similarity_material_dphi_dt_over_V2,auxiliary_psi_over_V2,difference_over_V2,cp_from_auxiliary,cp_from_finite_difference,cp_from_similarity_derivative
79,0.2931604207983433,4.44345935911386,-3.1074587572639647,-20.282340193980804,-24.725799553094664,41.52590392525792,-7.925695180931405,7.176141051824245
80,0.5863208415966866,4.508527071872464,-3.165793906398712,-20.605381142348556,-25.11390821422102,42.103278731020566,-8.124537697421477,7.2241042591208755
81,0.87948126239503,4.605556087753232,-3.2490737183540457,-21.084048419067404,-25.689604506820636,42.97842443606989,-8.40078457757138,7.308475034643175
82,1.1726416831933733,4.733553797269613,-3.3608703865870373,-21.723448637629392,-26.457002434899003,44.15744864326724,-8.75655622653077,7.432292141182529
83,1.4658021039917168,4.894982815499965,-3.506457437483602,-22.54506452274421,-27.440047338244174,45.67859013978933,-9.20150453669902,7.6013759692681155
84,1.75896252479006,5.094154804112239,-3.694829376243478,-23.586654703658517,-28.680809507770757,47.60943081159276,-9.752188203948753,7.825780156762681
85,2.052122945588403,5.336911524870091,-3.9407052487622716,-24.907890328398945,-30.24480185326904,50.056060669681074,-10.433543036857005,8.12169051040772
86,2.3452833663867465,5.6298683525549675,-4.268751672770622,-26.602501986772815,-32.23237033932778,53.18278377563051,-11.281956903025057,8.515283147626123
87,2.63844378718509,5.977522759608722,-4.722755188918453,-28.82237101184979,-34.799893771458514,57.24966473209856,-12.350122810818462,9.050433086235888
88,2.9316042079834337,6.371550934978778,-5.387482426510464,-31.827652533632914,-38.19920346861169,62.68503655405957,-13.71337038316381,9.804696339814676
89,3.2247646287817764,6.749874036130962,-6.448256656664151,-36.10110102536654,-42.8509750614975,70.22863720239937,-15.473312920595637,10.92294846499459
90,3.51792504958012,6.820976238084531,-8.38514072793839,-42.64401459606489,-49.464990834149425,81.19018546843206,-17.739796199866777,12.672437732179063
91,3.8110854703784636,5.157404887859047,-12.75878556534618,-53.876860357865965,-59.03426524572501,97.44767709539536,-20.620853396054656,15.211527510355795
92,4.104245891176806,-5.4996405954909,-25.047194596591858,-76.80405422895385,-71.30441363346294,115.78870219550774,-26.82012507141814,12.274982930783779
