iteration,residual_mode,shape_mode,value,finite_difference_step,root_defect_derivative,jacobian_condition_number
1,0,0,-0.14511833630668983,0.00021013970306032852,0.9111878258544894,1719.0332421293408
1,0,1,-0.2059956580393328,0.00014862657586842866,1.2672247604443077,1719.0332421293408
1,0,2,-0.20831228224291454,0.00014873274981721393,1.2044148119969698,1719.0332421293408
1,0,3,-0.212474325240702,0.00014890995153265125,1.1051335116027912,1719.0332421293408
1,0,4,-0.21905342627360444,0.00014915854994729125,0.9765404875924207,1719.0332421293408
1,0,5,-0.22869077180992267,0.0001494790640404968,0.8260776064280523,1719.0332421293408
1,0,6,-0.2420112556304202,0.0001498721653382312,0.6609035515043451,1719.0332421293408
1,0,7,-0.2595489631665117,0.00015033868116461725,0.4874050476774027,1719.0332421293408
1,0,8,-0.2818067813997612,0.00015087959867415683,0.3116865077896557,1719.0332421293408
1,0,9,-0.30915833303836476,0.00015149606970073863,0.13878244451777935,1719.0332421293408
1,0,10,-0.34195513833928604,0.0001521894164673209,-0.02652056947610381,1719.0332421293408
1,0,11,-0.38039281728361635,0.0001529611382085992,-0.1807846645077596,1719.0332421293408
1,0,12,-0.4246552960018614,0.00015381291876812223,-0.32077631620682817,1719.0332421293408
1,0,13,-0.4747569483495868,0.00015474663524145448,-0.4447642881466057,1719.0332421293408
1,0,14,-0.5307204614803019,0.00015576436774815698,-0.5510686380600418,1719.0332421293408
1,0,15,-0.5923981991281859,0.00015686841042787268,-0.6395321427895427,1719.0332421293408
1,0,16,-0.6596803602032952,0.00015806128376981654,-0.7097840479554621,1719.0332421293408
1,0,17,-0.7322871092279025,0.000159345748400744,-0.762953006337244,1719.0332421293408
1,0,18,-0.8100195141249628,0.0001607248204744085,-0.7995844692838274,1719.0332421293408
1,0,19,-0.8925040296119672,0.0001622017888257864,-0.8217205548147867,1719.0332421293408
1,0,20,-0.9794913095316142,0.00016378023407661658,-0.8304442868448351,1719.0332421293408
1,0,21,-1.0705566715382053,0.000165464049905335,-0.8283068540027161,1719.0332421293408
1,0,22,-1.165432728959396,0.0001672574667250284,-0.8165914625544504,1719.0332421293408
1,0,23,-1.2636789564310664,0.00016916507804822054,-0.7980021063918838,1719.0332421293408
1,0,24,-1.3650382195959465,0.00017119186985799594,-0.7737272209703834,1719.0332421293408
1,0,25,-1.469080420165341,0.00017334325335215136,-0.7463508778345188,1719.0332421293408
1,0,26,-1.5755790495495603,0.00017562510148192768,-0.716751087371133,1719.0332421293408
1,0,27,-1.6841313471829402,0.00017804378977094793,-0.687211352634378,1719.0332421293408
1,0,28,-1.7945531844959413,0.00018060624197487204,-0.6581683181614169,1719.0332421293408
1,0,29,-1.9064764198821817,0.0001833199812302628,-0.631513683076209,1719.0332421293408
1,0,30,-2.019759325821859,0.00018619318744469401,-0.607215919564269,1719.0332421293408
1,0,31,-2.134059534378043,0.00018923476180247024,-0.5868359793281677,1719.0332421293408
1,0,32,-2.2492618152865216,0.00019245439940529106,-0.5700477724310273,1719.0332421293408
1,0,33,-2.3650663157345395,0.00019586267123954538,-0.5580778193872457,1719.0332421293408
1,0,34,-2.4813850660524364,0.00019947111686765791,-0.5502733221798461,1719.0332421293408
1,0,35,-2.597905390052717,0.00020329234948718414,-0.5477900433074242,1719.0332421293408
1,0,36,-2.71460094760012,0.00020734017529747047,-0.5494070234683427,1719.0332421293408
1,0,37,-2.8311722545785387,0.0002078634439503741,-0.5562950146623872,1719.0332421293408
1,0,38,-2.947644702279475,0.0002051203319939915,-0.5667885325308413,1719.0332421293408
1,0,39,-3.063622702198909,0.00020371298787364423,-0.5822126479803346,1719.0332421293408
1,0,40,-3.1791614348074986,0.00020358710951803237,-0.6005781233959668,1719.0332421293408
1,0,41,-3.293896783079143,0.0002047289599294407,-0.6231561789324604,1719.0332421293408
1,0,42,-3.4078906421340207,0.00020716394295006735,-0.6478229345976736,1719.0332421293408
1,0,43,-3.5207909502172208,0.00021095815481746735,-0.6757036377012887,1719.0332421293408
