row,case_name,coefficient,hull,speed_case,fn_l,speed_mps,omega_e_sqrt_l_over_g,omega_rad_s,mode_name,station_local_index,active_station_index,solve_order_rank,source_name,source_rhs_norm,total_rhs_norm,source_rhs_to_total_rhs_norm_ratio,full_solution_norm,source_solution_norm,source_solution_to_full_solution_norm_ratio,body_potential_norm,inner_free_surface_normal_derivative_norm,control_potential_norm,control_normal_derivative_norm,source_to_full_real_alignment,source_to_full_phase_deg,source_sum_residual_norm,source_sum_relative_residual,a1_rhs_source_decomposition_status,a1_rhs_source_decomposition_validity_status,relative_tolerance,diagnostic_status,gate_role,is_hard_gate,a1_recommended_control_radius_beams,a1_min_inner_free_surface_panels,a1_min_outer_or_control_panels,a1_min_station_count_for_fn,a1_control_radius_ok,a1_inner_free_surface_panels_ok,a1_outer_or_control_panels_ok,a1_station_count_ok,a1_grid_recommendation_status,a1_grid_recommendation_note
0,a1_rhs_source_decomposition_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,38,39,0,body_normal_velocity,0.5098885751532982,0.5098885751532982,1.0,0.8318218897028651,0.8318218897028651,1.0,0.8127072834824346,0.17727566704541306,0.001763148100881799,0.0021809965211789127,1.0,0.0,0.0,0.0,diagnostic_a1_eq23_eq24_rhs_source_decomposition_not_hard_gate,a1_eq23_eq24_rhs_source_decomposition_diagnostic_not_hard_gate,1e-05,PASS,diagnostic_a1_eq23_eq24_rhs_source_decomposition_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,a1_rhs_source_decomposition_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,38,39,0,inner_free_surface_potential,0.0,0.5098885751532982,0.0,0.8318218897028651,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,diagnostic_a1_eq23_eq24_rhs_source_decomposition_not_hard_gate,a1_eq23_eq24_rhs_source_decomposition_diagnostic_not_hard_gate,1e-05,PASS,diagnostic_a1_eq23_eq24_rhs_source_decomposition_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,a1_rhs_source_decomposition_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,38,39,0,outer_control_history,0.0,0.5098885751532982,0.0,0.8318218897028651,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,diagnostic_a1_eq23_eq24_rhs_source_decomposition_not_hard_gate,a1_eq23_eq24_rhs_source_decomposition_diagnostic_not_hard_gate,1e-05,PASS,diagnostic_a1_eq23_eq24_rhs_source_decomposition_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,a1_rhs_source_decomposition_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,37,38,1,body_normal_velocity,0.956045420579224,0.9574310500085339,0.9985527632206022,0.6653850825140202,0.660176372093765,0.9921718857889402,0.6209714207762591,0.22248476038576914,0.01839539968809702,0.019735184731883234,0.9998812749243947,0.0,3.968698616308829e-16,5.964513964325621e-16,diagnostic_a1_eq23_eq24_rhs_source_decomposition_not_hard_gate,a1_eq23_eq24_rhs_source_decomposition_diagnostic_not_hard_gate,1e-05,PASS,diagnostic_a1_eq23_eq24_rhs_source_decomposition_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,a1_rhs_source_decomposition_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,37,38,1,inner_free_surface_potential,0.003952211953437467,0.9574310500085339,0.0041279337592009776,0.6653850825140202,0.011462824471224618,0.017227354162967858,0.007170775143464864,0.008934046210904803,0.00027214534987525247,0.0002916914635899068,0.46095551732869905,0.0,3.968698616308829e-16,5.964513964325621e-16,diagnostic_a1_eq23_eq24_rhs_source_decomposition_not_hard_gate,a1_eq23_eq24_rhs_source_decomposition_diagnostic_not_hard_gate,1e-05,PASS,diagnostic_a1_eq23_eq24_rhs_source_decomposition_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,a1_rhs_source_decomposition_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,37,38,1,outer_control_history,1.2996033468713551e-05,0.9574310500085339,1.3573858366717596e-05,0.6653850825140202,1.0753749707622685e-05,1.6161693416678145e-05,2.3178768801843998e-06,8.51140761325813e-06,2.0538964664160368e-06,5.797243249055268e-06,0.30107877263710364,0.0,3.968698616308829e-16,5.964513964325621e-16,diagnostic_a1_eq23_eq24_rhs_source_decomposition_not_hard_gate,a1_eq23_eq24_rhs_source_decomposition_diagnostic_not_hard_gate,1e-05,PASS,diagnostic_a1_eq23_eq24_rhs_source_decomposition_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,a1_rhs_source_decomposition_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,36,37,2,body_normal_velocity,1.3545413666526227,1.3592137625486111,0.9965624274674593,1.8542249496296732,1.8073971134001854,0.9747453316066962,1.6308794984332151,0.7783063369045551,0.023128289657695356,0.024914158008450128,0.99983694735754,0.0,2.698160164836149e-15,1.4551417644202376e-15,diagnostic_a1_eq23_eq24_rhs_source_decomposition_not_hard_gate,a1_eq23_eq24_rhs_source_decomposition_diagnostic_not_hard_gate,1e-05,PASS,diagnostic_a1_eq23_eq24_rhs_source_decomposition_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,a1_rhs_source_decomposition_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,36,37,2,inner_free_surface_potential,0.016681248338574966,1.3592137625486111,0.012272718830698548,1.8542249496296732,0.057226912975831545,0.03086298293379179,0.056363481179598045,0.009884954334487077,0.00019408688623403752,0.0005723339463904725,0.8213577200240691,0.0,2.698160164836149e-15,1.4551417644202376e-15,diagnostic_a1_eq23_eq24_rhs_source_decomposition_not_hard_gate,a1_eq23_eq24_rhs_source_decomposition_diagnostic_not_hard_gate,1e-05,PASS,diagnostic_a1_eq23_eq24_rhs_source_decomposition_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,a1_rhs_source_decomposition_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,36,37,2,outer_control_history,0.00040361594732907555,1.3592137625486111,0.00029694810224130625,1.8542249496296732,0.00048097579234005557,0.00025939452084069753,0.00010901766776835575,0.0003638027512689219,6.150079956591808e-05,0.00028864869782039263,0.2469362093618972,0.0,2.698160164836149e-15,1.4551417644202376e-15,diagnostic_a1_eq23_eq24_rhs_source_decomposition_not_hard_gate,a1_eq23_eq24_rhs_source_decomposition_diagnostic_not_hard_gate,1e-05,PASS,diagnostic_a1_eq23_eq24_rhs_source_decomposition_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,a1_rhs_source_decomposition_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,35,36,3,body_normal_velocity,1.711491804382659,1.7278178687221821,0.9905510501800765,1.3435082088125114,1.3007200957753986,0.9681519526591267,1.033401774636876,0.7897393367941703,0.010848026647485496,0.012150718870791909,0.9949110556636457,0.0,6.663594402587731e-16,4.959846437021395e-16,diagnostic_a1_eq23_eq24_rhs_source_decomposition_not_hard_gate,a1_eq23_eq24_rhs_source_decomposition_diagnostic_not_hard_gate,1e-05,PASS,diagnostic_a1_eq23_eq24_rhs_source_decomposition_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
