row,case_name,coefficient,hull,speed_case,fn_l,speed_mps,omega_e_sqrt_l_over_g,omega_rad_s,mode_name,station_local_index,active_station_index,solve_order_rank,source_name,source_rhs_norm,total_rhs_norm,source_rhs_to_total_rhs_norm_ratio,full_solution_norm,source_solution_norm,source_solution_to_full_solution_norm_ratio,body_potential_norm,inner_free_surface_normal_derivative_norm,control_potential_norm,control_normal_derivative_norm,source_to_full_real_alignment,source_to_full_phase_deg,source_sum_residual_norm,source_sum_relative_residual,a1_rhs_source_decomposition_status,a1_rhs_source_decomposition_validity_status,relative_tolerance,diagnostic_status,gate_role,is_hard_gate,a1_recommended_control_radius_beams,a1_min_inner_free_surface_panels,a1_min_outer_or_control_panels,a1_min_station_count_for_fn,a1_control_radius_ok,a1_inner_free_surface_panels_ok,a1_outer_or_control_panels_ok,a1_station_count_ok,a1_grid_recommendation_status,a1_grid_recommendation_note
0,a1_rhs_source_decomposition_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,35,36,3,inner_free_surface_potential,0.057824075212295725,1.7278178687221821,0.03346653386277332,1.3435082088125114,0.14007360996617313,0.10425958624397257,0.10650819029951915,0.09097432952530153,0.0003107757220558068,0.0004431635696305899,0.35296685872456796,0.0,6.663594402587731e-16,4.959846437021395e-16,diagnostic_a1_eq23_eq24_rhs_source_decomposition_not_hard_gate,a1_eq23_eq24_rhs_source_decomposition_diagnostic_not_hard_gate,1e-05,PASS,diagnostic_a1_eq23_eq24_rhs_source_decomposition_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,a1_rhs_source_decomposition_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,35,36,3,outer_control_history,0.0002002457368148612,1.7278178687221821,0.00011589516490123702,1.3435082088125114,0.00025506540941669885,0.00018985027984469397,2.47188474501396e-05,0.00019531921496588028,3.100422687122735e-05,0.00015917438186741816,-0.13305174683284596,180.0,6.663594402587731e-16,4.959846437021395e-16,diagnostic_a1_eq23_eq24_rhs_source_decomposition_not_hard_gate,a1_eq23_eq24_rhs_source_decomposition_diagnostic_not_hard_gate,1e-05,PASS,diagnostic_a1_eq23_eq24_rhs_source_decomposition_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,a1_rhs_source_decomposition_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,34,35,4,body_normal_velocity,2.0315915817074393,2.0643002630029703,0.9841550757504873,1.3581064416600812,1.3262894903226008,0.976572564298724,0.9668918281832198,0.9077068790123397,0.009893016633346963,0.011591149566157378,0.977518176992892,0.0,1.328327653210922e-15,9.780733029932772e-16,diagnostic_a1_eq23_eq24_rhs_source_decomposition_not_hard_gate,a1_eq23_eq24_rhs_source_decomposition_diagnostic_not_hard_gate,1e-05,PASS,diagnostic_a1_eq23_eq24_rhs_source_decomposition_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,a1_rhs_source_decomposition_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,34,35,4,inner_free_surface_potential,0.12172918194585194,2.0643002630029703,0.058968738282661734,1.3581064416600812,0.28639535138191596,0.21087842793223235,0.1804393420400994,0.22240090467923293,0.0007455487553087336,0.0011058445728665937,0.215741099514133,0.0,1.328327653210922e-15,9.780733029932772e-16,diagnostic_a1_eq23_eq24_rhs_source_decomposition_not_hard_gate,a1_eq23_eq24_rhs_source_decomposition_diagnostic_not_hard_gate,1e-05,PASS,diagnostic_a1_eq23_eq24_rhs_source_decomposition_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,a1_rhs_source_decomposition_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,34,35,4,outer_control_history,0.0009028373007829152,2.0643002630029703,0.0004373575477191208,1.3581064416600812,0.0011039493633584984,0.0008128592351046403,9.42182080618338e-05,0.0008545124717719742,0.00013948255949996954,0.0006783658137839342,-0.13849465640809586,180.0,1.328327653210922e-15,9.780733029932772e-16,diagnostic_a1_eq23_eq24_rhs_source_decomposition_not_hard_gate,a1_eq23_eq24_rhs_source_decomposition_diagnostic_not_hard_gate,1e-05,PASS,diagnostic_a1_eq23_eq24_rhs_source_decomposition_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,a1_rhs_source_decomposition_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,33,34,5,body_normal_velocity,2.3186301394774063,2.371505260285679,0.9777039833333941,1.4328818966180317,1.4141778427966227,0.986946548863828,0.9673670757691083,1.0314146264657544,0.010763319906794942,0.012958820622501527,0.9438591310477937,0.0,9.937965549704058e-16,6.93564876013871e-16,diagnostic_a1_eq23_eq24_rhs_source_decomposition_not_hard_gate,a1_eq23_eq24_rhs_source_decomposition_diagnostic_not_hard_gate,1e-05,PASS,diagnostic_a1_eq23_eq24_rhs_source_decomposition_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,a1_rhs_source_decomposition_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,33,34,5,inner_free_surface_potential,0.20607306094027897,2.371505260285679,0.0868954686254648,1.4328818966180317,0.47737745007752247,0.33315896530220357,0.26893029323872386,0.3944084851218567,0.0013613885878934761,0.002412613944731606,0.20570854732604407,0.0,9.937965549704058e-16,6.93564876013871e-16,diagnostic_a1_eq23_eq24_rhs_source_decomposition_not_hard_gate,a1_eq23_eq24_rhs_source_decomposition_diagnostic_not_hard_gate,1e-05,PASS,diagnostic_a1_eq23_eq24_rhs_source_decomposition_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,a1_rhs_source_decomposition_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,33,34,5,outer_control_history,0.0006272113659865069,2.371505260285679,0.00026447816772329273,1.4328818966180317,0.0007910130356146094,0.0005520434290373846,5.627769206405127e-05,0.0006119953165192254,9.706658349137462e-05,0.0004884406359180493,-0.13071214763194455,180.0,9.937965549704058e-16,6.93564876013871e-16,diagnostic_a1_eq23_eq24_rhs_source_decomposition_not_hard_gate,a1_eq23_eq24_rhs_source_decomposition_diagnostic_not_hard_gate,1e-05,PASS,diagnostic_a1_eq23_eq24_rhs_source_decomposition_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,a1_rhs_source_decomposition_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,32,33,6,body_normal_velocity,2.575734394270688,2.6521290156154613,0.9711949830136581,1.5269275912848763,1.5150757390078304,0.992238104580275,0.9858466826093544,1.1502973322019205,0.01231140874277328,0.015009665624782176,0.8940089976576229,0.0,1.2098064779851953e-15,7.923142425942867e-16,diagnostic_a1_eq23_eq24_rhs_source_decomposition_not_hard_gate,a1_eq23_eq24_rhs_source_decomposition_diagnostic_not_hard_gate,1e-05,PASS,diagnostic_a1_eq23_eq24_rhs_source_decomposition_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,a1_rhs_source_decomposition_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,32,33,6,inner_free_surface_potential,0.3090805179571908,2.6521290156154613,0.1165405288118929,1.5269275912848763,0.7004042062779224,0.4587016504748254,0.36883802351995976,0.5954012663115066,0.0022408186122918157,0.004107965956211956,0.24635809378022042,0.0,1.2098064779851953e-15,7.923142425942867e-16,diagnostic_a1_eq23_eq24_rhs_source_decomposition_not_hard_gate,a1_eq23_eq24_rhs_source_decomposition_diagnostic_not_hard_gate,1e-05,PASS,diagnostic_a1_eq23_eq24_rhs_source_decomposition_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,a1_rhs_source_decomposition_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,32,33,6,outer_control_history,0.0006941625678512902,2.6521290156154613,0.0002617378580620071,1.5269275912848763,0.0008935812408461805,0.0005852152033576467,5.670019178659658e-05,0.0006915290989580817,0.00010750841773850342,0.0005527223241856165,-0.1275727935672595,180.0,1.2098064779851953e-15,7.923142425942867e-16,diagnostic_a1_eq23_eq24_rhs_source_decomposition_not_hard_gate,a1_eq23_eq24_rhs_source_decomposition_diagnostic_not_hard_gate,1e-05,PASS,diagnostic_a1_eq23_eq24_rhs_source_decomposition_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,a1_rhs_source_decomposition_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,31,32,7,body_normal_velocity,2.8055266326397907,2.908638508097425,0.9645497798469701,1.6335294721026374,1.616211340078086,0.9893983351262956,1.0098162821739929,1.261708358598599,0.014171944216984216,0.017359317176556168,0.8316663091727968,0.0,7.500225190371877e-16,4.591423245469686e-16,diagnostic_a1_eq23_eq24_rhs_source_decomposition_not_hard_gate,a1_eq23_eq24_rhs_source_decomposition_diagnostic_not_hard_gate,1e-05,PASS,diagnostic_a1_eq23_eq24_rhs_source_decomposition_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,a1_rhs_source_decomposition_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,31,32,7,inner_free_surface_potential,0.42910528972683265,2.908638508097425,0.14752788582432524,1.6335294721026374,0.9429641382395034,0.5772556628719677,0.47780898409474115,0.8129145686998666,0.0035012767510119065,0.006130724324530022,0.3070309120007499,0.0,7.500225190371877e-16,4.591423245469686e-16,diagnostic_a1_eq23_eq24_rhs_source_decomposition_not_hard_gate,a1_eq23_eq24_rhs_source_decomposition_diagnostic_not_hard_gate,1e-05,PASS,diagnostic_a1_eq23_eq24_rhs_source_decomposition_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,a1_rhs_source_decomposition_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,31,32,7,outer_control_history,0.0008369374467198606,2.908638508097425,0.00028774199488519847,1.6335294721026374,0.0010908882095962279,0.000667810546565814,6.442965048360916e-05,0.0008450860826756538,0.0001296334413879521,0.0006744705995938281,-0.12667410811143087,180.0,7.500225190371877e-16,4.591423245469686e-16,diagnostic_a1_eq23_eq24_rhs_source_decomposition_not_hard_gate,a1_eq23_eq24_rhs_source_decomposition_diagnostic_not_hard_gate,1e-05,PASS,diagnostic_a1_eq23_eq24_rhs_source_decomposition_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,a1_rhs_source_decomposition_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,30,31,8,body_normal_velocity,3.0102308481978826,3.1433317614842493,0.957656103973092,1.7504576818076198,1.7129242920210002,0.9785579564837805,1.0348408544757952,1.364756196984514,0.016169763084898578,0.019826690535631138,0.7627855317089351,0.0,1.6082943784812749e-15,9.187850670119947e-16,diagnostic_a1_eq23_eq24_rhs_source_decomposition_not_hard_gate,a1_eq23_eq24_rhs_source_decomposition_diagnostic_not_hard_gate,1e-05,PASS,diagnostic_a1_eq23_eq24_rhs_source_decomposition_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,a1_rhs_source_decomposition_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,30,31,8,inner_free_surface_potential,0.5646411783873836,3.1433317614842493,0.17963142971608118,1.7504576818076198,1.193310345026898,0.6817133355629709,0.5938212683688844,1.035019493752528,0.0052914861534547495,0.00851636703835481,0.37209528853946183,0.0,1.6082943784812749e-15,9.187850670119947e-16,diagnostic_a1_eq23_eq24_rhs_source_decomposition_not_hard_gate,a1_eq23_eq24_rhs_source_decomposition_diagnostic_not_hard_gate,1e-05,PASS,diagnostic_a1_eq23_eq24_rhs_source_decomposition_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,a1_rhs_source_decomposition_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,30,31,8,outer_control_history,0.0009730385684024705,3.1433317614842493,0.00030955643318509007,1.7504576818076198,0.0012813204147139867,0.0007319916545430702,7.178783165513917e-05,0.0009937066238802199,0.0001507084874388858,0.0007914939101847434,-0.12591870606762112,180.0,1.6082943784812749e-15,9.187850670119947e-16,diagnostic_a1_eq23_eq24_rhs_source_decomposition_not_hard_gate,a1_eq23_eq24_rhs_source_decomposition_diagnostic_not_hard_gate,1e-05,PASS,diagnostic_a1_eq23_eq24_rhs_source_decomposition_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,a1_rhs_source_decomposition_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,29,30,9,body_normal_velocity,3.191745755138183,3.3583981411661354,0.9503774183337043,1.8752548551514483,1.8031599930959954,0.9615546325037349,1.059056149204629,1.459094740241492,0.01819899948910825,0.022301770132006415,0.6935328392302773,0.0,1.4488234806694255e-15,7.72600842327864e-16,diagnostic_a1_eq23_eq24_rhs_source_decomposition_not_hard_gate,a1_eq23_eq24_rhs_source_decomposition_diagnostic_not_hard_gate,1e-05,PASS,diagnostic_a1_eq23_eq24_rhs_source_decomposition_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,a1_rhs_source_decomposition_recommended,A33,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,heave,29,30,9,inner_free_surface_potential,0.7143267707073206,3.3583981411661354,0.21269865593103418,1.8752548551514483,1.4414701379349357,0.768679592523183,0.7150892377816589,1.2515158231054242,0.0077803935767443095,0.011452098478095836,0.4335041203518931,0.0,1.4488234806694255e-15,7.72600842327864e-16,diagnostic_a1_eq23_eq24_rhs_source_decomposition_not_hard_gate,a1_eq23_eq24_rhs_source_decomposition_diagnostic_not_hard_gate,1e-05,PASS,diagnostic_a1_eq23_eq24_rhs_source_decomposition_not_hard_gate,False,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
