sigma,coefficient,calculated_nondimensional,reference_nondimensional,absolute_error_nondimensional,relative_error,relative_error_limit,passed,digitization_uncertainty_nondimensional,source_column
1.4,A33,0.8908241198748202,1.0,0.10917588012517976,0.10917588012517976,0.1,False,0.0394736842,heave
1.4,A35,-0.20937762505441723,0.457236842,0.6666144670544172,1.457919410296376,0.1,False,0.0394736842,pitch
1.4,A53,-0.21891068273779032,-0.197368421,0.021542261737790336,0.10914745950057703,0.1,False,0.0394736842,heave
1.4,A55,0.17138705175562502,0.832236842,0.6608497902443751,0.794064570196443,0.1,False,0.0394736842,pitch
1.4,B33,1.9713799002672183,2.488,0.5166200997327817,0.20764473461928523,0.1,False,0.096,heave
1.4,B35,-2.6116434709375955,-2.096,0.5156434709375954,0.2460131063633566,0.1,False,0.096,pitch
1.4,B53,1.0248881042028097,1.76,0.7351118957971903,0.41767721352113085,0.1,False,0.096,heave
1.4,B55,1.5111758975553249,2.352,0.840824102444675,0.357493240835321,0.1,False,0.096,pitch
