wave_period_s,omega0_rad_s,omega_e_rad_s,wavenumber_rad_m,surge_rao_abs_per_m,surge_phase_rad,sway_rao_abs_per_m,sway_phase_rad,heave_rao_abs_per_m,heave_phase_rad,roll_rao_abs_per_m,roll_phase_rad,pitch_rao_abs_per_m,pitch_phase_rad,yaw_rao_abs_per_m,yaw_phase_rad
1.0,6.283185307179586,26.411576554117854,4.025678249387654,0.0009623967700053116,1.5013085403864477,0.0,-3.141592653589793,0.0011985006341939304,0.15007794977759834,0.0,-3.141592653589793,0.0010889112326733883,-2.3215371008724976,0.0,-3.141592653589793
1.0886075949367089,5.771763247292876,22.75679431437532,3.3970062134164882,0.023495767552469002,-2.8161544352747763,0.0,-3.141592653589793,0.010626176030451195,2.366702553336126,0.0,-3.141592653589793,0.007386714790781982,0.6542729101330294,0.0,-3.141592653589793
1.1772151898734178,5.337329454485885,19.861701031794443,2.904874315461712,0.0702822082314891,-2.414788473875156,0.0,-3.141592653589793,0.048138426837288674,2.3411456383734497,0.0,-3.141592653589793,0.003991370876667456,0.295138902914781,0.0,-3.141592653589793
1.2658227848101267,4.963716392671873,17.525845369886042,2.512425795442834,0.05409467102963969,-2.161829799849347,0.0,-3.141592653589793,0.03428228304888494,2.26639511626235,0.0,-3.141592653589793,0.012480743477278611,-2.276789158888143,0.0,-3.141592653589793
1.3544303797468356,4.638987282870909,15.611237241132915,2.194449991652401,0.018215073597202334,-1.731393496814074,0.0,-3.141592653589793,0.00223656049583119,2.5735780264501535,0.0,-3.141592653589793,0.010915302440873194,-2.2807802966887363,0.0,-3.141592653589793
1.4430379746835444,4.354137186554274,14.02028752297638,1.9332300672844214,0.005062938128704186,-0.387471617214713,0.0,-3.141592653589793,0.007803886809118989,-1.224993732957675,0.0,-3.141592653589793,0.0013417847817979,-1.3118773423072487,0.0,-3.141592653589793
1.5316455696202531,4.1022449526213824,12.682348072090118,1.7160206238937468,0.0023289123472441235,0.12153575339897421,0.0,-3.141592653589793,0.004448257290175885,-2.2199663995586056,0.0,-3.141592653589793,0.005006448774186433,0.7063154099903591,0.0,-3.141592653589793
1.620253164556962,3.877903431774901,11.545218481344099,1.5334630099138395,0.0018911121634433753,-1.7683500858866874,0.0,-3.141592653589793,0.0072606836032542265,2.956623805812724,0.0,-3.141592653589793,0.004052207099622284,0.7501155280757298,0.0,-3.141592653589793
1.7088607594936709,3.676826957534721,10.569627493729055,1.378560107238867,0.0025806155277577187,-2.0427526777501313,0.0,-3.141592653589793,0.006112853485466889,2.2844638017270262,0.0,-3.141592653589793,0.002385035976772659,-1.0222114615135152,0.0,-3.141592653589793
1.7974683544303798,3.495574924416812,9.725553587982658,1.2459957327131692,0.0012733263215478042,-2.9482103410937874,0.0,-3.141592653589793,0.01196843782174572,0.822470212457618,0.0,-3.141592653589793,0.008932043613911297,-1.4677222589892134,0.0,-3.141592653589793
