displacement_volume_m3,estimated_or_used_mass_kg,waterplane_area_m2,center_of_buoyancy_x_m,center_of_buoyancy_z_below_waterline_m,waterplane_second_moment_roll_m4,waterplane_second_moment_pitch_m4,status
2.449265593559378,2510.4972333983624,15.767448449731223,4.099069862882569,0.10726729651806886,3.7598307512069287,120.8945889230671,frequency_forward_speed_prototype_not_validated
