stage,panel_count,exact_objective,signed_root_defect,root_relative_mismatch,condition_number,dipole_coefficient
source,320,0.013946327656239986,1.1078930392154192e-07,1.1078930392154192e-07,253072.11217634883,7.7422688543458635
source,640,0.013560744636121249,1.2243695853918964e-09,1.2243695853918964e-09,570291.5846382851,7.7404105296478125
source,1280,0.013529314711554356,2.580583538173998e-09,2.580583538173998e-09,1375959.0240318812,7.739077434771311
candidate_factor_1,320,0.01354701764248724,5.392422891656145e-07,5.392422891656145e-07,253072.88892848993,7.744112115280849
candidate_factor_1,640,0.013177403153805025,1.3030195008835209e-09,1.3030195008835209e-09,570315.7676136827,7.74225743191383
candidate_factor_1,1280,0.013155757959416831,2.743492533275656e-09,2.743492533275656e-09,1376047.2102662337,7.740923657041048
candidate_factor_0.5,320,0.013727164367983548,1.3421705195372817e-07,1.3421705195372817e-07,253070.87184586265,7.743189135072088
candidate_factor_0.5,640,0.01334954074025415,1.2616965895602164e-09,1.2616965895602164e-09,570303.2418783273,7.741334738628826
candidate_factor_0.5,1280,0.013322997116580334,2.6332552600031293e-09,2.6332552600031293e-09,1376004.0094733487,7.740001282769842
candidate_factor_0.25,320,0.013831878547354313,3.346249892842399e-08,3.346249892842399e-08,253069.8898194707,7.742727082908389
candidate_factor_0.25,640,0.013450264631411498,1.2418369864503427e-09,1.2418369864503427e-09,570296.894232227,7.740872830052515
candidate_factor_0.25,1280,0.013421276430057744,2.5949462488549464e-09,2.5949462488549464e-09,1375981.1920737473,7.739539554541149
