mode_count,root_rank,nullspace_dimension,linear_floor_objective_ratio,trust_limited_objective_ratio,coefficient_step_norm,maximum_displacement_ratio,trust_scale,maximum_absolute_root_increment,reduced_jacobian_condition_number
16,2,14,0.3041371620044343,0.833895171775434,0.506746992436266,1.9611399421727027,0.12747687945360525,1.2605205507859596e-16,155.10528187066288
32,2,30,0.2837007185604793,0.8396413412048964,0.54365229826029,2.100519449411708,0.11901817908423434,7.906036123082189e-17,374.2941141386356
64,2,62,0.16894823503901227,0.8325721321427086,0.6098435252985361,2.3497971953916066,0.10639216034911307,9.628244687263313e-16,844.5252392175711
