case_name,coefficient,total_rows,pass_rows,fail_rows,error_rows,finite_gate_rows,median_gate_error_ratio,max_gate_error_ratio,median_abs_error,median_rel_error,max_heave_residual,max_pitch_residual,max_heave_condition_number,max_pitch_condition_number,pass_fraction,diagnostic_conclusion,gate_role
st5_bp8_fs4_cp4_r2p0_h2_fsm_endaft_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv0p1_hr0p0,A53,1,1,0,0,1,0.3045108851254524,0.3045108851254524,0.013702989830645357,0.09135326553763572,5.86230138325563e-16,4.385277412078186e-16,26.83718311049982,26.83718311049982,1.0,selected_rows_within_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_fsm_endaft_prm1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv0p1_hr0p0,A53,1,1,0,0,1,0.3045108851254524,0.3045108851254524,0.013702989830645357,0.09135326553763572,5.86230138325563e-16,4.385277412078186e-16,26.83718311049982,26.83718311049982,1.0,selected_rows_within_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_fsm_endaftxm1p0_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv0p1_hr0p0,A53,1,1,0,0,1,0.3045108851254524,0.3045108851254524,0.013702989830645357,0.09135326553763572,5.86230138325563e-16,4.385277412078186e-16,26.83718311049982,26.83718311049982,1.0,selected_rows_within_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_fsm_endaftxm1p0_prm1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv0p1_hr0p0,A53,1,1,0,0,1,0.3045108851254524,0.3045108851254524,0.013702989830645357,0.09135326553763572,5.86230138325563e-16,4.385277412078186e-16,26.83718311049982,26.83718311049982,1.0,selected_rows_within_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_fsm_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv0p1_hr0p0,A53,1,1,0,0,1,0.3045108851254524,0.3045108851254524,0.013702989830645357,0.09135326553763572,5.86230138325563e-16,4.385277412078186e-16,26.83718311049982,26.83718311049982,1.0,selected_rows_within_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_fsm_noend_prm1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv0p1_hr0p0,A53,1,1,0,0,1,0.3045108851254524,0.3045108851254524,0.013702989830645357,0.09135326553763572,5.86230138325563e-16,4.385277412078186e-16,26.83718311049982,26.83718311049982,1.0,selected_rows_within_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_fsm_endaft_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv0p1_hr1p0,A53,1,1,0,0,1,0.30818145390698853,0.30818145390698853,0.013868165425814483,0.09245443617209656,3.2597116105011107e-16,4.385277412078186e-16,26.83718311049982,26.83718311049982,1.0,selected_rows_within_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_fsm_endaft_prm1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv0p1_hr1p0,A53,1,1,0,0,1,0.30818145390698853,0.30818145390698853,0.013868165425814483,0.09245443617209656,3.2597116105011107e-16,4.385277412078186e-16,26.83718311049982,26.83718311049982,1.0,selected_rows_within_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_fsm_endaftxm1p0_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv0p1_hr1p0,A53,1,1,0,0,1,0.30818145390698853,0.30818145390698853,0.013868165425814483,0.09245443617209656,3.2597116105011107e-16,4.385277412078186e-16,26.83718311049982,26.83718311049982,1.0,selected_rows_within_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st5_bp8_fs4_cp4_r2p0_h2_fsm_endaftxm1p0_prm1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv0p1_hr1p0,A53,1,1,0,0,1,0.30818145390698853,0.30818145390698853,0.013868165425814483,0.09245443617209656,3.2597116105011107e-16,4.385277412078186e-16,26.83718311049982,26.83718311049982,1.0,selected_rows_within_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
