coefficient,reference_value,computed_value,computed_body_integral_value,computed_end_term_value,gate_error_ratio,include_end_term,end_term_scale,pitch_radiation_sign,pitch_moment_sign,history_rhs_scale,case_name
A33,1.0,1.4715549840542492,1.4715549840542492,0.0,3.143699893694995,True,1.0,1.0,1.0,1.0,st5_bp8_fs4_cp4_r2p0_h2_fsm_endaft_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv0p1_hr1p0
A35,-0.2,-0.1072066538999143,-0.5103639560556482,0.4031573021557339,1.5465557683347615,True,-1.0,1.0,1.0,0.0,st5_bp8_fs4_cp4_r2p0_h2_fsm_endaftxm1p0_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv0p1_hr0p0
A53,0.15,0.1362970101693546,0.1362970101693546,0.0,0.3045108851254524,True,1.0,1.0,1.0,0.0,st5_bp8_fs4_cp4_r2p0_h2_fsm_endaft_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv0p1_hr0p0
A55,0.063,0.0938022112450409,-0.1327623464557429,0.2265645577007839,3.259493253443489,True,-1.0,1.0,1.0,1.0,st5_bp8_fs4_cp4_r2p0_h2_fsm_endaftxm1p0_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv0p1_hr1p0
