coarse_panel_count,fine_panel_count,pseudo_time_relative_difference,kinematic_rms_relative_change,kinematic_convergence_integral_relative_change,root_body_eta_relative_change,interface_s_lambda_relative_change,measured_s_lambda_relative_change,solved_dipole_coefficient_relative_change,body_vertical_force_coefficient_relative_change,computed_pressure_peak_relative_change,computed_peak_eta_relative_change,matched_pseudo_time_trajectory_available,free_surface_eta_relative_l2,body_pressure_curve_relative_l2,full_body_pressure_curve_relative_l2,shallow_jet_pressure_curve_relative_l2_diagnostic
320,640,0.0,0.08923441241063478,0.3180253648214041,0.0,0.0,7.689940278968081e-05,0.0003016576122795722,2.4510539325900177e-05,4.0865231780460265e-05,0.0,False,0.00497929300004154,6.117322071175473e-05,7.1965963030162e-05,0.003953392742044271
640,1280,0.0,0.0817008053116436,0.07762504159557133,0.0,0.0,3.4759455873236726e-05,0.00021790231037592224,9.33835422940545e-06,1.0102034938878848e-05,0.0,False,2.839441788824712e-05,1.7224347650553893e-05,2.271421365979075e-05,0.001745112277803639
