iteration,step_factor,exact_objective,exact_relative_decrease,low_mode_objective_at_source,projected_integral_at_source,unresolved_integral_at_source,jacobian_condition_number
1,1.0,0.029471961614677328,0.09738984392498509,0.03265192776340525,0.017034133463314546,0.015617794300090707,176.62526904343798
