reuse_step,step_factor,source_curvature_energy,source_maximum_turning_angle_deg,normalized_objective,normalized_relative_decrease,maximum_root_relative_mismatch,maximum_condition_number,maximum_condition_number_ratio,maximum_displacement_ratio,curvature_energy,curvature_energy_ratio,maximum_turning_angle_deg,dipole_coefficient,accepted,rejection_reason,outer_shape_dipole_coefficient
1,1.0,21.778731401509376,22.12692063878378,0.9279324776995896,0.07206752230041036,1.5311311595269128e-05,114205.59690561649,1.0005342113234061,0.3670649834186789,20.796103546849974,0.9548813088997782,21.446865478981803,2.8467543013294527,False,displacement_limit,
1,0.5,21.778731401509376,22.12692063878378,0.9628961039826172,0.03710389601738284,3.7024384691306582e-06,114175.52070286107,1.0002707192475462,0.1845892164193806,21.277900250047484,0.9770036581916254,21.837960134168785,2.842988430531241,True,,2.839196717082797
1,0.25,21.778731401509376,22.12692063878378,0.9812747275784034,0.018725272421596606,8.998825417760528e-07,114160.00216414519,1.0001347641865361,0.09293092761829543,21.531815650945394,0.9886625283166461,21.9981923306485,2.8410954294992297,True,,
1,0.125,21.778731401509376,22.12692063878378,0.9906149210390651,0.009385078960934878,3.0908339451828097e-07,114152.51485732145,1.0000691692697299,0.04701072403407165,21.657252568927557,0.9944221345889137,22.068347162238457,2.8401447025957207,True,,
2,1.0,21.277900250047484,21.837960134168785,0.9301533143740687,0.06984668562593133,1.5985939052252614e-05,114235.63251853545,1.0005264860218612,0.36602843694720194,20.36889897914641,0.9572795595327108,21.02458448467803,2.850559547097897,False,displacement_limit,
2,0.5,21.277900250047484,21.837960134168785,0.964032933047035,0.03596706695296503,3.8823144309652475e-06,114205.642815856,1.0002638228652159,0.18411748992528365,20.812246643627592,0.9781156222678103,21.486756474685208,2.8467873245235955,True,,2.842988430531241
2,0.25,21.277900250047484,21.837960134168785,0.9818269472784754,0.018173052721524585,9.55468265108815e-07,114190.56585982018,1.0001317721774414,0.09267455218491774,21.046334696845776,0.9891170862500311,21.678880157969747,2.8448902723235006,True,,
2,0.125,21.277900250047484,21.837960134168785,0.9908765838083946,0.009123416191605394,3.0940954273059466e-07,114182.92376326439,1.0000648392963059,0.04684485701630288,21.163245274308576,0.9946115465157963,21.763884799069885,2.8439395539887826,True,,
3,1.0,20.812246643627592,21.486756474685208,0.9321691506257451,0.06783084937425488,1.620954524061823e-05,114265.4153232092,1.0005233761297534,0.3646763246249275,19.971786465047845,0.959617037364052,20.554549211681834,2.8543753753652963,False,displacement_limit,
3,0.5,20.812246643627592,21.486756474685208,0.965110190239021,0.034889809760978996,4.035801810838216e-06,114235.67525114058,1.0002629680506485,0.18347891624009144,20.382348021651218,0.979343958903735,21.078944504291062,2.850592449833101,True,,2.8467873245235955
3,0.25,20.812246643627592,21.486756474685208,0.9823657935804598,0.017634206419540166,9.96578249223933e-07,114220.91001873788,1.0001336816858188,0.09232671766408071,20.59738463874797,0.989676174391033,21.29984022774187,2.848692425894435,True,,
3,0.125,20.812246643627592,21.486756474685208,0.9911451910863571,0.008854808913642875,3.318266556532583e-07,114213.22595474911,1.0000663989859513,0.046625404569016676,20.705371755513262,0.9948648077286238,21.39846347604798,2.8477401915646885,True,,
4,1.0,20.382348021651218,21.078944504291062,0.9340411693564794,0.0659588306435206,1.645839425742735e-05,114294.42586611553,1.0005142930622162,0.36300650331984463,19.606571207085295,0.9619387906760374,20.04464218687379,2.8581941544607488,False,displacement_limit,
4,0.5,20.382348021651218,21.078944504291062,0.9661454907504298,0.03385450924957023,3.993015221587087e-06,114265.44912928228,1.000260635553127,0.18268363004909444,19.988886489047825,0.9806959663241234,20.621238894128904,2.85440735331632,True,,2.850592449833101
4,0.25,20.382348021651218,21.078944504291062,0.9828914110317735,0.017108588968226535,9.704058590451602e-07,114250.46523297465,1.0001294690302809,0.09190532514510685,20.185513505054708,0.9903428929587788,20.86723034550932,2.8525035794170135,True,,
4,0.125,20.382348021651218,21.078944504291062,0.9914111171509091,0.008588882849090873,3.634518020150224e-07,114243.28625962517,1.000066625497963,0.04637465743414025,20.28419419385908,0.9951843709229243,20.97797401617349,2.85154697474069,True,,
5,1.0,19.988886489047825,20.621238894128904,0.9358327769240761,0.06416722307592393,1.7015542131527728e-05,114323.30884079327,1.000506362262159,0.36102292190087126,19.275770306461983,0.9643243667936896,19.503266266829474,2.862014624808134,False,displacement_limit,
5,0.5,19.988886489047825,20.621238894128904,0.9671893744247085,0.03281062557529146,4.145089491099781e-06,114294.44620732995,1.0002537694295643,0.1817333438622766,19.632848148646296,0.9821881853900862,20.12119953659638,2.8582244619603676,True,,2.85440735331632
5,0.25,19.988886489047825,20.621238894128904,0.983436403447066,0.016563596552934046,1.0228400471406006e-06,114279.93082949145,1.000126737348134,0.09141246360995105,19.811422970519924,0.991121890725372,20.388170148645106,2.8563186858289704,True,,
5,0.125,19.988886489047825,20.621238894128904,0.9916794670008916,0.008320532999108399,3.62816892240652e-07,114272.56104650963,1.0000622403104207,0.04609525601364458,19.900384089710688,0.9955724197350548,20.5093157194651,2.8553634350419657,True,,
6,1.0,19.632848148646296,20.12119953659638,0.9375841147413536,0.062415885258646386,1.7067011384685442e-05,114351.91924129022,1.0005028506241793,0.35873794581065876,18.982539378227507,0.966876493644982,18.939059886986605,2.8658400119356338,False,displacement_limit,
6,0.5,19.632848148646296,20.12119953659638,0.9682579271094942,0.03174207289050579,4.268763943482717e-06,114323.31295936754,1.000252564780275,0.1806335334409354,19.315641889931168,0.9838430850015514,19.58698989313851,2.862042584935744,True,,2.8582244619603676
6,0.25,19.632848148646296,20.12119953659638,0.9840097612221845,0.01599023877781547,1.0561827265398242e-06,114309.11857237371,1.0001283733828379,0.09085150530748433,19.476141234618417,0.9920181263135434,19.870522020801204,2.860136169801331,True,,
6,0.125,19.632848148646296,20.12119953659638,0.9919763738232565,0.008023626176743459,3.881837191885106e-07,114301.73089830659,1.0000637361733125,0.04578985379331081,19.554913470709497,0.9960303936878271,20.000188680481568,2.859180734801761,True,,
7,1.0,19.315641889931168,19.58698989313851,0.9393720456178066,0.06062795438219337,1.710439400488775e-05,114379.8359743914,1.0004944137278353,0.3561715097358994,18.73051906904356,0.9697073064295822,18.360619749903147,2.8696630706085466,False,displacement_limit,
