lambda,thickness,s_lambda,s_tau,subiterations,body_xi,body_eta,free_xi,free_eta
0.0,0.09249456705622101,2.0343712421979374,-2.411883617182344,0,2.5660653013679533,0.48151849250294565,2.6123125848960638,0.401415847720215
0.00905455038258235,0.08773736880309732,2.1260766157761166,-2.40165542976471,35,2.5739067720191158,0.4860457676942368,2.6177754564206643,0.4100629774495502
0.0181091007651647,0.08392265124236815,2.2041970923790113,-2.391830107749689,41,2.5817482426702782,0.490573042885528,2.623709568291462,0.4178938949566955
0.027163651147747048,0.08098188362151627,2.2658021676737787,-2.3823099713625053,49,2.5895897133214407,0.49510031807681915,2.6300806551321987,0.4249679496142711
0.0362182015303294,0.07883687544635526,2.309095070563375,-2.373004814582406,60,2.597431183972603,0.49962759326811035,2.636849621695781,0.43135285637657705
0.045272751912911746,0.07738668362959221,2.334087700311829,-2.3638348669851657,74,2.6052726546237652,0.5041548684594015,2.643965996438561,0.43713603452154526
0.054327302295494095,0.07648930849190554,2.3432559675738993,-2.354735956898322,90,2.6131141252749277,0.5086821436506926,2.6513587795208804,0.4424404593787976
0.06338185267807644,0.07595445087403402,2.3415838960005617,-2.3456656230950865,104,2.62095559592609,0.5132094188419839,2.6589328213631074,0.44743093485457325
0.0724364030606588,0.0755901843125925,2.3347151782352227,-2.3366037484127427,110,2.6287970665772527,0.517736694033275,2.666592158733549,0.45227367414182196
0.08149095344324114,0.07528023647454733,2.3261814155049794,-2.327543894644992,111,2.636638537228415,0.5222639692245662,2.6742786554656885,0.4570693720347083
0.09054550382582349,0.07498353975219238,2.3172407824701264,-2.318484484533082,112,2.6444800078795776,0.5267912444158573,2.681971777755674,0.46185359412477844
0.09960005420840584,0.07468976009928863,2.3082105483856283,-2.309425169486392,112,2.65232147853074,0.5313185196071486,2.6896663585803844,0.46663528995859926
0.10865460459098819,0.07439660439093178,2.2991611478274634,-2.3003658746518,112,2.6601629491819025,0.5358457947984397,2.6973612513773686,0.4714164454405919
0.11770915497357054,0.0741035809705614,2.2901076836246093,-2.2913065840970375,112,2.668004419833065,0.5403730699897309,2.7050562103183458,0.4761974863578276
0.1267637053561529,0.0738105854773941,2.2810533615792274,-2.2822472944455394,112,2.675845890484227,0.544900345181022,2.712751183222924,0.480978503089396
0.13581825573873524,0.07351759586064006,2.2719988590504068,-2.2731880049840942,112,2.6836873611353895,0.5494276203723133,2.7204461590657094,0.4857595147318413
0.1448728061213176,0.07322460747700538,2.2629443186695806,-2.26412871556253,112,2.691528831786552,0.5539548955636044,2.7281411355250547,0.4905405253063738
0.15392735650389994,0.07293161935185163,2.253889770375161,-2.2550694261493254,112,2.6993703024377145,0.5584821707548956,2.73583611211364,0.4953215356570553
0.1629819068864823,0.07263863128124765,2.2448352204315003,-2.2460101367378846,112,2.707211773088877,0.5630094459461867,2.7435310887295006,0.5001025459604953
0.17203645726906464,0.07234564322266282,2.2357806701452385,-2.236950847326833,112,2.7150532437400394,0.567536721137478,2.751226065351371,0.5048835562535264
0.18109100765164698,0.07205265516726057,2.2267261197880592,-2.2278915579158842,112,2.722894714391202,0.5720639963287691,2.758921041974832,0.5096645665438013
0.19014555803422933,0.07175966711321619,2.2176715694162703,-2.218832268504979,112,2.7307361850423644,0.5765912715200603,2.7666160185989725,0.5144455768329004
0.19920010841681168,0.07146667904904735,2.2086170189535332,-2.2097729790937466,113,2.7385776556935264,0.5811185467113514,2.77431099521805,0.5192265871307673
0.20825465879939403,0.0711736909834372,2.1995624685595865,-2.2007136896824675,113,2.746419126344689,0.5856458219026427,2.7820059718364076,0.5240075974298826
0.21730920918197638,0.07088070291817453,2.190507918179732,-2.1916544002711995,113,2.7542605969958514,0.5901730970939338,2.7897009484549384,0.5287886077286968
0.22636375956455873,0.07058771485363168,2.181453367802779,-2.182595110859955,113,2.762102067647014,0.594700372285225,2.79739592507383,0.5335696180268877
0.23541830994714108,0.07029472678989099,2.1723988174264433,-2.1735358214487364,113,2.7699435382981763,0.5992276474765161,2.805090901693122,0.538350628324384
0.24447286032972343,0.07000173872697563,2.1633442670502614,-2.1644765320375443,113,2.7777850089493388,0.6037549226678074,2.812785878312827,0.5431316386211655
0.2535274107123058,0.06970875066489679,2.15428971667414,-2.1554172426263793,113,2.7856264796005012,0.6082821978590985,2.8204808549329496,0.5479126489172226
0.2625819610948881,0.06941576260366328,2.145235166298059,-2.146357953215242,113,2.7934679502516637,0.6128094730503897,2.8281758315534953,0.5526936592125474
0.2716365114774705,0.06912277454328344,2.136180615922014,-2.137298663804132,113,2.801309420902826,0.6173367482416808,2.8358708081744677,0.5574746695071331
0.2806910618600528,0.06882978648376559,2.127126065546005,-2.12823937439305,113,2.8091508915539882,0.621864023432972,2.843565784795871,0.5622556798009721
0.2897456122426352,0.06853679842511809,2.1180715151700316,-2.119180084981996,113,2.8169923622051507,0.6263912986242632,2.8512607614177097,0.5670366900940577
0.2988001626252175,0.06824381036734933,2.109016964794094,-2.1101207955709707,113,2.824833832856313,0.6309185738155544,2.8589557380399877,0.571817700386382
0.3078547130077999,0.06795082231046781,2.099962414418192,-2.101061506159974,113,2.8326753035074757,0.6354458490068455,2.8666507146627094,0.576598710677938
0.3169092633903822,0.06765783425448202,2.0909078640423244,-2.092002216749006,113,2.840516774158638,0.6399731241981368,2.874345691285879,0.5813797209687184
0.3259638137729646,0.06736484619940053,2.081853313666492,-2.0829429273380677,113,2.8483582448098006,0.6445003993894279,2.882040667909501,0.5861607312587155
0.3350183641555469,0.06707185814523196,2.0727987632906943,-2.0738836379271586,113,2.856199715460963,0.6490276745807191,2.889735644533579,0.590941741547922
0.34407291453812927,0.06677887009198501,2.0637442129149326,-2.0648243485162796,113,2.8640411861121255,0.6535549497720102,2.8974306211581182,0.5957227518363303
0.3531274649207116,0.0664858820277108,2.054689662451107,-2.0557650591050436,114,2.8718826567632876,0.6580822249633014,2.905125597777143,0.6005037621342886
0.36218201530329397,0.06619289396197611,2.045635112057812,-2.0467057696937605,114,2.87972412741445,0.6626095001545926,2.9128205743954383,0.6052847724335118
0.3712365656858763,0.06589990589664184,2.0365805616781536,-2.0376464802824903,114,2.8875655980656125,0.6671367753458838,2.9205155510139336,0.610065782732388
0.38029111606845867,0.06560691783207392,2.0275260113011426,-2.028587190871245,114,2.895407068716775,0.6716640505371749,2.928210527632812,0.6148467930306006
0.389345666451041,0.06531392976834935,2.018471460924664,-2.0195279014600267,114,2.9032485393679375,0.6761913257284662,2.935905504252112,0.619627803328083
0.39840021683362337,0.06502094170548949,2.0094169105483126,-2.0104686120488364,114,2.9110900100191,0.6807186009197573,2.9436004808718446,0.6244088136248164
