component,sigma,damping_center_from_cg_m,damping_center_from_transom_m,damping_center_from_transom_over_beam,response_calibration_used
bem,1.4,0.09227223273331822,0.5597322327333182,1.760164253878359,False
front,1.4,0.5210103736753127,0.9884703736753127,3.108397401494694,False
longitudinal_bin_aft_post_chine,1.4,-0.334375909029584,0.133084090970416,0.41850343072457863,False
longitudinal_bin_forward_post_chine,1.4,0.12489852559199845,0.5923585255919984,1.8627626590943347,False
longitudinal_bin_middle_post_chine,1.4,-0.10824843208424123,0.35921156791575876,1.1295961255212539,False
longitudinal_bin_pre_chine,1.4,0.3394333004239341,0.806893300423934,2.5374003157985348,False
post_chine_bem,1.4,-0.022147460250959396,0.4453125397490406,1.4003538985818886,False
pre_chine_bem,1.4,0.3394333004239341,0.806893300423934,2.5374003157985348,False
raw_bem,1.4,0.09227223273331822,0.5597322327333182,1.760164253878359,False
resolved_station_bem,1.4,0.09905638334264251,0.5665163833426425,1.7814980608259199,False
total,1.4,0.1855014444541333,0.6529614444541333,2.0533378756419287,False
transom,1.4,nan,nan,nan,False
transom_extrapolation,1.4,-0.4348094474980335,0.03265055250196647,0.10267469340241027,False
