stage,panel_count,exact_objective,signed_root_defect,root_relative_mismatch,condition_number,dipole_coefficient
source,320,0.0019433593493768974,-0.0009818686297267502,0.0009818686297267502,189470.34911182214,7.589512468871008
source,640,0.001350525744640233,-0.0009060721109612975,0.0009060721109612975,424010.8794939532,7.586778116715777
source,1280,0.0012549721358801492,-0.000872003110845537,0.000872003110845537,1018704.0482903727,7.585146474872643
candidate_factor_1,320,0.0019280186470154793,-0.0009512259811290647,0.0009512259811290647,189458.637423875,7.586809766328048
candidate_factor_1,640,0.0013352958345646377,-0.0008748581371268462,0.0008748581371268462,423982.5224450833,7.584545146070449
candidate_factor_1,1280,0.001240032499140672,-0.0008406751146959593,0.0008406751146959593,1018632.4879519456,7.582914337027166
candidate_factor_0.75,320,0.0019291167275721879,-0.0009587791928411886,0.0009587791928411886,189461.5659060847,7.587368675280089
candidate_factor_0.75,640,0.0013363569415710808,-0.0008824472030098859,0.0008824472030098859,423989.4778459587,7.585103837073899
candidate_factor_0.75,1280,0.0012410210696404945,-0.0008483000350065312,0.0008483000350065312,1018650.3784116249,7.58347281698576
candidate_factor_0.5,320,0.0019320462450812858,-0.000966359788361013,0.000966359788361013,189464.49427558944,7.587927286951496
candidate_factor_0.5,640,0.0013392496391785992,-0.0008900637369701134,0.0008900637369701134,423996.43288593466,7.585662231120503
candidate_factor_0.5,1280,0.00124384121052454,-0.0008559524608713073,0.0008559524608713073,1018668.267496509,7.584031000453758
candidate_factor_0.25,320,0.001936807326114028,-0.0009739677855039471,0.0009739677855039471,189467.42254498036,7.588485601602453
candidate_factor_0.25,640,0.001343973350085544,-0.0008977205847094009,0.0008977205847094009,424003.6131787232,7.586220322740524
candidate_factor_0.25,1280,0.0012484930764846641,-0.0008636324150186785,0.0008636324150186785,1018686.1554318385,7.584588884756323
candidate_factor_0.125,320,0.0019398747473112325,-0.0009777820601328331,0.0009777820601328331,189468.88663771225,7.5887646472723365
candidate_factor_0.125,640,0.0013470220142504743,-0.0009015616455597759,0.0009015616455597759,424007.24424223,7.58649925661901
candidate_factor_0.125,1280,0.0012515059303253044,-0.0008674827211149114,0.0008674827211149114,1018695.0989899134,7.584867716256561
