a1_control_candidate_name,a1_control_candidate_status,a1_control_green_identity_status,a1_control_green_identity_validity_status,a1_control_changed_eq24_terms,a1_control_hypothesis,geometry_name,potential_name,panel_count,radius_m,source_y_m,source_z_down_m,control_image_scale,control_potential_kernel_scale,control_normal_derivative_kernel_scale,control_diagonal_sign,residual_norm,relative_residual,max_abs_residual,potential_norm,normal_derivative_norm,potential_term_norm,normal_derivative_term_norm,relative_tolerance,diagnostic_status,gate_role,is_hard_gate
reverse_image_and_both_columns,diagnostic_a1_control_surface_candidate_not_hard_gate,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,a1_eq24_outer_control_green_identity_diagnostic_not_hard_gate,A-Abar image term;B-Bbar image term;C potential column;B normal-derivative column,Reverse image and both instantaneous control-surface columns together.,half_cylinder_control_surface,antisymmetric_source,128,1.0,0.2,0.3,-1.0,-1.0,-1.0,1.0,27.50907582746748,0.8089490044860557,2.748977463663587,4.895567302105959,5.176231452405,28.09060966026902,5.915335924576152,0.02,FAIL,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,False
reverse_diagonal,diagnostic_a1_control_surface_candidate_not_hard_gate,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,a1_eq24_outer_control_green_identity_diagnostic_not_hard_gate,control-surface diagonal term,Reverse the instantaneous control-surface diagonal convention.,half_cylinder_control_surface,antisymmetric_source,128,1.0,0.2,0.3,1.0,1.0,1.0,-1.0,30.80176898669145,0.9999999938552266,4.052633007228877,4.895567302105959,5.176231452405,15.439955920948337,15.361813255013004,0.02,FAIL,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,False
default_control_terms,diagnostic_a1_control_surface_candidate_not_hard_gate,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,a1_eq24_outer_control_green_identity_diagnostic_not_hard_gate,,Use the current Eq. (24) instantaneous control-surface terms.,half_cylinder_control_surface,antisymmetric_source,128,1.0,-0.25,0.45,1.0,1.0,1.0,1.0,0.06347545162307396,0.0013637874542146284,0.008165462515685729,7.426596359077016,8.12888570395123,23.240202513779415,23.303305000467304,0.02,PASS,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,False
reverse_image_terms,diagnostic_a1_control_surface_candidate_not_hard_gate,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,a1_eq24_outer_control_green_identity_diagnostic_not_hard_gate,A-Abar image term;B-Bbar image term,Reverse the instantaneous image contribution in Eq. (24).,half_cylinder_control_surface,antisymmetric_source,128,1.0,-0.25,0.45,-1.0,1.0,1.0,1.0,41.01749402567138,0.7824063456377294,4.095212084445525,7.426596359077016,8.12888570395123,42.08751911197743,10.337278123324328,0.02,FAIL,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,False
reverse_potential_column,diagnostic_a1_control_surface_candidate_not_hard_gate,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,a1_eq24_outer_control_green_identity_diagnostic_not_hard_gate,C potential column,Reverse the instantaneous potential-column contribution.,half_cylinder_control_surface,antisymmetric_source,128,1.0,-0.25,0.45,1.0,-1.0,1.0,1.0,46.543507007096146,0.9999999891037311,6.464062632178237,7.426596359077016,8.12888570395123,23.240202513779415,23.303305000467304,0.02,FAIL,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,False
reverse_normal_derivative_column,diagnostic_a1_control_surface_candidate_not_hard_gate,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,a1_eq24_outer_control_green_identity_diagnostic_not_hard_gate,B normal-derivative column,Reverse the instantaneous normal-derivative column contribution.,half_cylinder_control_surface,antisymmetric_source,128,1.0,-0.25,0.45,1.0,1.0,-1.0,1.0,46.543507007096146,0.9999999891037311,6.464062632178237,7.426596359077016,8.12888570395123,23.240202513779415,23.303305000467304,0.02,FAIL,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,False
reverse_both_columns,diagnostic_a1_control_surface_candidate_not_hard_gate,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,a1_eq24_outer_control_green_identity_diagnostic_not_hard_gate,C potential column;B normal-derivative column,Reverse both instantaneous control-surface unknown columns together.,half_cylinder_control_surface,antisymmetric_source,128,1.0,-0.25,0.45,1.0,-1.0,-1.0,1.0,0.06347545162307396,0.0013637874542146284,0.008165462515685729,7.426596359077016,8.12888570395123,23.240202513779415,23.303305000467304,0.02,PASS,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,False
reverse_image_and_both_columns,diagnostic_a1_control_surface_candidate_not_hard_gate,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,a1_eq24_outer_control_green_identity_diagnostic_not_hard_gate,A-Abar image term;B-Bbar image term;C potential column;B normal-derivative column,Reverse image and both instantaneous control-surface columns together.,half_cylinder_control_surface,antisymmetric_source,128,1.0,-0.25,0.45,-1.0,-1.0,-1.0,1.0,41.01749402567138,0.7824063456377294,4.095212084445525,7.426596359077016,8.12888570395123,42.08751911197743,10.337278123324328,0.02,FAIL,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,False
reverse_diagonal,diagnostic_a1_control_surface_candidate_not_hard_gate,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,a1_eq24_outer_control_green_identity_diagnostic_not_hard_gate,control-surface diagonal term,Reverse the instantaneous control-surface diagonal convention.,half_cylinder_control_surface,antisymmetric_source,128,1.0,-0.25,0.45,1.0,1.0,1.0,-1.0,46.72578310325969,0.999999989103782,6.489380801689626,7.426596359077016,8.12888570395123,23.422478611926703,23.303305000467304,0.02,FAIL,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,False
default_control_terms,diagnostic_a1_control_surface_candidate_not_hard_gate,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,a1_eq24_outer_control_green_identity_diagnostic_not_hard_gate,,Use the current Eq. (24) instantaneous control-surface terms.,half_cylinder_control_surface,antisymmetric_source,256,1.0,0.2,0.3,1.0,1.0,1.0,1.0,0.029803264831368016,0.000685990280163778,0.002681879742888471,6.923377674148511,7.320296721973336,21.70795112577487,21.737656914404045,0.02,PASS,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,False
reverse_image_terms,diagnostic_a1_control_surface_candidate_not_hard_gate,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,a1_eq24_outer_control_green_identity_diagnostic_not_hard_gate,A-Abar image term;B-Bbar image term,Reverse the instantaneous image contribution in Eq. (24).,half_cylinder_control_surface,antisymmetric_source,256,1.0,0.2,0.3,-1.0,1.0,1.0,1.0,38.93076609942906,0.8087179849434469,2.7512924174961126,6.923377674148511,7.320296721973336,39.766978321027864,8.371886925243933,0.02,FAIL,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,False
reverse_potential_column,diagnostic_a1_control_surface_candidate_not_hard_gate,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,a1_eq24_outer_control_green_identity_diagnostic_not_hard_gate,C potential column,Reverse the instantaneous potential-column contribution.,half_cylinder_control_surface,antisymmetric_source,256,1.0,0.2,0.3,1.0,-1.0,1.0,1.0,43.44560797342054,0.9999999984634035,4.042184369877161,6.923377674148511,7.320296721973336,21.70795112577487,21.737656914404045,0.02,FAIL,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,False
reverse_normal_derivative_column,diagnostic_a1_control_surface_candidate_not_hard_gate,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,a1_eq24_outer_control_green_identity_diagnostic_not_hard_gate,B normal-derivative column,Reverse the instantaneous normal-derivative column contribution.,half_cylinder_control_surface,antisymmetric_source,256,1.0,0.2,0.3,1.0,1.0,-1.0,1.0,43.44560797342054,0.9999999984634035,4.042184369877161,6.923377674148511,7.320296721973336,21.70795112577487,21.737656914404045,0.02,FAIL,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,False
reverse_both_columns,diagnostic_a1_control_surface_candidate_not_hard_gate,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,a1_eq24_outer_control_green_identity_diagnostic_not_hard_gate,C potential column;B normal-derivative column,Reverse both instantaneous control-surface unknown columns together.,half_cylinder_control_surface,antisymmetric_source,256,1.0,0.2,0.3,1.0,-1.0,-1.0,1.0,0.029803264831368016,0.000685990280163778,0.002681879742888471,6.923377674148511,7.320296721973336,21.70795112577487,21.737656914404045,0.02,PASS,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,False
reverse_image_and_both_columns,diagnostic_a1_control_surface_candidate_not_hard_gate,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,a1_eq24_outer_control_green_identity_diagnostic_not_hard_gate,A-Abar image term;B-Bbar image term;C potential column;B normal-derivative column,Reverse image and both instantaneous control-surface columns together.,half_cylinder_control_surface,antisymmetric_source,256,1.0,0.2,0.3,-1.0,-1.0,-1.0,1.0,38.93076609942906,0.8087179849434469,2.7512924174961126,6.923377674148511,7.320296721973336,39.766978321027864,8.371886925243933,0.02,FAIL,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,False
reverse_diagonal,diagnostic_a1_control_surface_candidate_not_hard_gate,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,a1_eq24_outer_control_green_identity_diagnostic_not_hard_gate,control-surface diagonal term,Reverse the instantaneous control-surface diagonal convention.,half_cylinder_control_surface,antisymmetric_source,256,1.0,0.2,0.3,1.0,1.0,1.0,-1.0,43.530570600005426,0.9999999984634051,4.0500895391401075,6.923377674148511,7.320296721973336,21.792913752490232,21.737656914404045,0.02,FAIL,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,False
default_control_terms,diagnostic_a1_control_surface_candidate_not_hard_gate,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,a1_eq24_outer_control_green_identity_diagnostic_not_hard_gate,,Use the current Eq. (24) instantaneous control-surface terms.,half_cylinder_control_surface,antisymmetric_source,256,1.0,-0.25,0.45,1.0,1.0,1.0,1.0,0.04488177930573892,0.000680989372531832,0.004082657308769111,10.502793293277364,11.495980409508595,32.93105391980823,32.97567108365866,0.02,PASS,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,False
reverse_image_terms,diagnostic_a1_control_surface_candidate_not_hard_gate,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,a1_eq24_outer_control_green_identity_diagnostic_not_hard_gate,A-Abar image term;B-Bbar image term,Reverse the instantaneous image contribution in Eq. (24).,half_cylinder_control_surface,antisymmetric_source,256,1.0,-0.25,0.45,-1.0,1.0,1.0,1.0,58.04790824893717,0.7821792346566508,4.098550620297569,10.502793293277364,11.495980409508595,59.58260031762968,14.63045172589352,0.02,FAIL,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,False
reverse_potential_column,diagnostic_a1_control_surface_candidate_not_hard_gate,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,a1_eq24_outer_control_green_identity_diagnostic_not_hard_gate,C potential column,Reverse the instantaneous potential-column contribution.,half_cylinder_control_surface,antisymmetric_source,256,1.0,-0.25,0.45,1.0,-1.0,1.0,1.0,65.9067248237978,0.9999999972738884,6.47260006288689,10.502793293277364,11.495980409508595,32.93105391980823,32.97567108365866,0.02,FAIL,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,False
reverse_normal_derivative_column,diagnostic_a1_control_surface_candidate_not_hard_gate,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,a1_eq24_outer_control_green_identity_diagnostic_not_hard_gate,B normal-derivative column,Reverse the instantaneous normal-derivative column contribution.,half_cylinder_control_surface,antisymmetric_source,256,1.0,-0.25,0.45,1.0,1.0,-1.0,1.0,65.9067248237978,0.9999999972738884,6.47260006288689,10.502793293277364,11.495980409508595,32.93105391980823,32.97567108365866,0.02,FAIL,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,False
reverse_both_columns,diagnostic_a1_control_surface_candidate_not_hard_gate,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,a1_eq24_outer_control_green_identity_diagnostic_not_hard_gate,C potential column;B normal-derivative column,Reverse both instantaneous control-surface unknown columns together.,half_cylinder_control_surface,antisymmetric_source,256,1.0,-0.25,0.45,1.0,-1.0,-1.0,1.0,0.04488177930573892,0.000680989372531832,0.004082657308769111,10.502793293277364,11.495980409508595,32.93105391980823,32.97567108365866,0.02,PASS,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,False
reverse_image_and_both_columns,diagnostic_a1_control_surface_candidate_not_hard_gate,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,a1_eq24_outer_control_green_identity_diagnostic_not_hard_gate,A-Abar image term;B-Bbar image term;C potential column;B normal-derivative column,Reverse image and both instantaneous control-surface columns together.,half_cylinder_control_surface,antisymmetric_source,256,1.0,-0.25,0.45,-1.0,-1.0,-1.0,1.0,58.04790824893717,0.7821792346566508,4.098550620297569,10.502793293277364,11.495980409508595,59.58260031762968,14.63045172589352,0.02,FAIL,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,False
reverse_diagonal,diagnostic_a1_control_surface_candidate_not_hard_gate,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,a1_eq24_outer_control_green_identity_diagnostic_not_hard_gate,control-surface diagonal term,Reverse the instantaneous control-surface diagonal convention.,half_cylinder_control_surface,antisymmetric_source,256,1.0,-0.25,0.45,1.0,1.0,1.0,-1.0,66.0356134884948,0.9999999972738914,6.485258854785275,10.502793293277364,11.495980409508595,33.0599425848564,32.97567108365866,0.02,FAIL,diagnostic_a1_eq24_outer_control_green_identity_not_hard_gate,False
